time,content
10,センシング開始
31,カルピスを注ぐ
51,コップで飲む
65,トングを掴む
74,食材を掴む
82,食材を置く
104,食材を戻す
111,食材をかき混ぜる
256,食材を掴む
278,食材を置く
288,食材をかき混ぜる

