time,content
004000,センシング開始
020000,餌を買う
024000,逃げる
044000,紙を上げる
048000,餌やり
087000,なでなで挑戦
092000,餌やり
124000,餌終わり
127000,どつかれる
128000,どつかれ終了
134000,どつかれる
135000,どつかれ終了
150000,センシング終了
