time,x,y,z
1694266557305,-0.026386738,-0.010873318,-0.04293537
1694266557343,-0.013755977,0.017540455,0.0033388138
1694266557383,-0.0076735616,7.176399E-4,-0.018364906
1694266557424,-0.009952128,-0.012938499,-0.018554688
1694266557463,-0.0472188,0.034454346,0.0019702911
1694266557507,-0.023397088,-0.009045601,-0.013957977
1694266557546,0.0069309473,-0.019229889,0.027230263
1694266557587,-0.014761925,0.019413948,-0.006505966
1694266557626,-0.0046028495,-0.041868687,-0.030682564
1694266557667,-0.02114743,-0.004155636,0.039214134
1694266557711,5.328059E-4,-0.07813692,-0.010463715
1694266557747,-0.0029836893,0.11931753,-0.034101486
1694266557791,0.0010035038,-0.10974836,-0.063313484
1694266557829,0.11304152,-0.0042886734,0.0582695
1694266557869,-0.03611535,0.11092973,0.030276299
1694266557911,-0.07895273,0.044291496,-0.0303154
1694266557950,0.024062574,-0.06579685,0.002275467
1694266557997,-0.056674063,0.052149773,-0.01859951
1694266558033,-0.059731305,0.0076265335,0.023273468
1694266558071,0.046072245,-0.0122618675,0.025898933
1694266558112,-0.0029441118,0.010671616,-0.019719124
1694266558154,-0.056960642,0.017764091,0.023462296
1694266558194,-0.059674323,0.07954025,-0.011425972
1694266558237,0.034521878,-0.057203293,-0.056105614
1694266558275,0.064908504,0.02954626,0.04373169
1694266558317,-0.10288417,0.045038223,-5.4836273E-4
1694266558355,0.009140551,-0.03266573,-0.013750076
1694266558397,0.019928992,-0.03435421,0.03673458
1694266558436,-0.07313681,0.014051437,0.0586195
1694266558479,-0.017689884,0.044009686,-0.1026535
1694266558521,0.017093122,-0.0070524216,0.03623104
1694266558577,-0.03617406,-0.01184082,0.047455788
1694266558600,0.003128171,-0.09053135,-0.023609161
1694266558641,-0.009791553,-0.018370152,-0.013121605
1694266558683,-0.06827909,0.0426383,0.04405117
1694266558721,-0.0061190724,-0.0027990341,-0.018610954
1694266558774,0.0034812689,-0.032362938,0.019286156
1694266558806,-0.028008044,0.037629604,-0.02371025
1694266558842,0.005893469,-0.028461456,-0.007349968
1694266558885,-0.026538074,-0.03825617,0.04378891
1694266558924,-0.036700606,0.036456585,-0.017372131
1694266558971,-0.010892391,0.0781765,0.034858704
1694266559010,0.008312702,0.08648205,-0.0366354
1694266559049,0.06354356,0.022528648,-0.017045021
1694266559086,0.032885432,0.15792418,-0.043564796
1694266559127,0.036565423,0.0920558,0.0125722885
1694266559172,-0.017211914,-0.18707848,0.10389042
1694266559208,-0.080094814,-0.015583515,0.061829567
1694266559250,0.05936122,0.15336514,-0.10170841
1694266559292,0.1284579,0.022699356,0.014200211
1694266559332,-0.12315881,-0.14242506,0.0016107559
1694266559370,-0.16601408,-0.12843418,0.025355339
1694266559410,-0.014805675,-0.07466602,0.04517269
1694266559450,0.06011963,0.065831184,-0.11366749
1694266559492,0.029944897,0.11369324,-0.1376648
1694266559535,0.04573238,-0.06141901,-0.0050964355
1694266559571,-0.011637926,-0.037332058,0.06058979
1694266559614,-0.14915466,0.060239315,-0.07437992
1694266559653,-0.0136220455,0.019631863,-0.03983116
1694266559694,-0.0029683113,0.031546593,-0.02375412
1694266559735,0.026880741,-0.029459476,-0.04744339
1694266559777,-0.017833948,0.109538555,-0.058541298
1694266559821,-0.07981968,0.009634972,0.07855797
1694266559856,0.036828518,0.0065102577,0.028510094
1694266559896,-0.035010815,0.13623285,-0.037828445
1694266559936,2.64287E-4,0.29761648,-0.07347298
1694266559978,0.038536906,0.098381996,-0.046910286
1694266560023,0.082669854,-0.08970785,0.15995693
1694266560058,-0.23620415,-0.77317476,0.29098654
1694266560100,-0.44979143,-0.641294,0.09253788
1694266560139,0.08074653,-0.43513584,-0.02112484
1694266560179,-0.32825315,-0.17254686,-0.070547104
1694266560222,-0.015334487,0.15637445,-0.22306538
1694266560260,0.16435647,0.15494108,-0.45845222
1694266560301,-0.012271166,0.2341299,-0.3008957
1694266560349,0.12991166,0.46922016,-0.1797123
1694266560382,-0.04702115,0.35697174,0.29204178
1694266560424,-0.045809984,0.4660988,0.16160393
1694266560464,-0.10067761,-0.0350585,-0.0011129379
1694266560504,0.04982817,-0.32457542,0.051647186
1694266560545,-0.08009493,-0.13081598,-0.014091492
1694266560587,0.12315929,-0.005692005,-0.0943985
