time,id,rssi
1708890949685 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708890950798 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708890951912 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708890953029 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708890956359 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -92
1708890957476 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -75
1708890958586 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -74
1708890959699 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -75
1708890960810 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708890961925 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708890963031 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708890964144 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708890965258 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708890966370 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -73
1708890967473 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708890968591 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708890969705 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -75
1708890970811 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -75
1708890971922 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -74
1708890973029 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -74
1708890977471 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708890978583 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708890979695 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708890980804 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708890981910 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -75
1708890983016 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -74
1708890984133 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708890985241 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708890986354 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708890987464 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708890988582 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -68
1708890989693 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -71
1708890990801 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -73
1708890991915 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708890993026 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708890997454 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -80
1708890998557 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -81
1708890999669 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -81
1708891000781 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -81
1708891001885 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708891005210 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -71
1708891007429 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -79
1708891008541 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -79
1708891009652 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -78
1708891010765 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708891011880 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -75
1708891012989 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -75
1708891014098 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -94
1708891018534 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891019645 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -85
1708891020746 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -86
1708891021858 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891022960 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708891024073 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -75
1708891025183 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708891026291 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891027397 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891028506 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708891029610 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708891030721 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891031830 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891032941 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891034055 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891038497 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891039602 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891040712 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891041820 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708891042929 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891044044 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891045157 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -85
1708891046259 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891047368 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708891048483 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708891049598 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708891050698 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708891051808 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891052920 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891054021 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891055131 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891059558 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708891060669 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708891061778 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -75
1708891062882 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708891063986 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891065097 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891066205 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891067313 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -83
1708891068422 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -83
1708891069527 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891070638 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891071756 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708891072860 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -73
1708891073966 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708891075075 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708891079517 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -78
1708891080624 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -80
1708891081734 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -79
1708891082842 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -78
1708891083954 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -71
1708891085058 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708891086168 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708891087278 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708891088387 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -71
1708891089492 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -71
1708891090594 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -71
1708891091706 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -81
1708891092815 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -80
1708891093919 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -80
1708891095035 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -80
1708891096144 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -82
1708891100570 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -71
1708891101679 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -71
1708891102785 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -71
1708891103894 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708891105008 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -82
1708891106118 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -81
1708891107227 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -80
1708891108333 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -82
1708891109443 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -73
1708891110552 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -73
1708891111659 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -73
1708891112764 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -70
1708891136166 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -77
1708891136166 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -92
1708891137275 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -77
1708891137275 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -92
1708891138381 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -76
1708891138381 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -92
1708891139485 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891139485 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -93
1708891140590 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891141694 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891142799 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891142799 , 8ebc2114-4abd-ba0d-b7c6-ff0f0020001b , -67
1708891143911 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -83
1708891143911 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -98
1708891145025 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -83
1708891145025 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -97
1708891146127 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891146127 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -96
1708891147247 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -84
1708891147247 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -99
1708891148367 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -73
1708891148367 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -91
1708891149476 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -71
1708891149476 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -92
1708891150594 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708891150594 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -91
1708891151713 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -73
1708891151713 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -90
1708891156180 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -95
1708891157295 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -95
1708891158404 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -99
1708891159511 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -104
1708891160626 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -72
1708891160626 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -93
1708891161744 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -73
1708891161744 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -91
1708891162850 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -73
1708891162850 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -93
1708891163955 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891163955 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -94
1708891165080 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891165080 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -94
1708891166195 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891166195 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -92
1708891167304 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891167304 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -92
1708891168420 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -95
1708891168420 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -93
1708891169533 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -98
1708891170637 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -95
1708891170637 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -100
1708891171753 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -92
1708891171753 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -98
1708891172869 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -91
1708891176204 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -97
1708891177319 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891177319 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -97
1708891178436 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891178436 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -97
1708891179555 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -69
1708891179555 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -96
1708891180676 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -87
1708891180676 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -100
1708891181786 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -87
1708891181786 , dbc6b52c-810f-40e1-b316-bb5d94c275f7 , -98
1708891182902 , 50765cb7-d9ea-4e21-99a4-fa879613a492 , -79
