time,status
1699949859,surprise
1699949859,normal
1699949864,surprise
1699949864,normal
1699949865,normal
1699949867,normal
1699949876,surprise
1699949876,relief
1699949876,relief
1699949877,normal
1699949879,normal
1699949880,normal
1699949889,relief
1699949889,normal
1699949894,relief
1699949894,normal
1699949899,normal
1699949904,surprise
1699949904,surprise
1699949905,normal
1699949919,relief
1699949919,relief
1699949919,normal
1699949924,normal
1699949926,surprise
1699949927,normal
1699949928,normal
1699949934,relief
1699949934,relief
1699949935,normal
1699949937,normal
1699949942,normal
1699949954,surprise
1699949948,normal
1699949954,surprise
1699949955,normal
1699949956,surprise
1699949957,normal
1699949963,normal
1699949964,surprise
1699949965,normal
1699949968,normal
1699949969,relief
1699949970,normal
1699949973,normal
1699949974,normal
1699949979,normal
1699949984,surprise
1699949984,relief
1699949984,surprise
1699949986,relief
1699949987,normal
1699949988,normal
1699949994,surprise
1699949994,relief
1699949996,normal
1699949999,normal
1699950009,normal
1699950010,normal
1699950019,normal
1699950024,normal
1699950024,surprise
1699950024,surprise
1699950024,relief
1699950025,normal
1699950030,normal
1699950044,relief
1699950044,relief
1699950054,relief
1699950054,relief
1699950054,normal
1699950058,normal
1699950069,surprise
1699950069,surprise
1699950069,surprise
1699950069,normal
1699950072,normal
1699950075,relief
1699950075,normal
1699950077,normal
1699950084,relief
1699950084,relief
1699950084,relief
1699950084,normal
1699950086,normal
1699950087,normal
1699950093,normal
1699950099,surprise
1699950099,surprise
1699950099,normal
1699950104,surprise
1699950104,normal
1699950107,relief
1699950108,normal
1699950114,normal
1699950115,normal
1699950117,normal
1699950118,surprise
1699950119,normal
1699950121,normal
1699950123,normal
1699950133,normal
1699950134,surprise
1699950134,normal
1699950144,normal
1699950147,normal
1699950150,normal
1699950154,relief
1699950155,normal
1699950164,relief
1699950164,normal
1699950174,normal
1699950180,normal
1699950184,normal
1699950193,surprise
1699950195,normal
1699950200,normal
