,x_mean,x_std,x_min,x_25%,x_50%,x_75%,x_max,y_mean,y_std,y_min,y_25%,y_50%,y_75%,y_max,z_mean,z_std,z_min,z_25%,z_50%,z_75%,z_max,answer
0,0.09471731247639999,0.42160032115540425,-1.6327785,-0.07836198750000001,0.030123844999999996,0.215225575,1.2715454,0.179616613026,0.9010991172045738,-2.2974424,-0.22373843499999999,0.066553592,0.448467495,3.097124,-0.035391916626000004,0.3568684462711633,-1.0709064,-0.1570565075,0.00326848035,0.12411665499999999,0.91895187,2
50,0.022042026976200012,0.3346687374796739,-0.5798464,-0.04841279975,-0.0083503721,0.03449225375,1.6182604,-0.289265298258,0.6971922859425262,-2.6782346,-0.14329928249999999,-0.054958343500000006,0.01410591575,0.9323518,-0.02368849745440002,0.5804887174367497,-1.8116132,-0.1190652725,-0.0186312005,0.036958469,2.4521005,2
100,-0.0140172195892,0.03214929850285568,-0.07754898,-0.03632807675,-0.0129446985,0.00773692125,0.05716133,-0.030446853517999996,0.03236253203525545,-0.083642244,-0.057335079,-0.029022574000000002,-0.01304411875,0.057633877,0.009149901799199998,0.024751485646191083,-0.0377801,-0.008732479974999999,0.014514764500000001,0.028737407,0.05960744,2
150,-0.014119644220000003,0.03749541412221923,-0.09642601,-0.036092996749999995,-0.015655040500000002,0.005096912375,0.074897766,-0.030923008783600003,0.031955921756881195,-0.08228421,-0.0545391445,-0.035597562,-0.012415707,0.040127516,0.0023221718659999996,0.026753642510865327,-0.06936563,-0.013031036749999999,0.0023956951000000002,0.0204228775,0.062005274,2
200,-0.012888526992599998,0.0350324804258361,-0.11084747,-0.03295636075,-0.013584137,0.00967359525,0.069462776,-0.029730897058000007,0.02742580295735141,-0.101154804,-0.047559500500000004,-0.031568051,-0.011928975750000001,0.029573679,0.0016582017994000006,0.026894453809481095,-0.09251492,-0.02055184125,0.0048347245,0.022019781250000002,0.05222682,2
250,-0.012669887646000001,0.03873389903230751,-0.09458637,-0.0352690215,-0.016139984,0.0187892915,0.07242012,-0.030615911672,0.027851745034373522,-0.11073971,-0.04844790725,-0.033106208,-0.01054739975,0.027587652,-0.0018225211939999998,0.030158733423052683,-0.07661035,-0.0189486215,-0.0045221541,0.01529975525,0.089438856,2
300,-0.009990482318000003,0.031874890122337365,-0.07862949,-0.030611277,-0.01460409175,0.01173067075,0.058997154,-0.0247261047548,0.028252826258863505,-0.097957134,-0.044915796,-0.024296164500000002,-0.001201450825,0.022303104,-0.0035439849900000004,0.024533064198994054,-0.060585253,-0.0195105785,-0.00605920335,0.014064351000000001,0.04643251,2
350,-0.012558116888000001,0.035716403569666405,-0.12183571,-0.0364959235,-0.0103936195,0.014843464,0.050219536,-0.026567955248,0.045248884016031374,-0.22010207,-0.0446110965,-0.0290403365,0.005976915325,0.04932809,-0.005296279615999999,0.03236597776304363,-0.086096406,-0.020699244250000002,-0.010158596499999999,0.012066738625,0.086475804,2
400,-0.014282703978,0.11304593583568125,-0.333251,-0.06762791,-0.02261734,0.02690291425,0.5252714,-0.0198465821468,0.17683752595833116,-0.32210207,-0.148819325,-0.026414871,0.05533379425,0.38285422,-0.00847473641,0.11596915813687535,-0.24010831,-0.1169560475,0.0179026425,0.07299076,0.27641517,2
450,0.014854106104,0.13906850723859643,-0.4103651,-0.02164363875,0.019741535,0.07355070250000001,0.36418056,0.051891508644,0.17466616528475246,-0.3762343,-0.0455315105,0.041670559999999995,0.14742315,0.47054672,0.10751486850999999,0.26281523321521866,-0.17110609,-0.0652194825,-0.01011657,0.1879446525,0.7753445,2
