,x_mean,x_std,x_min,x_25%,x_50%,x_75%,x_max,y_mean,y_std,y_min,y_25%,y_50%,y_75%,y_max,z_mean,z_std,z_min,z_25%,z_50%,z_75%,z_max
1000,0.053955674339999996,0.7314770217133569,-2.0027523,-0.579337575,0.177408995,0.553529225,1.7527868,0.0008037891100000149,1.73371238215478,-3.9371986,-1.0332707,-0.09850060999999999,1.3009407,3.8794193,-0.13986546092999996,0.8241744550904258,-3.0584545,-0.4110749975,-0.037521839,0.39109444000000004,1.1244874
1050,0.050581618524000005,0.3358899233353898,-0.778316,-0.12081683625,0.0092182831,0.2077741,1.0169376,0.005418461679999999,0.5132983603276183,-1.1125336,-0.1754585475,-0.0345976345,0.12729060749999999,2.0998116,0.0300776382952,0.23628975311173248,-0.4963894,-0.09296929500000001,0.00945401175,0.08638525,1.0406456
1100,0.31373145923400003,0.8928694847380237,-2.3492894,-0.0532231445,0.31400195,0.871412765,1.9651362,0.08609604724,1.2441753501672526,-2.896699,-0.186614395,0.0708336815,0.256546495,3.140502,-0.014982709562599984,0.6443773515465306,-1.9257758,-0.14495825625,0.0515522955,0.37925941,1.0869892
1150,0.29420594124,0.29177066310143424,-0.05916226,0.11169099625,0.24575075500000002,0.3684327625,1.3678393,-0.00972876126000001,0.38010039128973855,-0.73349,-0.2176210875,0.0841768975,0.29151218749999996,0.54618883,-0.12259869228199999,0.27220468904279804,-0.80825925,-0.309028625,-0.13792217,0.0272442105,0.5719414
1200,0.09282990463999999,0.13892023491835614,-0.23106575,0.0215682985,0.10044407699999999,0.1743330975,0.45433807,0.030191916703999996,0.1835488771643106,-0.35523438,-0.10564326475,0.0399885175,0.14816719,0.52123165,-0.034812650944,0.1452501503429926,-0.34694576,-0.09729767,-0.040364980499999994,0.057947873750000004,0.24649572
1250,0.18610152466000002,0.47545824158340927,-1.0667241,0.02700227525,0.30912662,0.42710364,1.0543008,-0.014431890741800003,0.5088563398249119,-1.0644741,-0.3545639475,0.052395821499999995,0.3068997875,1.1366725,-0.017402487334,0.2764666893316517,-0.58363104,-0.2505006825,-0.07552742800000001,0.1974021175,0.66388464
1300,-0.07267958127799999,1.3905732036487715,-3.6071732,-0.6720486875,0.10536027,0.610002025,2.6813922,0.01865888975999998,1.2883781786335677,-4.8487525,-0.645500075,-0.014016627999999996,0.7345279,2.5041127,-0.033241236000000035,1.146758293800743,-2.8703525,-0.475851075,0.018623590500000002,0.459150545,4.707903
1350,0.11811419678999999,1.1456625833581748,-3.392712,-0.2057490375,0.017016411000000002,0.2874536475,5.3170605,-0.051597462257999965,0.9898670776733703,-3.3932753,-0.4114167675,-0.10664022000000001,0.2789725075,3.5462108,-0.0008648109800000114,0.6832657139336361,-2.1337142,-0.39523991,0.0526285695,0.483609795,1.2224283
1400,-0.006851195988499993,0.32194041712115173,-0.70620155,-0.1743605125,-0.018166542,0.14848828625,1.3303928,0.013463467039999987,0.5093867440884402,-1.3951387,-0.19552320499999998,0.09439874000000001,0.282265605,1.2211754,0.015187315885999983,0.5903396973650398,-0.9402921,-0.3315254225,0.03089053015,0.26222086,2.1510262
1450,0.55679741768,1.2647033205842435,-2.05765,-0.0396535405,0.387599705,1.035389175,3.3812847,-0.12278224200000004,1.5606707617404396,-4.849083,-0.46946326,0.11462164,0.540723125,3.7528076,0.04833994439999998,2.40241116328628,-4.0173025,-0.54472841,0.042004137999999996,0.7867906,8.93648
1500,0.10971927964000004,1.631730415134337,-3.8695452,-0.533174964,0.3857207,1.219002025,2.3070412,-0.01934964277999999,1.601139264095348,-6.473324,-0.448624345,0.235095385,0.940346005,2.5777583,-0.4232200804200001,1.1946628258763319,-2.5305097,-1.0576082750000002,-0.506227015,0.302829505,3.4090276
1550,0.11458132943,0.42344899153483156,-0.37391996,-0.1418604275,0.031198502000000003,0.1903466575,1.742498,0.007880510944000014,0.6994557985931689,-2.8711805,-0.235794065,-0.0044660569,0.3237609875,1.6337409,0.05574036666,0.5551151032240769,-0.9425447,-0.1147355425,-0.001419067500000001,0.1912184325,2.4768603
1600,0.316445724016,0.6860811620947455,-0.512244,-0.074914455,0.17578089,0.39967549,2.8087373,0.035596616739999996,0.5865029316000628,-2.9673586,-0.11729503,0.013769388,0.21621394,1.3199682,0.24433378446000004,0.876764708652495,-1.2755823,-0.05145531875,0.043267607,0.1873369775,2.5757895
1650,0.5824672964000001,1.2288552982155294,-1.6452968,-0.4288524375,0.58035645,1.6307619500000001,2.7868004,-0.4110698054859999,1.4602576325363295,-4.4031553,-0.7989972224999999,-0.09021735249999999,0.5294163249999999,1.725327,-0.25548568408,1.4283782854603237,-2.4893448,-1.30348765,-0.56904293,0.814405875,2.7950191
1700,0.10455655784400002,0.32996977034375596,-0.35769773,-0.07573586624999999,0.016547441,0.1800096025,1.0725772,-0.002022522644000001,0.3496620528748938,-0.8865013,-0.14103842,-0.012661457,0.15595864999999998,1.3149028,0.06022118935999999,0.4320708068014124,-1.1019962,-0.1341788175,0.07884585699999999,0.2573048175,1.1849139
1750,-0.026662416030000004,0.5267982976965814,-1.7329705,-0.23830323999999997,0.06066977999999999,0.181301355,1.5262953,0.062178112072000025,1.210067929162428,-5.46123,-0.2474379525,0.003942489800000001,0.340666775,4.241659,0.02868693027999999,1.5634789759470287,-7.153083,-0.3000789875,-0.06947672199999999,0.2076350475,7.1446004
1800,0.06232351070000001,0.6406938958418363,-1.4290037,-0.3669442,-0.032589435,0.4547138775,1.6191618,0.064791236288,0.819379690510917,-1.6925526,-0.46028375250000003,0.08968377,0.5783588924999999,1.5627298,0.024793109860000016,0.7486400716481001,-1.5363054,-0.48325372,0.081045747,0.614343225,1.4815357
1850,0.124407682574,0.25878719950734247,-0.6576779,-0.032348454,0.12085545,0.2234133475,0.8136163,-0.039594095440000004,0.6885899401468017,-1.5235033,-0.5821790625000001,-0.059913635,0.4322097275,1.6192265,-0.02043186792400001,0.4586123723103247,-1.3770256,-0.24356210250000002,-0.0092282293,0.1594346175,1.0723481
1900,-0.039145979271999996,0.2344311379245427,-0.50564456,-0.184977595,-0.028619765999999998,0.147436325,0.43724298,0.005356837679999989,0.5093282153778926,-1.3637028,-0.277739525,0.019425392,0.23896383999999998,1.2438226,0.006679325325999991,0.36296840934407437,-0.62789404,-0.26836150999999997,-0.007935285350000001,0.266776765,0.93143857
1950,-0.017623987909999996,0.1864396085249103,-0.5774386,-0.10403180249999999,-0.020528436,0.106349945,0.4136138,-0.04909131058,0.685428927100137,-1.2067127,-0.59679627,-0.1242351525,0.6235501649999999,1.1193094,-0.056385671419999984,0.8886554400497717,-1.9394009,-0.66351885,-0.0721204275,0.6356270625,1.8078513
2000,-0.003481778808000001,0.13192586120282276,-0.295866,-0.0794646715,-0.007954359,0.05468303,0.36826682,-0.014818839099999974,0.5293002251088831,-1.1191549,-0.3620009425,0.0038280485000000003,0.364490035,1.0944271,0.07001444514,0.599248215385523,-1.2686293,-0.2704645425,0.07178651999999999,0.394868675,1.398726
2050,0.127040048082,0.5993052884681581,-1.3021481,-0.18261231,0.0106625705,0.3897249825,1.5522413,-0.22884440291000005,1.124786088156105,-3.339061,-0.84222805,-0.0402410035,0.374117725,1.7662721,0.05352470325,0.4057290322971751,-0.76976156,-0.09737259125,0.01394879815,0.2303678975,1.303174
2100,0.11396971458400003,0.553798627108776,-1.9236662,-0.014771402,0.16866278499999998,0.47155132,1.0622282,0.011696138499999969,1.2703417000572124,-3.0658484,-0.80367185,-0.1886730175,0.826971525,4.0463524,-0.17677599062000002,0.7471773510862414,-1.3830081,-0.7348477874999999,-0.36113465,0.2441198275,2.0988436
2150,0.30298575940000005,0.711789558913326,-1.1201397,-0.0940028425,0.331337215,0.8647277425,1.7214793,-0.1161875728,1.4839857834432215,-3.5746713,-1.206786475,-0.28733023999999996,0.9625798299999999,2.9159038,-0.38880068971,0.7854366370292987,-3.4363585,-0.739915115,-0.35454226,0.16715144999999998,1.0342741
2200,1.20694412856,1.5813255856480064,-1.4489775,-0.058170080000000006,1.12008715,1.97185635,5.559361,-0.20525050829999997,1.9806323649757864,-5.8778176,-1.1931125249999999,-0.06442010249999999,0.84628485,4.9313226,0.25609131178,1.4523743644445475,-3.994429,-0.54647855,0.39063883499999996,1.2221143,4.184075
2250,0.16669007362000002,1.2319421606768386,-2.3839204,-0.9278404100000001,0.125576495,0.8940156875,2.7378564,-0.08931289772000003,1.4089585512126737,-3.083839,-1.0101406375,-0.044034063,0.46416779750000003,4.268055,-0.173086143,1.1856984843931313,-2.1577723,-1.163733175,-0.18401372,0.6983620875000001,2.3199592
2300,0.08563619050719998,0.37015489654780165,-0.5655914,-0.16821823,0.017893702,0.26518760750000003,1.3212616,0.0006462235199999933,0.54598816927838,-1.065074,-0.48741330000000005,0.119309425,0.36729526749999997,1.1965601,0.06828437648,0.6399222809452638,-1.5352402,-0.25491452249999996,0.18814945,0.38808632249999997,1.4031506
2350,-0.019236723379999997,0.2734085610502977,-0.53411454,-0.245497675,-0.105288415,0.192911535,0.5903791,-0.07170096642,0.6348384349782875,-1.4906645,-0.4258314375,-0.00920701,0.316079085,1.4222001,-0.049155018333999996,0.7376167949570025,-1.8362875,-0.6638323174999999,0.00917339315,0.5832757975,1.5958643
2400,0.08927506552939998,0.3505569423808424,-0.5940938,-0.13529560999999998,0.05931526399999999,0.306110295,0.80478907,0.02850545780000001,0.6856048317029144,-1.518414,-0.3795613025,0.06786847,0.488386995,1.7778311,-0.02788154690000001,0.6751150168705157,-1.5121222,-0.387289775,0.06394601,0.3186998375,1.9887953
2450,0.015588725020000003,0.34313393683406307,-0.6344856,-0.2767605725,0.008624196,0.25109689,0.7807759,-0.05119634462000001,0.5387590969035619,-1.6811848,-0.3179550175,0.0094311235,0.2664841425,1.0079737,0.005684850470000007,0.8219964254268651,-1.6806393,-0.4295946375,0.0010988712499999994,0.62932075,1.6806102
2500,0.027490275198000003,0.15171781081378996,-0.28529888,-0.074761544,0.027042061,0.12339266,0.57242817,-0.01729890263200001,0.41708395565297385,-1.1435981,-0.27222311499999996,-0.040145397,0.318046575,0.9347024,-0.035333844494000004,0.24141361725046648,-0.4742403,-0.1818664075,-0.054619789,0.1042720085,0.63184786
2550,0.0141845580528,0.4693235633837042,-0.8866141,-0.2617299525,-0.0127511025,0.2723686675,1.4178084,0.005823633959999994,1.0875183541085292,-2.0682988,-0.7859992875,-0.22933673999999998,0.649487575,2.6342397,-0.11333622413999998,0.7823529491785547,-1.3835802,-0.6973011650000001,-0.181994435,0.432911165,1.5284843
2600,0.05329007795999999,0.3705550549299774,-0.7774472,-0.199763755,0.0804734,0.378496345,0.81116915,0.01785721067999999,0.721896716444523,-1.7705059,-0.30283242,0.123665452,0.6016416099999999,1.3680582,-0.13350342574000001,0.678063715462397,-1.6279106,-0.56663515,-0.14108372000000002,0.397057175,1.2724376
2650,0.060215201079999996,0.295242440598942,-0.4529458,-0.148659825,0.0339044775,0.28871997,0.6576229,-0.13055959713999998,0.7403471149281557,-1.6201711,-0.552129925,-0.13968312500000002,0.19253609,1.7200761,0.027453137976000016,0.5724914342658648,-1.1449566,-0.41406082499999997,0.12795544,0.505509135,1.1191721
2700,-0.021889372020000006,0.673998369506709,-1.6843227,-0.42795302,-0.010578438499999999,0.3671941775,1.8660114,-0.017147662380000005,0.553421732635213,-1.2101226,-0.3861638825,-0.075329183,0.3748152825,1.548697,-0.09962039964000001,0.7157560486507132,-2.0340524,-0.274456735,-0.049238681,0.30286395250000003,1.5319357
2750,0.02089975715183999,0.4663407953593404,-0.7229216,-0.34418003,-0.023067235954,0.2995152475,1.127391,0.12140039414,0.4757162203760411,-1.3827786,-0.087529181,0.122234345,0.37949621499999997,1.0776191,-0.097127950954,0.41396089408231057,-1.1373343,-0.38446950750000003,-0.09363079,0.1655353275,0.70627403
2800,0.0172909614034,0.34652500758080773,-0.6991676,-0.23390743,0.002357006085,0.241275755,1.0119237,-0.0434324834,0.5455628185873866,-1.1986604,-0.4812818675,-0.0012646914999999998,0.351291715,1.0548744,-0.034630494119999994,0.4856280643470063,-0.7928543,-0.385539525,-0.064454556,0.233146785,1.5944705
2850,0.04861662842799999,0.3828196088637294,-0.6822915,-0.2660780725,0.031497837,0.3081732975,0.88347244,-0.025398764039999987,0.8024534633271061,-2.240099,-0.421791615,0.051736058,0.38878584,1.8284049,-0.0888154525,0.5768154022830705,-1.302599,-0.48974633,-0.13232207499999998,0.30729508,0.9714861
2900,-0.031705898700000006,0.329978019231503,-0.7133274,-0.28554922250000003,0.0368618965,0.19674742,0.7178333,-0.0779381577,0.591281675931519,-1.979475,-0.48774577500000005,-0.036818266,0.34220457000000004,0.98357296,0.06754149524,0.45324436064963647,-1.234734,-0.2090164475,0.14171338,0.3932260275,0.69171333
2950,0.01020134776,0.39592956669355356,-0.5288768,-0.28741562,-0.082222345,0.1941203475,1.0562682,0.0005158623800000061,0.49869252434209876,-1.0722656,-0.3195191625,-0.075963258,0.3190606875,1.142138,-0.044413118680580004,0.4108961006545779,-0.9473648,-0.286765215,-0.0540690425,0.1206496925,1.2542176
3000,0.02536435599999998,0.48030416717303115,-1.2829101,-0.12009877000000001,0.09616374999999999,0.23960924249999999,0.9173734,0.05411393442,0.4416511331403006,-0.8179048,-0.21862453250000002,0.0415861605,0.24849506999999998,1.1724172,-0.08825053242400001,0.5052040785658597,-1.3978038,-0.1813042125,0.017081499,0.139825345,0.8500662
3050,0.038406954130000004,0.4484720424814368,-1.3210497,-0.1824375975,0.02768933775,0.3635947125,0.96774983,0.08070271459999999,0.422143527330571,-0.67886907,-0.24689015500000003,0.06719613,0.34102147,1.0015285,0.060049422554,0.3808869902149632,-0.8419008,-0.2355456325,0.126377105,0.3725635975,0.7831011
3100,0.058678041939999995,0.6040110132479347,-1.0133553,-0.369070885,-0.008378207499999998,0.454097335,1.2505935,-0.06703444436,0.5218960564169699,-1.1043218,-0.35933838749999997,-0.1029640825,0.15745655,1.5232036,-0.021216563860000006,0.4542134324539971,-1.1172342,-0.2887127325,0.033301830500000004,0.278499605,1.2738857
3150,-0.007202898240000002,0.5153706751313505,-1.1263887,-0.36350332500000004,-0.0463054475,0.40078225749999996,1.1352295,0.03485548562,0.5644041335905627,-1.7254856,-0.2544686475,0.09240248749999999,0.31561613,1.2989701,-0.05907705235999999,0.4477001641097304,-1.5813112,-0.29374123,-0.042601109,0.255456445,0.8422594
3200,-0.0025295584599999976,0.35807926421370145,-0.8554151,-0.16487533,-0.0246939065,0.12590157999999999,1.2502179,0.03684292941999998,0.5450347929013858,-1.681531,-0.182433755,0.0327557475,0.2104498025,2.2829716,-0.00892501728000001,0.39305682621015625,-0.793128,-0.334837905,-0.031624794,0.289232495,0.9147501
3250,0.0769211261,0.504336599964941,-0.9847071,-0.281046035,0.10271692499999999,0.3331670775,1.7892625,0.037280899212,0.8960856963518198,-2.1843798,-0.35729921000000003,0.133832455,0.72370215,2.046048,0.01372304706000001,0.5426343067244628,-0.9166508,-0.4345309725,-0.062829018,0.4536693125,1.104043
3300,0.1253171412,0.8404432477891889,-2.4286332,-0.1210587025,0.20692264999999999,0.546308995,1.7428691,0.025186700340000007,0.8603703817588663,-1.6430697,-0.38456077,-0.156997205,0.550602575,2.071511,-0.03482233903999999,0.6753329363960527,-1.1628237,-0.5505905249999999,-0.160151005,0.38490629,1.6176386
3350,-0.033824370874,0.47582105352425824,-1.0738145,-0.25040650249999996,0.0224245785,0.25927090750000004,0.8084693,0.042615137679999984,0.6170803179475309,-1.3306865,-0.3056114075,0.123440265,0.394413965,1.3682493,-0.13644387219999998,0.476376589106898,-1.3528166,-0.356053355,-0.042098046,0.12087297500000001,0.97816944
3400,0.057372528032,0.33534502995107873,-0.5479983,-0.291395325,0.12049048799999999,0.30822867249999997,0.85395956,0.060092987910000006,0.6025533619660932,-1.5175157,-0.2403546825,0.063678384,0.369760445,1.720761,-0.025103417035999987,0.3390927722759088,-0.66572857,-0.207652565,-0.02441310925,0.152673485,1.0567827
3450,-0.0038620550000000096,0.47101343528032175,-0.7808928,-0.38757147999999997,0.05018067500000001,0.33458042,0.91965973,-0.18518099353999998,0.670313092654358,-1.5225899,-0.522086525,-0.26798068500000005,-0.01844304825,2.4433832,-0.11795337462000001,0.7266757641874674,-1.553194,-0.66875362,-0.180734635,0.333213575,1.2699332
3500,0.08646141584,0.4415577785390063,-0.7490741,-0.14756316,-0.025798797499999998,0.42088707999999997,1.1134045,0.13814579057999998,0.5487012843366473,-0.99254704,-0.2634386425,0.17178428,0.47420584499999996,1.3667016,-0.03133608111999999,0.45170565207659896,-1.0873027,-0.32662797,-0.092102052,0.25709176499999997,1.217422
3550,0.06494761752,0.5760743670394963,-0.87550557,-0.38293096,-0.047294407499999996,0.39966917999999996,1.5737185,0.04527073274,0.6157629258505991,-1.3048906,-0.44934782500000003,0.02746892,0.339060785,1.4637185,-0.06195990494000001,0.9020633491508206,-1.7601924,-0.8345019775,0.0672492965,0.51414775,1.6051674
3600,0.07895035406939999,0.33907343255406597,-0.5729781,-0.11763431625000001,0.023284137,0.28969985,0.8337594,-0.039548234120000005,0.3970364754344146,-0.82306457,-0.358724015,-0.043538387,0.20811577,0.8319119,0.014279193300000008,0.6555635764952743,-1.3455381,-0.3659956475,-0.16348028,0.3492004825,1.7063046
3650,-0.08247411814800001,0.4299024908850595,-1.6955122,-0.16927138,0.0135076045,0.154612775,0.6207149,0.09675691946000002,0.44310212005543614,-1.0970097,-0.1407539875,0.075746535,0.340443255,1.0745556,0.024786843319999995,0.4403768231446982,-0.8638501,-0.30068201,0.073871255,0.3253461725,0.9465573
3700,-0.0032539595999999983,0.28545588411096867,-1.2594914,-0.12980520750000002,0.023608445500000002,0.11575639,0.8424027,-0.028608322481999994,0.29941185318360153,-1.2982259,-0.098063705,0.0064859391,0.14316678,0.5599737,0.04507245481999999,0.16318096770092805,-0.527123,-0.034675599,0.065690638,0.1416307675,0.442451
3750,0.04978406936799999,0.6800263026195307,-1.7883347,-0.45251286,0.102254392,0.51269776,1.2683406,0.040749073652,0.384179975152526,-0.6673293,-0.19286310750000002,0.029907465,0.30787539249999996,1.0698471,0.01629507014,0.5291335944042234,-1.5828686,-0.231336115,0.0434374815,0.28723764500000004,1.2231174
3800,0.04299236136000001,0.6640482871391769,-1.3177371,-0.41718779,0.0282868145,0.446976835,1.7643485,-0.0006277569799999963,0.5584225896108143,-0.92575,-0.3054677275,-0.12225866299999999,0.2135006775,1.5329676,-0.054532842833999985,0.8271890574164936,-1.7987366,-0.56143855,0.048068524,0.29665994749999997,2.0710669
3850,0.14548265772000005,0.8500522398794338,-1.3667039,-0.551541105,0.054028571,0.744877175,1.9101908,0.024085862015999986,0.737572075110445,-1.7014754,-0.4761586225,-0.023341655100000004,0.4612810925,2.5666656,-0.01993000316,1.5788283361214732,-2.8609009,-1.147020125,0.0713839545,0.9039972,4.388281
3900,0.048256300956,0.7631528077140431,-1.4585788,-0.538270875,-0.004168450600000001,0.47849652,1.701002,-0.020583219299999997,0.45909987196568475,-0.99350905,-0.2638581075,0.038378955000000006,0.2091859875,1.1837575,-0.10732914116,0.9667905721150366,-2.1475496,-0.6725490000000001,-0.28968,0.50440883,2.5515203
3950,0.14664782131999998,0.5871952336312105,-0.8657296,-0.32666902000000003,0.0806830075,0.6281288125,1.5058786,0.14604560401,0.8298952652544012,-1.704957,-0.4026126075,0.1776045,0.61320959,2.4022036,0.045966765659999985,1.048334316037222,-2.1730223,-0.5639531600000001,-0.103830337,0.514527075,2.5741148
4000,-0.0005541803400000012,0.25931362246566125,-0.8059529,-0.0949018455,-0.018736005,0.1943608925,0.4470502,0.013568163120000015,0.6209882479517149,-1.0844836,-0.361245755,-0.09794235,0.43698602000000003,1.5236797,-0.0626015736468,0.5363601522457911,-1.7424321,-0.2458463925,-0.0490198135,0.17575216500000002,1.1664009
4050,0.06302868786,0.30475979920474716,-0.5344583,-0.20180568000000002,0.0884853005,0.26600878250000004,0.68990135,-0.0014589810599999963,0.615041013785619,-1.3130836,-0.3755071125,-0.01551342,0.327495935,1.6688695,0.05689470262,0.45363197336709904,-0.9558072,-0.244629265,-0.0462844375,0.34278238,1.0706182
4100,0.0959546332,0.7253862856365325,-2.1253543,-0.09765059000000001,0.20595902,0.4202927325,1.6802416,0.023787466539999996,0.5434132123334432,-1.0159919,-0.36168706500000003,-0.076372087,0.41631651,1.499912,-0.040519847366,0.8334109745015482,-2.725854,-0.458284375,0.096396445,0.46111703000000004,1.7864542
4150,0.05042666585399999,0.6177430838357109,-1.6340446,-0.33443753750000005,0.140823665,0.46469769000000005,1.1566646,0.027611892040000002,0.4974409962796941,-1.6165197,-0.1773160675,0.053685069,0.3430972675,0.8623748,-0.034467542219999994,0.5892502631115846,-1.1840496,-0.46016620750000004,0.043375014999999996,0.192202325,1.0441694
