,x_mean,x_std,x_min,x_25%,x_50%,x_75%,x_max,y_mean,y_std,y_min,y_25%,y_50%,y_75%,y_max,z_mean,z_std,z_min,z_25%,z_50%,z_75%,z_max
10950,-0.06276921687200003,1.4586904276709831,-5.0387545,-0.2919770475,0.232302185,0.82393518,2.4312804,0.00848943750000002,0.93328568900581,-1.4584863,-0.5506174425,-0.234758315,0.554094385,2.7919586,-0.06197030033999999,0.5308145067861971,-1.4981403,-0.318080185,-0.029996872,0.2511565725,0.8919668
11000,0.14706897616,1.0076692495535584,-2.6861367,-0.39587417,0.17054993000000002,0.889741655,2.4883964,0.022577348719999987,0.9464898165261983,-2.1834803,-0.76322155,0.023977995000000002,0.592114995,3.0854719,-0.10224462557999998,0.4845483997220121,-1.157711,-0.4765753725,-0.1119861605,0.2395584575,0.8541546
11050,0.029337652159999998,1.0001336627364381,-2.4660518,-0.7155769249999999,0.014099240499999999,0.5857859875,2.4939928,0.13768759346,0.9855605881324566,-1.8405778,-0.50728279,0.05415315899999999,0.6538074300000001,2.8234673,0.00987986853999999,0.6132920916968004,-1.455792,-0.430419205,0.0346064575,0.3437480925,1.1379366
11100,0.10472603956,1.0140228537415634,-2.4925315,-0.519848495,0.17998898,0.7423545699999999,2.4294586,-0.001962602872000007,1.1697396276196046,-2.2430313,-0.7036024325,-0.074236155,0.606068335,3.5838213,-0.045788386259999994,0.7070549015488381,-1.7123208,-0.4606873975,-0.023705959,0.411228895,1.3550291
11150,0.08843983415999997,1.127546584090412,-2.3139503,-0.59840147,-0.0033863784999999987,0.581020535,2.9627717,0.093866591128,0.7411214414623617,-1.5455693,-0.35193937750000004,-0.0087959768,0.4404362475,1.8787215,-0.02496287552,0.5508415733471157,-1.1909132,-0.285880085,-0.0070271495,0.304820775,1.2538967
11200,0.18116223871999995,1.4878274078703575,-2.5881186,-0.751467015,-0.068577527,1.27227065,3.5741692,-0.04547161374,1.3483406049241,-2.7617207,-0.9469747425,-0.025945842,1.147902425,2.2373576,-0.28633199613800003,0.8608858023895798,-2.0903096,-0.7685060525,-0.14576292000000002,0.38961649499999995,1.6597977
11250,-0.10627508004,0.7862904984428962,-2.5166144,-0.47027909749999997,-0.0257045035,0.27371317250000005,2.130632,-0.07403130740000004,1.0042220541881532,-2.245467,-0.5680772000000001,-0.13740873,0.441449995,3.2773888,-0.07938254455999999,0.9705883426402393,-2.8073425,-0.5960312,-0.055415394,0.4140963525,2.0297823
11300,0.04829554972,0.8776509745956802,-2.195329,-0.4659338075,-0.111417055,0.5047418475,1.8927956,0.04027406339999999,0.9704912913439356,-1.7609525,-0.59499505,-0.19247269500000003,0.461901185,2.520481,-0.2937892227,1.0443476810904533,-3.2462087,-0.7660803775,-0.072980165,0.27144277,1.9261184
11350,0.29405138521999996,0.6855793235018961,-1.1041481,-0.07605232299999999,0.26994181,0.5303064749999999,2.5624795,0.15187291825,0.7775726435402254,-1.4314413,-0.31741333,0.0594568255,0.4229559875,2.5675204,0.007849164160000002,1.1306913422271576,-2.6443317,-0.39970743750000004,0.11844244500000001,0.4904159275,3.4441957
11400,-0.02177825811,1.2713519656853252,-3.1901698,-0.755964025,-0.10592940249999999,0.9455910375000001,2.7871902,-0.08279649792999999,1.0089704243737692,-2.5465107,-0.73701655,-0.03683480625,0.5695738125,2.1922927,-0.23084990431999997,0.9600692743967919,-3.8744755,-0.52757815,-0.1713779,0.37102799999999997,1.770443
11450,-0.06991363988,0.4633087880580874,-1.2397586,-0.37286398,-0.070121868,0.2489318975,0.88464713,-0.1656144948546,0.62473877135418,-1.4613028,-0.48636579750000003,-0.171677115,0.088590622,2.1421914,-0.014902790810000028,0.7072287779820892,-2.0356946,-0.2315053325,0.07223434000000001,0.4962664925,1.2456098
11500,0.16037696414000002,0.913173189291297,-2.0745807,-0.3679340475,0.253967405,0.9553476,1.478013,0.10504982818,1.1874077920493702,-2.1774123,-0.924839875,0.165537535,0.988956365,2.2684457,-0.176484318266,0.7759090419414622,-1.828115,-0.6884396125,-0.035945415499999994,0.48509145,1.3214493
11550,0.26854517958,0.6878779743208854,-1.404125,-0.0888810135,0.22673762,0.45806193,1.9149859,-0.05346606758000001,0.7499606436163141,-1.7228051,-0.501145645,-0.065053105,0.2050795375,1.8892863,-0.06422100006999999,1.0351798945839867,-2.3527427,-0.309379585,0.01968765275,0.3492665325,2.2294655
11600,-0.18931556204499997,0.5289758578841891,-1.8888509,-0.310144925,-0.069233924,0.098710014,0.53044415,0.055051430868000004,0.6842511295796376,-1.8854322,-0.2438338975,0.012750387200000001,0.2403588275,1.6541996,0.11558506276000002,0.6186292511041481,-1.8861394,-0.08780073875,0.13445878,0.393328785,1.8592939
11650,0.0432575970392,0.14173911066869543,-0.38097975,-0.0239240005,0.044230215,0.1169445075,0.530257,0.036413841628,0.16498533513569832,-0.48108864,-0.041921854,0.0518746375,0.13495564499999999,0.4040146,0.026764140433999998,0.13604872015621514,-0.38373542,-0.06145203,0.017734647,0.1023193615,0.36803532
11700,0.03009984535919999,0.20073405548540776,-0.719355,-0.070647002,0.024915904000000003,0.1215800645,0.5938212,0.018765849890000005,0.20399950141541304,-0.822114,-0.0461986065,0.032936096,0.1493878375,0.4262619,0.029503269836,0.17573770012551548,-0.41259992,-0.10985353625,0.0424232475,0.15758147749999998,0.48477626
11750,0.028217220638,0.0933455025242456,-0.14299399,-0.033816516500000005,0.029382825,0.0838849075,0.34944177,0.023533668076799998,0.09685431909935462,-0.26107502,-0.0160307881,0.030096531,0.086450815,0.25491905,0.008515608232000002,0.12097193009172884,-0.26125157,-0.0757758765,-0.0098806622,0.1010037985,0.26457608
11800,0.012667662843999998,0.20973678600040574,-0.56442827,-0.097624985,-0.007995843899999999,0.14316132250000002,0.45262438,0.0127172660916,0.1905482684397522,-0.5792341,-0.0787777905,0.011891365000000001,0.1048097625,0.4546957,0.009499005600000002,0.28108194489489613,-0.68222183,-0.190753835,-0.0560358125,0.2360857425,0.6375826
11850,0.018640167551199998,0.08387897161284076,-0.15779054,-0.017483890250000002,0.0204304455,0.07901870999999999,0.17162502,0.03323118282,0.10014218515631462,-0.16348171,-0.0361630915,0.0276842115,0.10245537875,0.3376608,0.005518389328000002,0.17035769360581246,-0.28625792,-0.11707875,-0.014099281500000001,0.12442165,0.43324023
11900,0.018251312056,0.08267635571994493,-0.20409453,-0.03307157775,0.025507092500000002,0.07849398199999999,0.19655001,0.015854244296520006,0.10800856583750756,-0.27610397,-0.027856587999999998,0.024740219,0.07695627199999999,0.2241373,0.003124358155799999,0.12759647789563902,-0.21746582,-0.07537864350000001,-0.021276966,0.066954285,0.3328481
11950,0.011213612508000004,0.09335714984366082,-0.26050448,-0.04357549625,0.018475890000000002,0.0515802505,0.25014448,0.039864768510799994,0.10852304625885377,-0.24364758,-0.002136945715,0.040388108,0.0823163995,0.364439,0.005122005264999998,0.1053308660380915,-0.21817648,-0.047373026250000005,0.0009187161750000001,0.0528265985,0.24880743
12000,-0.28633337679116,0.5947662025965292,-2.077726,-0.474557275,-0.061495900000000006,0.01605314,1.3377023,-0.015177547039999994,0.27140426533331385,-0.5774212,-0.14055657249999998,-0.0091023445,0.05525875,0.8587818,-0.15484037629000003,0.5390627774689828,-1.6795615,-0.151449785,-0.0066079795,0.050508767249999996,0.7341101
12050,0.29410666034,0.4127457640843926,-0.5596769,-0.01374876475,0.20483729,0.47102368,1.2595849,0.054631997934000004,0.4287568593327972,-1.1809237,-0.21766499,0.0871716725,0.319410325,0.9460005,0.00786957668600001,0.351440686663678,-0.6186371,-0.232538345,0.050147533499999994,0.262151955,0.8567562
12100,0.06109556870680002,0.16506758216756795,-0.29375532,-0.038019143,0.046159219,0.13373358500000002,0.58920264,-0.06667140502,0.675303689155236,-1.7276411,-0.3962708725,-0.06747484249999999,0.23029821749999999,1.2619791,0.010596361163999993,0.5038673070676657,-1.0351858,-0.2117956275,-0.0210995675,0.22651625,1.5135031
12150,0.10827520026599999,0.2506509698208424,-0.80087686,-0.026526748849999997,0.073170035,0.19796457,0.79857564,-0.02573999596000001,0.44502689601806583,-1.0814056,-0.28194970500000005,-0.0752404315,0.1659900975,1.1002153,-0.024778987540000005,0.4779222264301683,-1.1229029,-0.294082885,-0.041381835,0.284520385,0.85898495
12200,-0.04293747141999999,0.2531255270609859,-0.7473452,-0.1894779525,-0.0446493025,0.1505245975,0.49836433,0.055622544318000004,0.7764148253202608,-1.893611,-0.21534585750000002,0.0089454652,0.26524186250000004,2.729836,-0.011104620985399995,0.6290281837876334,-2.086887,-0.31288338,-0.002479493635,0.1970099475,2.0492175
12250,0.007595291647999999,0.16413321354551963,-0.25053465,-0.0874285975,-0.0197867155,0.11112993925,0.3848734,-0.0017766760479999944,0.23588914672353342,-0.43130016,-0.1660239725,0.009876250999999999,0.094242096,0.6883974,-0.0014874097599999968,0.20737271814048255,-0.39353323,-0.12157756,-0.044153035,0.10328987275,0.59024477
12300,-0.006443280865800003,0.13689291837450301,-0.29663932,-0.100652931,0.003875494005,0.0702643375,0.2672403,-0.012217330786000003,0.13341943295577144,-0.36576176,-0.0722384475,0.00921487785,0.0747492325,0.25911045,-0.030685105380000008,0.15977299997664868,-0.5089009,-0.1357790825,-0.036793947,0.084046485,0.26096416
12350,-0.0038886513600000015,0.2124986238476048,-0.5845878,-0.113945633,-0.0331626535,0.146765385,0.4699961,0.007877177836000001,0.21395058964086014,-0.49333668,-0.1413404975,0.0174913405,0.1311688425,0.57209396,0.017513555774,0.2345584058325363,-0.44547224,-0.14605033,0.0237779615,0.1976277825,0.59026
12400,-0.012651889478,0.10060574503205807,-0.22264397,-0.07260253750000001,-0.018558263499999998,0.060478329750000004,0.20595407,-0.005330047400000001,0.18469162124764293,-0.34576797,-0.14924121,-0.039550781,0.1137907475,0.41758823,0.0012859778379999993,0.16331586264179046,-0.30685425,-0.08758426,-0.0171710255,0.05336821,0.5157528
12450,0.041496224119999994,0.36338125101612934,-0.5205028,-0.2200421725,-0.028096437,0.272859215,1.0711558,-0.10058602030000002,0.6542925665355316,-1.6808004,-0.5388722325,-0.060441494,0.29492998,2.1295843,-0.042983080279999995,0.7167041245613375,-1.6064045,-0.3672749375,0.0154333115,0.41677737,1.7165308
12500,0.035297318439999996,1.0462703028331202,-2.886474,-0.26935492,0.101953985,0.32897699,3.7184625,-0.011146915289999995,0.6412186217576618,-1.5477896,-0.32872020999999996,-0.0641021715,0.34308362,1.7528787,-0.057428255632000005,0.39151989057208736,-1.209331,-0.2972847275,-0.0460994245,0.1896528,0.75974464
12550,0.12184271752600001,0.2936717526884435,-0.32952768,-0.061507522999999995,0.059641092500000006,0.24603355,1.0150394,0.026075387819999997,0.6326834225105203,-1.3254919,-0.415906005,0.06717205,0.494126145,1.0199558,-0.07463762555,1.1146984119250882,-2.1332955,-0.689974675,-0.11768651,0.30615163,3.675374
12600,0.07307296795,0.29694632208445,-0.67559725,-0.08007434375,0.07061250999999999,0.1887879125,0.87131983,-0.03129545209000001,0.7614856830667767,-2.584312,-0.306190845,0.01836323725,0.37102562,1.4695783,0.025567778744,0.9467934962913446,-1.6597261,-0.43001962,-0.0400872225,0.37635494,2.7218885
12650,0.044252026645,0.13575591912165888,-0.28703856,-0.01654940875,0.041474163499999994,0.101516485,0.44769335,-0.029850497760000004,0.7247471531409411,-1.635468,-0.46226840999999996,0.059315204499999996,0.4400953025,1.6494297,-0.06640518258000003,0.6478894486006169,-1.7038665,-0.4037244325,-0.11667013300000001,0.2244770525,1.9406557
12700,0.04928600976,0.4396823291026619,-0.8703997,-0.2544841825,0.055257677000000005,0.321233565,1.42155,-0.042152644880000006,0.5042560106366449,-0.9914422,-0.46158754999999996,0.019282577999999995,0.251296515,1.1958511,0.159196025578,0.6251853027107648,-0.91124725,-0.23690319249999997,0.13815355499999998,0.570721035,1.3667569
12750,-0.004250243480000002,0.16546586972025262,-0.49543488,-0.1028984475,0.0188959835,0.08660644,0.35336077,-0.0420610618,0.15679425947680306,-0.63642216,-0.11808633874999999,-0.033732414,0.056468487,0.26712322,-0.0700232048248,0.17611515789749474,-0.6504362,-0.144315005,-0.0319171695,0.054762073499999994,0.15246165
12800,0.01516869635,0.3222132637682072,-0.6224921,-0.27470234499999996,0.0548020985,0.2707239125,0.6887835,0.09378829987399998,0.42217408509329307,-0.94948864,-0.1688454125,0.0567998875,0.30194950000000004,1.1865883,0.10673834895999997,0.4842841847619887,-0.90383196,-0.17062371999999998,0.0538438265,0.2355869625,1.7678237
12850,0.0334393382346,0.3916360221459008,-0.8974545,-0.1724842825,-0.004431605135,0.2511990625,1.3639746,-0.08280223408479999,0.455890053262038,-0.9547601,-0.3795201775,-0.07212305199999999,0.16243541250000001,1.2579813,-0.11389391234200001,0.40740167596677795,-1.21069,-0.3168779625,-0.028384447,0.18230188,0.5175829
12900,-0.020984735920000004,0.7234642329270073,-1.663034,-0.5398185999999999,-0.1116938,0.198293895,1.9138336,-0.024755268533999997,0.7375996524405228,-2.189622,-0.3602532175,0.083467723,0.3786649675,1.5707402,-0.06938034369,0.5998384204615897,-1.5314503,-0.3819327125,-0.008025646,0.3388853625,1.4040985
12950,0.03346925453399999,0.7351303520224295,-1.740117,-0.3128026475,0.00792860985,0.344709125,1.9266795,0.006014984029999995,1.092662730203186,-2.3786435,-0.334061625,-0.0007936952500000004,0.3850526775,3.8638718,0.01430524201399999,0.4986305749192237,-1.2573051,-0.2724769125,0.017941951850000002,0.38801837499999997,0.87179756
13000,0.006005241879999995,0.6170308491387156,-1.8451986,-0.2091176475,0.0161343225,0.39803910249999996,1.1833348,-0.018433534040000005,0.618891829108092,-1.2431912,-0.3837792775,-0.06471014,0.3512464775,1.8228879,-0.18008483260600003,0.6674752148881056,-2.4090881,-0.4878050075,-0.190293665,0.166628595,1.3675394
13050,0.042330829300000004,0.4980727791886787,-0.93442917,-0.26409828750000003,-0.054551482,0.431030395,1.3261418,0.02792280734,0.7431164833419992,-1.3486977,-0.524466975,0.10576295699999999,0.544439925,2.2731423,0.09224933131999999,0.6969202427474955,-1.4681153,-0.3500082525,-0.012482643500000001,0.59025157,1.6882257
13100,-0.07966233952000001,0.6349066791178682,-1.5172777,-0.5410636875,-0.112548232,0.389520175,0.92316437,0.008400035380000006,0.752939359762562,-1.2410152,-0.4518259725,-0.0500795,0.297482545,2.1590526,-0.10696908817999999,0.48773881726034124,-1.2040482,-0.4590990575,-0.18887615,0.15690994249999998,1.035697
13150,0.09778231620000001,1.020798110686503,-2.513863,-0.51416173,-0.030339717500000002,0.6726806775,2.362928,0.028865374500000013,1.3238812150538355,-2.949291,-0.5210623750000001,-0.0022323129999999997,0.2865596675,6.5539246,-0.05488832204000001,0.7397445228564823,-1.6733408,-0.36898494,-0.070509911,0.473695755,1.6002789
13200,0.0688058393,0.6615492678092185,-1.4239312,-0.400704455,0.15177363500000002,0.552713395,1.7133564,0.012208350460000008,0.6012292071904913,-1.3265724,-0.337473945,-0.0135432075,0.35377213750000003,1.9231219,0.063960359334,0.5781462690352261,-0.88584423,-0.36487055,-0.027398109499999997,0.3783206925,1.4471378
13250,0.040656133314,0.18800827636696033,-0.26421112,-0.098167165,0.01296395085,0.15501612,0.47999257,0.0974713242,0.6272460919047109,-1.2944031,-0.1549088525,0.111014605,0.34184451250000003,2.6795602,-0.06491295606000001,0.6785562622489714,-1.3993254,-0.562296975,-0.179178715,0.36752939250000005,2.2565212
13300,0.046170587764,0.6792866794122957,-1.2123482,-0.473258995,-0.006178248900000001,0.4289093325,1.7400407,-0.10318668249000001,0.8971795672052427,-2.17478,-0.56433296,-0.059767007500000004,0.3341498375,2.7477536,0.034688514120000014,0.7249975681857558,-1.9672403,-0.43194176,0.0357948535,0.6419489375,1.3052926
13350,0.036707974522,0.12145484939125005,-0.26053587,-0.0148236755,0.0388813015,0.0942769275,0.27349794,0.00048130049999999756,0.21469498451314192,-0.69147587,-0.10186195125,0.025555134,0.16223299749999998,0.48850107,0.012803782856,0.18271067600062135,-0.5040641,-0.068339466,0.005498170649999998,0.1350679375,0.36969376
13400,0.046920417794,0.23471434454377887,-0.58505344,-0.0905809875,0.0633023005,0.1719953875,0.7419995,0.07026725676000001,0.32566151329034326,-0.7628803,-0.05913233875,0.056938648,0.339054105,0.5584049,-0.006400579401999993,0.31392366342130007,-0.69897366,-0.16940126,0.06508303,0.18019486,0.549709
13450,0.002177670819999997,0.17605024688220802,-0.4527955,-0.0953047725,0.0380835905,0.11594662250000001,0.37540138,0.01688827534,0.15377200924028486,-0.45276356,-0.06781888,0.014871120500000001,0.08692741374999999,0.48743534,0.041314583142,0.16092452527951887,-0.42434883,-0.0448394405,0.0358995795,0.14954637999999998,0.38316393
13500,0.02042273157799999,0.13241867156855866,-0.4423772,-0.04169359375,0.03171556,0.08832205874999999,0.5038646,0.02608875258,0.20400411879758393,-0.66931725,-0.0156352515,0.032452583,0.08527803375,0.53586483,0.041901462977999994,0.21071886612943228,-0.8714533,0.0012488364999999999,0.043854237500000004,0.09044325125,0.6149945
13550,-0.17624476643999998,1.256639795479183,-2.6005113,-0.857745325,-0.170680345,0.4019315975,4.0216446,-0.24949878299999997,1.4271130146889275,-4.936365,-0.6628850725,0.125792025,0.56213975,1.8253889,-0.05283250914,1.2559142523385207,-3.6925888,-0.6284257099999999,0.174074885,0.83353115,1.8242445
13600,-0.3801013145,1.3400017821898793,-3.799515,-0.8187566949999999,-0.5276873,0.20243107999999999,4.0332513,-0.10064367901999997,1.0140535758249738,-4.501111,-0.46619413249999997,0.14993286,0.443194985,1.9576695,-0.0754836942,1.2109390606657984,-4.23256,-0.4649477275,-0.23132372,0.444526125,3.3145742
13650,0.88670106134,2.0013277541333743,-4.954995,-0.377074005,0.9617457500000001,2.436950475,3.85847,0.13951643456799995,1.1245479490877948,-2.5542312,-0.522504985,-0.09859514250000001,0.5750135749999999,4.901924,0.39930795433200006,1.479066946408136,-3.9375591,-0.24647527500000002,0.31780004500000003,1.3338729,3.6022918
13700,-0.6341468950000001,0.9975114501951933,-2.2039633,-1.3435028500000001,-0.726115705,0.06426275,2.199483,0.087959337014,1.039559417640689,-2.2922301,-0.4693799025,0.1347534675,0.8222104299999999,1.9147124,0.22045918626,0.9693435976797282,-2.0243676,-0.20094385250000002,0.18678194,0.742014825,2.5781832
13750,0.22019605626,1.0742266061294696,-2.1044676,-0.6400480125,0.47413951,0.88206785,2.3494864,-0.05745481560200002,1.686243993253911,-4.205407,-1.146413565,0.32121992,1.2279627,2.6878343,0.11645731138,0.9224839870503995,-2.4573674,-0.28551584,0.0581147375,0.6881348350000001,2.1025434
13800,-0.11341859584999998,1.551233458172965,-5.3774915,-0.3483351975,0.21832237,0.6867721250000001,2.5216424,-0.34691144326,1.278384736111279,-4.9667807,-0.64264297,-0.22700024000000002,0.2231512125,2.5571003,0.05159568491999999,0.9199291941694101,-1.4320164,-0.5867288875000001,0.07422253449999999,0.484708445,2.9184077
13850,0.05706280066000002,1.54088830011468,-2.7936788,-0.9639198225000001,-0.18654954499999998,0.9644377249999999,4.9903107,0.03150371140000005,1.6279270449353185,-3.0880165,-1.01559951,0.25689410999999995,0.873619205,6.474845,-0.1035249004,1.6428856809971355,-5.4408383,-0.65562078,-0.23046005,1.0182152100000001,2.4542994
13900,0.047713269839999996,0.963626784709699,-2.4191132,-0.6846335,0.2911495,0.8327356375,1.6191049,0.06787023688000002,1.2048733103222158,-1.992003,-0.8483221375000001,0.198331355,0.7105550625,2.49992,-0.45906911397200006,0.8111821239758228,-2.1594913,-0.91789715,-0.50994277,0.0294502971,1.6276064
13950,0.30497596928,1.4506907004888419,-2.5317342,-0.5401703,0.1538721325,1.09076365,4.3657303,-0.19019138676,1.1545209836278088,-3.5147305,-0.6998824100000001,0.027036666,0.45571625250000003,1.9632788,-0.14842783162,1.0857044452406288,-2.41437,-0.677626825,-0.06197309350000001,0.560650825,1.8383832
14000,0.09129878348,1.529723505315102,-4.667225,-0.8004801100000001,0.390511695,1.1031505375,2.5665474,-0.04277901614,0.7537015269318741,-1.344121,-0.492722275,-0.24910831500000002,0.439570555,1.8396721,-0.01934248682999999,0.7977285989472725,-2.9407406,-0.40169919249999997,0.042994022,0.5848060749999999,1.438654
14050,0.16753000392,0.6794121513536029,-1.1597636,-0.26861744,0.084479408,0.55034284,1.8447082,-0.03463493176,0.7819997361863691,-2.6824884,-0.32906353,0.09806371,0.4728394675,1.2892184,-0.032091727248,0.534194447269536,-1.4479995,-0.31755590499999997,-0.033452034000000005,0.2400443575,1.507977
14100,0.016002058559999987,0.5963688163967101,-1.9752258,-0.32240130749999996,0.0409175175,0.45434921500000003,1.1518023,-0.027887271099999996,0.7024141894920378,-1.1399884,-0.5917080025,-0.0429234505,0.34800040499999996,1.9434175,-0.0631734006218,0.5644999482440519,-1.6519418,-0.30141855,0.014307260705,0.289838075,1.0764923
14150,0.058635060406,1.0106704832427609,-2.98728,-0.42837935499999996,0.20731198499999998,0.6697773375,2.380281,-0.011756803260000006,1.0037968306017768,-3.3578787,-0.45570206999999996,-0.0348589405,0.7081573175,2.260497,0.029546671200000006,0.5568824087926001,-1.2740521,-0.2901167825,-0.0152010915,0.32836223,1.480701
14200,0.062358543175999995,0.448712242691051,-0.8126073,-0.1691398075,-0.0050790312,0.2863471825,1.3716935,0.0367528254512,0.5844360911561581,-1.5908289,-0.2806591975,0.07295465500000001,0.49208259499999996,1.1497126,-0.009698558778000004,0.30927394046695383,-0.7667397,-0.2732817225,-0.0276494615,0.2100702975,0.8373885
14250,0.08317309273399999,0.599041197360211,-1.3542359,-0.26563758,-0.00034320365000000026,0.47714006,1.6474421,0.016875991948000005,0.5235206599159052,-1.3393564,-0.358225825,0.015323162500000001,0.3357970675,1.411819,-0.039347879466,0.4346327289472234,-1.1746012,-0.28549039249999997,-0.00079953675,0.17748582499999999,0.8454652
14300,0.1143495044,0.8641045487232721,-2.0655057,-0.3213942625,0.14227763,0.432603895,1.9746366,-0.042336703399999995,0.7337504017807465,-1.3480864,-0.562800525,-0.04465723,0.38082540249999997,1.8101687,-0.0571157296,0.55680949233097,-1.7130105,-0.2755858875,-0.040040492999999996,0.301544665,0.92983246
14350,-0.04557364610800001,0.7356117286598969,-1.7345514,-0.50751113,-0.0199786427,0.3822108775,1.5189147,0.04695159592000001,0.6869115695656167,-1.6733594,-0.40825558,0.08152485,0.446164025,1.7857335,-0.13414856106400003,0.6853111738329467,-1.7246246,-0.477647065,-0.13940406,0.21335231999999998,1.6465077
14400,-0.07637637766,0.7442167820188482,-1.8571708,-0.5275596425,-0.07576734,0.4242026,1.3132173,0.02102620002000001,0.5894955680821676,-1.6406994,-0.3662419375,0.059889316,0.42473004999999997,1.1490712,0.05350161320999999,0.3872985920056827,-0.854342,-0.17977041249999998,0.0228800775,0.328252195,1.0369642
14450,0.14929373181999994,0.5480482645779691,-0.7486674,-0.1574572975,0.11568197499999999,0.377770595,1.7658852,0.03788144094800003,0.6172617534922542,-1.3236403,-0.36555361999999997,-0.015933036799999998,0.54729803,1.6082296,-0.15547974324000002,0.5031162388914301,-1.230196,-0.5222489925,-0.1103018225,0.194936275,0.7264862
14500,0.061280695020000005,0.36820686553600385,-0.8366694,-0.183297305,0.037828722,0.289351195,1.0104146,-0.007339698520000006,0.6048749156692157,-1.5968218,-0.3225326625,0.02918005,0.3457698775,1.6181955,0.038208676114,0.4119474184876088,-0.706548,-0.26259660500000004,-0.0324691535,0.2227556325,1.1570214
14550,0.03978470905999999,1.067534863678299,-2.798261,-0.334904365,0.28209793,0.6248037,1.8978629,0.08732091019999999,0.6750670881320769,-1.4472117,-0.36136126,0.12001013799999999,0.508941195,1.703248,-0.16581553600000004,0.6603454341770929,-1.4745955,-0.5183347175,-0.22622936999999999,0.0758684875,1.3065333
14600,0.03488936022,0.7595353343938569,-2.1468823,-0.2935292425,0.163342,0.48589858750000003,1.262382,-0.003586417320000025,0.8507929752520726,-2.0775175,-0.5279567225,0.0415287015,0.54112865,2.0536175,0.01613799156,0.6697766665408349,-1.8737679,-0.33475029749999996,0.046936512,0.476170305,1.2316866
14650,0.02754300091999999,1.0122210423470774,-1.9533436,-0.5814026875,-0.11909645699999999,0.55868675,2.8166215,-0.01152719354800002,0.7860439951618488,-1.926075,-0.484887475,-0.0682938085,0.32932400250000005,2.523963,-0.1679827159964,0.7294611810459676,-2.822581,-0.4873238825,-0.0138189795,0.20295358000000002,0.99668694
14700,-0.012308180666000002,0.7081286713472956,-1.274544,-0.431038945,0.00534885385,0.338384115,2.5466557,-0.009306124599999976,0.6919645548745647,-1.4300966,-0.45028573,-0.033145905,0.419341565,1.7104521,0.03721878072,0.37886096873197384,-1.1278505,-0.12323045499999999,0.055403709999999995,0.1994497825,0.6847849
14750,0.165677984568,0.5376747201969204,-0.94159925,-0.15943111,0.084737943,0.527609755,1.2907344,0.08782403332400003,0.5901633848620322,-1.8569937,-0.24215995999999998,0.086180685,0.4048317625,1.652461,-0.0747317208,0.48042951541334766,-1.1382933,-0.4144849825,-0.084864615,0.2398344275,1.2136021
14800,-0.09188385765999996,1.2420404914825993,-4.0446453,-0.954586575,0.0691973875,0.8564285775,2.0414891,-0.38431775549999997,0.6915433095748518,-2.1258674,-0.658574325,-0.31560946,0.04335793875,1.2205945,-0.12645862275,0.7043912604441974,-2.1874514,-0.38900577999999997,-0.17196369,0.225955005,1.0932461
14850,-0.06267470705999999,0.7996046559796243,-2.0599358,-0.4074116925,-0.07569783999999999,0.337192375,2.0915189,-0.09516426513800001,0.8326136188854235,-2.2357903,-0.585500225,-0.172621725,0.45114941000000003,2.3160825,-0.089397235768,0.6267921281184786,-1.7002461,-0.4929831025,-0.0455546375,0.46398985249999997,1.1731415
14900,0.0007009773999999785,0.8721861549799708,-2.263914,-0.5385830574999999,0.092843325,0.4864594175,1.8785243,0.0010721001120000096,0.768448845220049,-1.8889817,-0.4648521975,-0.0357206447,0.39479002750000003,2.3925052,-0.0482467838,0.6356111656421323,-2.0383978,-0.32223511250000003,-0.10823107,0.29062080749999997,1.7676859
14950,0.016438156244,0.55998829318584,-1.4782441,-0.289538385,0.101424635,0.36362591499999997,1.2328007,-0.01009966919600001,0.4606225149889776,-0.8981527,-0.3483736875,-0.108506502,0.23095071250000002,1.1526572,0.028800887794000002,0.3052472811478474,-0.63989735,-0.1307961925,-0.00455427165,0.16850734,0.9534092
15000,0.02702939035999998,1.0108340872431456,-2.980267,-0.547301095,0.18311906,0.632014445,1.9869273,0.03003024334,0.6495265403374734,-1.951026,-0.25244122750000003,0.087286355,0.342683555,1.291853,-0.01949380787400001,0.5334789082733056,-1.1585016,-0.356262685,0.01869630815,0.2539448725,1.6924353
15050,-0.011240053139999992,0.6306557846412867,-2.019026,-0.43931019,0.0445873145,0.42649036500000004,1.2440225,-0.03400478949999998,0.7052711773765089,-1.7909486,-0.3205705875,0.058171986999999994,0.359097365,1.1645603,-0.04748498037300001,0.6929400279262443,-1.5709324,-0.539011245,-0.006197452325,0.41011977,1.8189869
15100,-0.06748233514000002,0.8022438162972907,-2.177346,-0.599676775,-0.046202405,0.5734264,1.5930383,-0.05256317330000001,0.7444091227627733,-1.4315042,-0.5230958425,-0.0330661545,0.2641991975,2.320302,0.03920824756,0.5968575184034624,-1.3482275,-0.487701175,0.14687585749999998,0.491209985,1.322979
15150,0.0010782546199999854,1.0632581533581673,-2.6158254,-0.72285505,0.174982965,0.576464105,1.9452368,0.018515006200000003,1.0612793258591808,-2.2815723,-0.65267005,-0.09232712,0.7228777375,2.9666562,-0.188244379164,0.6323117593103839,-2.7493498,-0.442588805,-0.118423225,0.17205071500000002,1.1383076
