,x_mean,x_std,x_min,x_25%,x_50%,x_75%,x_max,y_mean,y_std,y_min,y_25%,y_50%,y_75%,y_max,z_mean,z_std,z_min,z_25%,z_50%,z_75%,z_max,answer
0,0.09742218546000002,1.0466554990123025,-3.185872,-0.1480320075,-0.003868103000000001,0.1448457825,4.36256,0.005027798206000006,0.6089295722249481,-2.5882087,-0.2011451125,0.057435155,0.20363608,1.6393013,-0.137930455412,0.59117398299715,-2.8463407,-0.2429671,-0.040426255,0.11782282625,1.1415949,0
50,0.03131318230399999,0.9778899583801628,-2.7736259,-0.1095410975,-0.0422528905,0.0469902195,3.945308,-0.02908363708800001,0.8969060905569921,-3.8115964,-0.249910825,-0.042535842500000004,0.20407549749999998,2.6366026,0.009855022968400002,1.1307146943344282,-3.9842665,-0.080284355,-0.014635086499999998,0.08584285,3.368513,0
100,-0.060600224012000006,0.02488154547723497,-0.12540019,-0.07399222124999999,-0.0615804195,-0.04533424575,0.009119764,-0.03454928834800001,0.11916661226549013,-0.2146076,-0.0635040425,-0.051418663,-0.018988698499999998,0.6751199,-0.006272716569939999,0.025552881019571795,-0.10546112,-0.0174064635,-0.00564527515,0.005130291,0.05340004,0
150,-0.05578238524,0.01638146340238853,-0.079284646,-0.06423006625,-0.057115112,-0.05053926,0.032213897,-0.04299964923000001,0.0178899399550524,-0.069024324,-0.0548445285,-0.0452124475,-0.035304873,0.03830409,-0.0037298012112000002,0.009480399584097464,-0.039370537,-0.008342266125,-0.00317621225,0.002285957325,0.015845299,0
200,-0.05634072870000001,0.013095489937809771,-0.08569319,-0.065087365,-0.0593736285,-0.0496144885,-0.014375463,-0.0207644607092,0.038132862367506286,-0.11394,-0.032912463499999996,-0.020876884,-0.0126894415,0.1711111,-0.0019124985129999994,0.011066161548973401,-0.026062012,-0.008014917350000001,-0.0036292076,0.003961801375,0.02899456,0
250,-0.017185654010000006,0.38559983419053856,-0.7132665,-0.07512338125,-0.0495399495,-0.02643363575,2.450373,-0.13116582951199998,0.6169338519507155,-4.081599,-0.1185486325,-0.0373981595,0.0221185385,0.7814956,0.0009986363249999996,0.3530164069314475,-1.5532298,-0.03795766925,-0.0060348512,0.02379059825,1.7849255,0
300,-0.09100621077999994,1.5173548255063285,-5.021882,-0.8060542749999999,0.06314177700000001,0.859042,2.615139,-0.19873228938,1.239331787234667,-3.8799186,-0.85838342,-0.041603564499999995,0.33458280500000004,3.4692519,-0.24821811922600007,1.316320784698056,-4.2976017,-0.6461935375,-0.09963941500000001,0.21650744,4.5848665,0
350,-0.07362904291399999,0.2944612889753371,-1.2274857,-0.133706925,-0.0585544115,-0.0029690414,1.3128068,-0.07175476792199999,0.5134117029000721,-2.252367,-0.2088497875,-0.01334023475,0.13970303250000002,1.542634,-0.018668483059999998,0.2401334443185072,-0.7543287,-0.12078213500000001,-0.017346859,0.05286240674999999,0.9274845,0
400,-0.04240395268,0.11208539466067642,-0.3297885,-0.115193965,-0.032167375,0.02840879575,0.19151518,-0.025239782799999996,0.25508119366618826,-0.6901331,-0.1928726475,0.028430938500000003,0.1797901375,0.47600412,-0.04297178271000001,0.15327771035177648,-0.40650463,-0.13207817,-0.023440361,0.0536246295,0.24073696,0
450,-0.054144239379999994,0.13898123351654906,-0.430614,-0.13435467875,-0.06573635,0.03736868625,0.32109696,-0.005590915200000005,0.22546172130808817,-0.41493797,-0.146929625,-0.043519735500000004,0.0930979275,0.9193392,-0.0404636957084,0.12911703854501724,-0.57406616,-0.08937049,-0.042861462,0.0428123475,0.21085358,0
500,-0.049253819052,0.11084032979621103,-0.24719882,-0.1375475825,-0.0451355585,0.04842409525,0.14207697,0.006930175416,0.23382366809874966,-0.3933792,-0.137866975,-0.0567963125,0.10276675375,0.83779716,-0.04021715106999999,0.09792118139773119,-0.30069923,-0.1005630475,-0.055258275,0.018932819625,0.22638988,0
550,-6.421148399999798e-05,0.4123342123123657,-1.6162406,-0.132309705,-0.0474586485,0.03857785425,1.293455,-0.016215730333999995,0.48744007269462036,-1.3887215,-0.24379623250000002,-0.0272181035,0.17476713500000002,1.7749007,-0.08053846342,0.3871701481655887,-1.2047067,-0.1965878,-0.02891016,0.07830572250000001,1.2150154,0
