,x_mean,x_std,x_min,x_25%,x_50%,x_75%,x_max,y_mean,y_std,y_min,y_25%,y_50%,y_75%,y_max,z_mean,z_std,z_min,z_25%,z_50%,z_75%,z_max,answer
0,0.18461557514799995,0.5981765656533744,-0.60344267,-0.06480683375,-0.007492631499999999,0.115190925,1.9077716,-0.21788074895800003,0.5863515480105934,-1.5870113,-0.4791129825,-0.039875745000000004,0.0444453955,0.83761513,0.05404165244759999,0.8136415772051233,-1.6088829,-0.2265271025,0.044897080000000006,0.21174061,2.2755756,1
50,0.241359316132,0.4415141433594893,-0.549036,-0.0676736225,0.20982432,0.5568518149999999,1.0380535,0.012114589742000002,0.7556712425448372,-2.2744503,-0.186106385,0.042979955,0.4219642525,1.4775422,-0.003633669069999994,0.7477189450885722,-1.2898979,-0.634241345,0.040869236,0.37148070749999995,1.5533447,1
100,0.13399560816800005,1.3712868788860422,-1.9200201,-0.2488824175,-0.065829635,0.2224323125,8.0912,0.05787277082,1.1561986846414165,-3.5330014,-0.351852895,-0.084866762,0.31332027749999997,3.9215596,-0.10150164888599994,1.9488403016840476,-6.070055,-0.3912680725,0.051175,0.2819712125,9.629193,1
150,0.03706417576799999,0.22419518659382387,-0.7162814,-0.0413185365,0.030917287,0.0739491,0.5668881,0.008958328621399997,0.4410683475514835,-0.6628704,-0.1235874295,-0.010547876500000001,0.0744246865,2.488985,-0.091621438144,0.2618342303394624,-1.152144,-0.1087155325,-0.025955199999999998,0.021814346499999998,0.49343586,1
200,-0.005657886431600001,0.14319751925058924,-0.5926436,-2.5063754999999992e-05,0.014307558500000001,0.0250625015,0.5620742,0.06194672643000001,0.5042452085790219,-1.5910282,-0.0186576845,0.0068998338,0.02311933075,2.3423357,0.0457250503637,0.3484272419002467,-0.8896427,-0.0120478865,0.0043165682999999995,0.014696359874999999,1.7210531,1
250,0.015745918734,0.0108027426060493,-0.009445548,0.00930556675,0.0140672325,0.023398012,0.039215565,0.002021923026,0.017351575325963892,-0.03579998,-0.0092486145,0.0023179054,0.013130426,0.039232254,0.0054786967874,0.01045373894773758,-0.01217556,-0.00231027595,0.006178856,0.013213157625,0.037103176,1
300,0.010367269516671997,0.011274826271415463,-0.0139170885,0.0005757808627,0.0114163755,0.017836183499999998,0.034656167,0.005590295798,0.017674118147081096,-0.042152405,-0.0072098971750000004,0.00755596165,0.01492190375,0.03787136,0.007233791346,0.01264644430412448,-0.026306152,-0.002539634725,0.0076072216,0.015306233999999998,0.031058788,1
350,0.011125998524679999,0.009291782313037058,-0.004107833,0.00435581805,0.0107771755,0.015104383249999999,0.039474726,0.0054023742286,0.017855651648228842,-0.039019585,-0.0033955574,0.004566431,0.01735973375,0.059267998,0.0075085067499999995,0.010701100517223568,-0.014335632,0.001123309125,0.0074994565,0.015430331125,0.034644127,1
400,0.0114717436222,0.011975237651934069,-0.014982462,0.00259262325,0.01006555575,0.01882588925,0.03990531,0.0045213604059999996,0.017224603111882838,-0.042888165,-0.00489294545,0.00446224215,0.01620447625,0.0470376,0.0090286350396,0.01006945705673156,-0.020318985,0.00297641755,0.0109357835,0.016201853999999998,0.02432394,1
450,0.01090009924,0.011902115441550702,-0.010036349,0.003307014675,0.010907232749999999,0.02062150825,0.037226796,0.012129859834399999,0.016295863174797778,-0.028446674,0.001033306125,0.010534525,0.02315247075,0.050103664,0.0091304587792,0.011974171727975306,-0.014853001,0.002761959975,0.0071070195,0.016999483000000003,0.031950474,1
500,0.0070869803714,0.011099984282909823,-0.009698629,-0.0011568069074999999,0.00710517175,0.015340179499999999,0.04000497,0.0079267978671,0.018264636121244276,-0.044098854,-0.00020575523125,0.0069952011,0.01589965825,0.056191444,0.0078130436046,0.012313569445482194,-0.018830776,-0.001573205,0.008439064,0.016192078,0.03465748,1
550,0.00895203830144,0.011298552705798735,-0.015820503,0.001528799525,0.0107735395,0.015356481,0.037710667,0.0086171341178,0.017852827067437856,-0.027075768,-0.00103676316,0.010038614000000001,0.02010309675,0.056005478,0.0083409309364,0.013906381660490163,-0.027071476,-0.000844478625,0.009695053,0.015866637125,0.039896965,1
600,0.8306402022199998,4.022763096895923,-20.479496,-0.3551777525,0.538589485,1.985378425,6.7149587,-1.01768851834,5.711289327406398,-31.763351,-1.8398380250000002,-0.27928805,1.64391425,8.26608,0.4295233660399999,5.898015941894714,-14.44302,-1.119486565,-0.15558314499999998,0.5877605775,34.58105,1
650,0.9531329567,1.958872262928221,-1.616333,-0.5337765275,-0.0215892775,2.4946349750000003,5.7240534,-0.50804457458,1.6143288173182948,-5.160008,-0.946989965,-0.369317765,0.6150478,2.1320086,-0.48050214440000005,1.0421000104251408,-2.981206,-0.653789175,-0.23394733499999998,0.0487298365,1.5200982,1
700,1.1639787001,1.9385117134063719,-1.871068,-0.1644234625,0.983335975,1.77174975,6.162434,-0.516270483088,2.3612714392259524,-6.602472,-1.51352545,-0.30457306,0.58352635,5.0562963,-0.30830890668999994,1.7201161053858596,-5.118329,-1.096264975,-0.279661895,0.7844408675,2.795248,1
750,0.031807396884,0.681153430839095,-2.4964495,-0.20408535249999998,0.0393209455,0.19941651999999999,1.6882105,-0.09464330736200002,0.7216518051880964,-3.5931563,-0.41742355249999996,-0.00338196755,0.28344786499999997,1.1114548,0.1482983648,0.842966163219788,-2.2134974,-0.2367202675,0.08251488,0.4706660475,2.2700276,1
800,1.63091508968,1.4469312998361847,-1.0195761,0.6592505025,1.1543255000000001,2.84238165,4.606795,-0.14821634563199995,2.496003250817879,-4.9393864,-1.9665121749999999,-0.41131759,0.806607875,5.702935,0.02906915181999998,1.1881276436644204,-2.5322304,-0.849065925,-0.179730415,0.71440517,2.755742,1
850,0.12364173884000002,0.4239289154570979,-1.3051848,-0.07873797425,0.089859965,0.2949028,1.1411176,-0.114048581,0.3545323645336966,-1.0306773,-0.2918758975,-0.13280198,0.1394211325,0.70264935,-0.003020213892800012,0.5190624054842754,-1.2937775,-0.2703477125,-0.083771943,0.3188593325,1.277925,1
900,0.21364559596,0.7004051657824645,-1.2990555,-0.1632963675,0.12299622,0.5361587,1.8160381,0.055565720699999994,0.571259514260781,-1.6007915,-0.21932745,0.005388975000000001,0.41949126,1.0426493,-0.1548827532,0.6615658887055927,-1.7479906,-0.6000369750000001,-0.08192134000000001,0.3074883225,1.1289959,1
950,0.01383382394319999,0.733623148262137,-1.8704363,-0.2779839625,0.0426230135,0.328116385,2.3269212,0.04933207420000002,0.6324775784205167,-1.7461233,-0.20718812749999999,0.046642780499999995,0.31215001,2.18228,0.12721055467999995,0.6034009113108574,-0.9587393,-0.252123535,0.0673731575,0.23833835,2.4091156,1
1000,0.045875377396,0.11613812671598206,-0.3528782,-0.024308845750000002,0.062639235,0.11392596375,0.24160671,0.0313487627696,0.1510483110651889,-0.25494003,-0.0295677185,0.0213956835,0.10291194749999999,0.5274954,-0.0038357632079999994,0.13788005040551424,-0.3221197,-0.09863978500000001,0.025385558500000002,0.07953164,0.28245974,1
1050,0.10159871864240001,0.3908934537087772,-1.2817879,0.017467022,0.073029995,0.1955409625,1.2728509,-0.10084060406399997,1.1480817979676812,-2.8813562,-0.4291998025,0.025914192,0.14085674,3.403449,0.14184747708400003,1.5317812297888684,-5.2125263,-0.16654494749999998,-0.041203542499999996,0.4524078825,4.388657,1
1100,0.15502632137999997,0.27376854690276303,-0.5192847,-0.050781727,0.21332025500000001,0.34631550499999997,0.6579809,-0.018252521540000004,0.3769325925731729,-1.1832867,-0.2736620325,0.078360055,0.2666938875,0.63220143,0.05121366483199998,0.4043453472300959,-1.1808529,-0.21725869250000002,0.0408694745,0.2225882975,1.2221484,1
1150,0.02767857688999999,0.3949365949449329,-0.69277334,-0.27930092500000003,-0.01316189725,0.317188625,0.80661726,-0.009829802900000016,0.5993110838390316,-1.4035714,-0.44011395999999997,-0.16290975,0.5244589,1.1576574,0.027384862120000006,0.31221508391229935,-0.57584715,-0.191899775,0.0358991615,0.1617757025,0.7747731,1
1200,0.0046510232799999995,0.29022562291123233,-0.96380377,-0.0906184925,0.082466365,0.197213535,0.5682874,-0.04055503604,0.3498946257460984,-0.88680756,-0.2483865025,-0.060153126,0.19494982,0.75444436,0.006386699149999999,0.22295735873457,-0.36466265,-0.1597564175,0.006589889749999999,0.178773525,0.4878373,1
1250,0.090132105248,0.23444983778414108,-0.5831561,-0.07164991125,0.066421985,0.2609287575,0.54191875,-0.007417655782000003,0.41177944653923815,-0.57775676,-0.325910425,-0.083115578,0.18794435250000002,1.1053438,0.0388243396,0.3235596506005647,-0.6578965,-0.198313,0.1070869,0.2270392175,0.6733055,1
1300,0.098512902026,1.0509110661281582,-2.0930161,-0.433002325,0.202335115,0.68072462,2.2512927,-0.15516482496599998,0.8782228730838486,-2.3966384,-0.639227525,0.0052361488500000004,0.49924694000000003,1.0082574,0.03232296947999999,0.4203526120842914,-1.0770044,-0.2290794825,-0.0008642674999999999,0.3162885875,0.84974575,1
1350,-0.22829242619599996,1.461048151751708,-5.3602743,-0.3534228625,-0.063001495,0.4358741325,1.536253,0.21636015739999997,0.8228564546876832,-2.18293,-0.188227895,0.346241835,0.8001450750000001,1.3945763,-0.24038616470000002,1.1713135794258087,-3.5701075,-0.9891237325,0.014821827499999999,0.6439508775,1.6290698,1
1400,3.36913811754,5.803704522198896,-5.1928906,0.1020243175,0.86151685,2.7575873499999997,23.281235,-0.62119988934,9.951653877241723,-41.04617,-0.2711967675,0.0643470585,0.7609250974999999,27.040731,-1.3233023513759996,7.063379702688621,-24.015339,-0.7744727,-0.0094270708,0.2718803875,14.841045,1
1450,0.5105572048200001,4.501550505999419,-15.732315,0.02909439775,0.158193465,0.33659905,16.743885,-1.644731290454,5.038167916236786,-19.284157,-0.9543879,-0.104213,0.33663332,4.977839,-0.76722168734,5.080840336805338,-21.75608,-0.35181748999999995,0.197727915,0.75866689,5.719485,1
1500,0.50805128134,2.655340579645102,-1.8289752,-0.50694815,-0.047507762999999995,0.550756325,15.752408,0.04187972269199996,1.5865625114213862,-6.929458,-0.0874297625,0.211574795,0.6177122500000001,3.2466073,-0.27800618392,0.9407919355825141,-3.6693351,-0.6087440125,-0.22020924,0.1954452025,2.9313598,1
1550,-0.6341898996199999,1.6017647978843965,-3.413207,-1.4639458749999998,-0.534574025,0.0035119055000000024,6.410345,-0.15250111143999998,1.6132754859988867,-6.233974,-0.796330475,0.30132502,0.7469593625,1.932718,-0.2627262318,1.1594430614120348,-2.0111234,-1.1818667500000002,-0.38448880500000004,0.2283731075,2.8339448,1
1600,0.7973050395719998,2.0342895301316855,-1.7372091,-0.54444545,-0.03896761,2.040619025,6.2934,-0.5386094426,2.3952159120348617,-5.9669323,-1.8139383500000001,-1.0183224499999999,0.32972550749999996,5.837037,-0.08633766267999998,1.528322493174532,-5.016135,-0.5048956325,-0.082978225,0.3848637775,5.665225,1
1650,-0.3953385728,1.7831059785571899,-6.02866,-1.4112537,-0.17912936000000002,0.677086875,3.8412156,-0.09003116405999999,1.9325484898150371,-3.5725827,-1.3548327,-0.6052666250000001,1.3919171000000001,5.2283506,-0.7881184438000001,2.5259605470599222,-6.6027317,-2.6142341,-0.762491925,1.0773826,4.134571,1
1700,0.025572559119999994,0.6060811744094341,-1.5876286,-0.2556126625,0.090093615,0.4443959,1.1888161,-0.42233198508,0.8152853021235047,-3.0205536,-0.9882259250000001,-0.107892035,0.10139703750000001,0.86931324,0.32880696258000003,0.8105107039081512,-1.591404,-0.172437485,0.2107811,0.6913146225,2.3375897,1
1750,0.07449780957999999,0.5793432877454737,-0.8659909,-0.2480118275,-0.048098802499999996,0.183397295,2.0072784,-0.03987947372000001,0.49242373085076246,-1.0503056,-0.4033463875,-0.07446628799999999,0.2100555575,1.3358322,0.058716357739999996,1.1720304482653712,-3.351787,-0.23116219,0.0906477,0.43743574500000004,2.839611,1
1800,-0.020130930273999995,0.11887616725143528,-0.40700102,-0.0805368425,-0.018179894000000002,0.05342698,0.19912195,0.009400944522,0.12121362725541569,-0.25898916,-0.086796015,0.01177263275,0.0889542095,0.25588304,0.06539061597,0.13825136715853117,-0.26265907,0.007846713125,0.064279319,0.14796686250000002,0.3627963,1
1850,-0.0088293648566,0.02894807471075051,-0.07725763,-0.024252891749999998,-0.0065841675,0.007631659425,0.081954,0.009678566474400001,0.028906658759654973,-0.048210025,-0.01323416825,0.014307021999999999,0.031299114249999996,0.058297396,0.056452627187999996,0.03910271397037836,-0.037023544,0.03452098375,0.054787875,0.0753881935,0.14996243,1
1900,-0.00186316496,0.020806859553964482,-0.0356946,-0.01620233075,-0.0054740907,0.010933756999999999,0.06503534,0.011733388835999998,0.03013382592540598,-0.05911696,-0.0089498756,0.012636363500000001,0.02697250225,0.09940779,0.048179435587599996,0.035244564230514454,-0.0292387,0.0199766155,0.049859285,0.0723614715,0.11117172,1
1950,0.0018833637962000001,0.023098304747112858,-0.045561314,-0.009923100375,-0.001131296185,0.0111988785,0.06442547,0.0126954817304,0.024284534062565945,-0.030017853,-0.004904568025,0.013527632000000001,0.02737212175,0.06686258,0.0470086481588,0.030705291713743543,-0.027092457,0.02894270425,0.0504858495,0.06644142,0.11126423,1
2000,0.005938501334,0.02891245559560562,-0.055735588,-0.010476112,0.004172563650000001,0.023074865,0.089869976,0.013070175602599998,0.025942364252492942,-0.04702866,-0.00443753595,0.0125412345,0.02778550975,0.08325088,0.04497882845,0.05946389363090198,-0.1538558,0.01281261475,0.0504672535,0.066215992,0.23065948,1
2050,0.0049739646190000006,0.042275267299974106,-0.10813093,-0.016574025,0.00318503375,0.02746355525,0.14056778,0.00024157498920000174,0.06487568885347761,-0.27005196,-0.0275135045,0.0031215547999999997,0.03460627825,0.16152489,0.031884994588,0.07335390821382647,-0.265522,0.005159497224999999,0.027594089500000002,0.06488347,0.23177195,1
2100,0.022919215862,0.1382107401082934,-0.34288597,-0.011265993375,0.015230179,0.04596924675,0.41943455,0.02595987383164,0.1524906223381556,-0.31469142,-0.02531373475,0.0084558725,0.049451470250000004,0.56608164,0.01134411902000001,0.36151431871757866,-1.0255146,-0.08239269375,0.054532766999999996,0.157953385,0.87223625,1
2150,0.022163381725199997,0.05570150206986988,-0.057128906,-0.004730224575000001,0.012670994000000001,0.038509251,0.33753014,0.015715270005,0.0601554494841862,-0.17856288,-0.02420365825,0.0198993685,0.053860128,0.11301136,0.023937101573999996,0.10781169268249031,-0.37880468,0.002063512775,0.019385338000000002,0.059417248,0.39982605,1
2200,0.016184844928,0.019074591262272567,-0.030306816,0.004459619675,0.017236948000000002,0.0280581715,0.055379868,0.019873175649800002,0.03716569366366662,-0.07602334,0.0016642213000000001,0.018653631,0.04603356125,0.09440565,0.018687190939,0.04177712354990684,-0.06641674,-0.01066541675,0.017240046999999998,0.045018434999999996,0.13893318,1
2250,0.0129782390472,0.020230507379061,-0.033605576,0.0029981136,0.012272119500000001,0.0250288245,0.05838394,0.020530080842,0.024812812096964825,-0.022342205,0.003409028025,0.0151996615,0.037492214999999995,0.076854944,0.021019935700999998,0.0287141701724432,-0.029327393,0.0013985633875,0.0245213505,0.041857242,0.07664585,1
2300,0.0172693061108,0.05124666508286123,-0.09199238,0.004695653825,0.0132329465,0.026381731500000002,0.32578373,0.022861361394000003,0.036108402015812925,-0.12752247,0.007194399725,0.029026389,0.0427209735,0.11137104,0.0214158627506,0.04769195439267905,-0.20379353,0.00705122945,0.020931721,0.039117813,0.1291933,1
2350,0.011659402827019999,0.016539706627221134,-0.023758411,-0.000820875165,0.0110144615,0.023197532,0.042241096,0.0217453289678,0.026772018399429262,-0.032433987,0.00016885996749999997,0.0272103545,0.038413466,0.074994564,0.023200988816000002,0.028179538493703336,-0.04289627,0.006301641475,0.021259307999999998,0.039839982999999995,0.101140976,1
2400,0.012863683719,0.017777568076740444,-0.036749363,0.001669526125,0.010573149,0.0239459275,0.057785988,0.023129120050000004,0.022164580354410005,-0.037348986,0.007572353025,0.022561908,0.041434885000000005,0.06831837,0.022374095990799998,0.024271979450387393,-0.03897667,0.006109952925,0.0221214295,0.037168980000000004,0.08039856,1
2450,0.0116798686662,0.03830788118409866,-0.07540274,-0.00880825535,0.0103657245,0.03173756575,0.10801649,0.02355153081288,0.06131011105550039,-0.20077848,0.004333853675000001,0.019751668,0.05073380575,0.16619062,0.020630874084,0.11439200200917525,-0.2952652,-0.02863073375,0.028533458499999997,0.073194983,0.30590343,1
2500,0.0170362281156,0.03949736976628932,-0.09402466,4.374981000000002e-05,0.0182111265,0.0320488215,0.1312108,0.020715093847999997,0.07366480989058326,-0.14421463,-0.01936560875,0.0075169803,0.06101638075,0.19031549,0.024039449736999997,0.09930266380235324,-0.30781698,-0.002995729425,0.020140171,0.0697956075,0.28791523,1
2550,0.015497799005399998,0.04346821016568075,-0.108435154,-0.0049595834,0.010279894000000001,0.04057204825,0.12128687,0.027735476155999996,0.05480825784078417,-0.13652349,-0.00015491247499999994,0.027398348,0.063288035,0.17105031,0.030523949055999994,0.09660920678076092,-0.17054653,-0.017650126999999998,0.0356726645,0.064109326,0.3850298,1
2600,0.0143669414252,0.021235921766050565,-0.031328678,-0.002190351465,0.014605760749999998,0.0328187925,0.06543255,0.022191553084,0.035412352277100045,-0.051261425,-0.00012236832499999998,0.0253520015,0.0421323185,0.108602285,0.020780544364000005,0.0482967165564528,-0.12981415,-0.006449222525,0.022093296,0.0370559695,0.14858723,1
2650,0.014068155035000003,0.05481257737295087,-0.07715464,-0.03085637125,0.01202273375,0.056410431250000004,0.16763973,0.017161903356200003,0.08558065157269545,-0.18481779,-0.03638905275,0.0045949221,0.072195945,0.23644066,0.025109786941999997,0.10271320283847488,-0.15480614,-0.032524108999999995,0.019219875,0.07995176375,0.28169537,1
2700,0.009802456028000001,0.03596149179328058,-0.10276365,-0.0054886341499999994,0.010635852500000001,0.02736043875,0.09369612,0.021713223484600003,0.06508035348165286,-0.19032788,-0.006031274792500001,0.0208467245,0.042572439,0.22365117,0.01632305146,0.08037960306083793,-0.23867321,-0.0112752915,0.0185503965,0.04138446,0.3698387,1
2750,0.014666948315,0.01745631583548574,-0.028405666,0.001216292375,0.0199751855,0.0283539295,0.047263622,0.022257881328,0.02344453560843578,-0.036400557,0.01265591375,0.0258431435,0.036091804500000005,0.07024813,0.023470573462000002,0.020938342123257146,-0.03264904,0.013370990749999999,0.025101661499999997,0.038921118,0.065561295,1
2800,0.012252874478000003,0.035172355829209793,-0.07934952,-0.0043284892499999995,0.00785350785,0.0316399335,0.10310221,0.013910737076,0.061246747823617706,-0.12098694,-0.00754529265,0.01676476,0.035418033249999994,0.19103575,0.02376707036,0.053650213055071456,-0.1653719,-0.002851963075,0.023051262000000003,0.054070711,0.18321323,1
2850,0.011244478198,0.0634224247489844,-0.12608433,-0.0318049195,0.009007692500000001,0.046469808,0.17488432,0.0252192783008,0.10106016278821423,-0.16156745,-0.0459525585,0.004973530800000001,0.0683724285,0.30676866,0.02002722716,0.09941946011688783,-0.17126036,-0.044827223,-0.0032925604999999997,0.1064801225,0.2329483,1
2900,0.017160015139,0.028213324689122903,-0.034756184,-0.004624128325,0.0214514735,0.03246951125,0.09955597,0.020847949787999996,0.04212305265685779,-0.11645579,-0.0060352683,0.016471266499999998,0.0432809575,0.13918185,0.018235626071599998,0.06262500894654541,-0.2030077,-0.010519027375,0.014468193,0.0437726975,0.26042843,1
2950,0.01678222148,0.09191256214208672,-0.27921176,-0.0207618475,0.0148358345,0.04731416625,0.32636356,0.023447089209999997,0.07637881788583105,-0.11700368,-0.039978028250000006,0.026206851,0.08485406625,0.16379404,0.021736040114,0.10308388483757015,-0.20503235,-0.033595323749999996,0.020995140000000002,0.046555519000000004,0.26382732,1
3000,0.006297864952,0.0681869370850963,-0.120340824,-0.046146393,0.00466775885,0.0428686145,0.19408226,0.016808872183,0.04579343195953037,-0.09567642,-0.0178157095,0.021396637,0.04626506525,0.11480713,0.02259994508878,0.03972302342641774,-0.05937481,-0.007566929175000001,0.02206707,0.0498929025,0.15405369,1
3050,0.0162180234606,0.04626975313513979,-0.06479263,-0.0131132605,0.0070331097500000005,0.047557235,0.13275528,0.024686884923599998,0.04755229212063851,-0.08894563,-0.000999212255,0.0283806325,0.053340077,0.11771345,0.023054389872999997,0.03902065834644485,-0.06167221,0.00031185151250000005,0.0173792835,0.04569745025,0.1547327,1
