,x_mean,x_std,x_min,x_25%,x_50%,x_75%,x_max,y_mean,y_std,y_min,y_25%,y_50%,y_75%,y_max,z_mean,z_std,z_min,z_25%,z_50%,z_75%,z_max,answer
0,-0.35220800859999996,0.45758350986880164,-2.61598,-0.362188795,-0.28145264000000003,-0.209524155,1.075866,-0.23738049911399997,0.6735786966928392,-3.9611726,-0.2180461275,-0.074397085,-0.00618338575,0.53001785,-0.11050904170600001,0.5697465463487696,-2.7096872,-0.0747938155,-0.032102108500000004,-0.006465673425,2.3274632,0
50,-0.09603174766,0.06259846983989267,-0.27113464,-0.12490837499999999,-0.095086287,-0.0746531575,0.18028525,-0.07046085902799999,0.38096619899181505,-1.257792,-0.1223527175,-0.0616803165,-0.0294867155,1.7151434,-0.015130291398,0.12860349267394477,-0.5001097,-0.03665518675,-0.022556305,0.011348008825,0.5705328,0
100,-0.09753794833999999,0.04054194925311395,-0.24443921,-0.1101031425,-0.09450679000000001,-0.0786682535,-0.026718214,-0.036550883269999994,0.2118394574905153,-0.7041497,-0.08439099875,-0.0640985965,-0.0012865066499999998,0.564394,-0.034297771410000004,0.025232701851672652,-0.13793278,-0.040462732,-0.032691002,-0.02126765275,0.0074443817,0
150,-0.08722928675999998,0.036848946866982646,-0.25759572,-0.10179506775,-0.0818420825,-0.07252988875000001,-0.015867382,-0.015489792603999996,0.16962799710129228,-0.3726635,-0.1080712075,-0.035805702499999995,0.052281083,0.54606867,-0.034379168035999996,0.07119106522113619,-0.2856927,-0.04675138125,-0.0296092035,-0.017161131,0.276165,0
200,-0.07949026851999999,0.15939301090597147,-0.54715925,-0.10648021875,-0.080227717,-0.05747721125,0.7226602,-0.034977645784000005,0.29796924346603915,-1.0170531,-0.127608295,-0.0518642665,0.0696753265,0.87887096,-0.004155616399999997,0.37031125934879694,-1.225337,-0.071275235,-0.0345401765,-0.0158691405,2.0286932,0
250,-0.09108578523999998,0.03178696440182403,-0.18528631,-0.105172091,-0.087638363,-0.07577607,-0.023188263,-0.09343917892140001,0.19249886508679476,-0.6965411,-0.201810475,-0.09641397,-0.04436177,0.5141046,-0.03451648701,0.058930111037180766,-0.14515877,-0.05350637375,-0.0308704375,-0.0199668405,0.18770504,0
300,-0.10212544970000001,0.025856390266272546,-0.17344332,-0.112769745,-0.10241283500000001,-0.09169638899999999,-0.032077074,-0.09601764259999998,0.162954721011338,-0.65457773,-0.1338792475,-0.102414845,-0.055595159750000005,0.358392,-0.024689636239999996,0.05594795134569206,-0.13257599,-0.04524707825,-0.0294446945,-0.018731117,0.27968407,0
350,-0.08660862832,0.029006048712304958,-0.18872741,-0.09450397,-0.086493405,-0.07497222249999999,-0.01179564,-0.11842567355400002,0.22829765122242068,-0.9646263,-0.11959994,-0.08215272400000001,-0.04201441975,0.50163126,-0.03540224078,0.05058529148096014,-0.2882452,-0.046745776,-0.0294408795,-0.022163391249999997,0.07221222,0
400,-0.09087267536000003,0.046390433378672394,-0.20504418,-0.115278079,-0.08749230499999999,-0.06552774424999999,0.01283139,-0.10303666994,0.3245228565140261,-0.95210147,-0.24680585,-0.11241138,0.0553398135,0.72786856,-0.04164783457599999,0.12330788215387586,-0.5139675,-0.075095653,-0.040441514,0.01675272,0.24967194,0
450,-0.08970103830000001,0.03948932468772764,-0.26538947,-0.1053321925,-0.092025497,-0.07361028350000001,-0.015683115,-0.07131575664,0.2372863135058049,-0.7882321,-0.151624145,-0.06825328,0.02174001925,0.65875983,-0.020145836050800003,0.05029945803850911,-0.1259327,-0.044659852,-0.0269336705,-0.01172232625,0.15764332,0
500,0.004814519449999999,0.45649911193838216,-2.0144436,-0.09786223150000001,-0.0818311495,-0.0178555135,1.2834871,-0.06812566805200002,0.5344116492722882,-1.7773056,-0.17676126749999999,-0.07049155500000001,0.06301075,1.2663269,-0.17957347779399999,0.5719895333610119,-2.9752407,-0.10866499,-0.0251836775,-0.0029036999000000003,0.779268,0
550,0.025841564393999983,0.4460184819447427,-1.5894535,-0.06631284750000001,-0.0128383935,0.1207726165,1.0747414,0.019596139159999987,0.5766724125980651,-1.7899823,-0.092944025,-0.038395643,0.1338961135,2.4984756,-0.05185649156,0.7010841279612888,-2.5800965,-0.231932515,-0.056401968,-0.001978278175,2.1929789,0
600,-0.041115468440000004,0.1852662194396795,-0.4450938,-0.093321955,-0.060069039500000004,-0.027519263000000002,0.80328894,-0.06167082804000001,0.17505619596838862,-0.51279736,-0.107659817,-0.076428175,-0.04555416075,0.5058222,-0.08303908589600001,0.1981898706745559,-0.895725,-0.0752996225,-0.0506889825,-0.02823948875,0.36233234,0
650,0.030592699513999993,0.6638653699342495,-3.2359395,-0.094062932,-0.019600153500000002,0.0665098575,2.2984078,-0.092161769932,0.5746857228634217,-2.8648214,-0.115623355,-0.0589060785,0.000827789325,1.6799941,-0.03986133928,0.30728788632642196,-1.045264,-0.11989223925,-0.0380420685,0.06005990475,1.2573476,0
700,-0.014425267526000006,0.3690878687279881,-1.6786182,-0.06958963675,-0.033204548,0.035101804675,1.0342665,-0.02785078251760001,0.5176801797188366,-2.6523247,-0.0388569835,-0.001419544215,0.042556524,1.3413386,0.06994732522000001,0.4772257638223905,-0.46898186,-0.09247252,-0.072546543,0.0266107915,2.3493867,0
