,x_mean,x_std,x_min,x_25%,x_50%,x_75%,x_max,y_mean,y_std,y_min,y_25%,y_50%,y_75%,y_max,z_mean,z_std,z_min,z_25%,z_50%,z_75%,z_max,answer
0,0.155269448278,0.7664697866480337,-1.9436951,-0.09911376,0.086565612,0.314889365,2.317603,-0.17084488534000003,0.974277950031715,-3.949069,-0.1729465975,-0.0232018825,0.10896289499999999,1.788354,-0.10690187318,0.6371337806889454,-1.975441,-0.328255775,-0.041496039,0.1172109825,1.3984761,2
50,0.25781643951999994,0.9338744874869823,-2.0593162,-0.046376707,0.17320931,0.33321059000000003,5.1852217,0.059145311171400004,0.7225528193033146,-1.9086869,-0.1398969325,-0.017356988,0.113995156,2.589487,0.08232280957399998,1.3280431511048911,-3.4171677,-0.0830519225,0.029920101,0.0981318935,7.732457,2
100,0.1549069567,0.08019456300606603,-0.07981181,0.12050289,0.159874675,0.20434743,0.41119897,-0.011932487682000002,0.07242005118128224,-0.17677246,-0.050172195,-0.0117788045,0.0224116205,0.19429919,0.009909896504,0.048767340136625606,-0.11514187,-0.016805649,0.00177574155,0.0367105,0.15423107,2
150,0.08882610291999998,1.1702644533958002,-2.9750874,0.06433373625,0.150673155,0.254937355,3.5292482,-0.07775287870400001,1.0113943829010652,-2.7461414,-0.07398623875,-0.00245711765,0.103209904,2.3098285,-0.487537174154,1.0058333894939455,-3.2433672,-0.5852512,-0.023604393,0.0598611825,0.9552431,2
200,0.35389079259,0.7728052156753261,-0.67144585,-0.075617614,0.18715083500000002,0.49813972500000003,3.05342,-0.018002833679999986,0.5374281590443695,-1.1930428,-0.3438452475,-6.198500000002133e-06,0.34940171249999996,1.1280661,0.017969539780000002,0.35995522161313903,-0.8640549,-0.17965852999999998,0.096395015,0.2411209325,0.8882542,2
250,0.06790395107200001,0.4061119737033237,-1.4766464,-0.141336795,0.08956444,0.27368009249999997,0.8470886,-0.155148715,0.7792801741612144,-2.726511,-0.47707415,-0.15928489,0.15875329249999998,2.0042315,-0.21428630904,0.8182480712708102,-3.163186,-0.415303415,-0.139421938,0.1780524225,1.6640637,2
300,0.046117685703999996,0.3288079299377407,-0.9467559,-0.06461262599999999,0.0710814,0.1803875,0.6314802,-0.037197456659200004,0.437509025552935,-0.97803926,-0.3440685275,0.019424468,0.2356548825,0.7797447,-0.02063472728,0.4096910681831875,-1.2385721,-0.231500145,-0.0522141465,0.16515087750000002,1.0266981,2
350,0.03437835161999998,1.0483199288764293,-3.0577588,-0.4499506975,0.017680406500000002,0.513699515,2.7327242,-0.03478115067199996,1.222976630829886,-3.5709262,-0.84700606,-0.124769257,0.700987425,2.5151286,-0.03405001271999999,1.1086431070147202,-4.6590242,-0.43612922,0.020026207,0.5258884650000001,2.7401094,2
400,0.06548039727999998,1.9826716698482247,-4.4636893,-1.332837725,0.17424392500000002,1.59611825,3.8529892,-0.020054180799999984,1.5451158597509098,-2.9962642,-1.0303227849999999,-0.188721775,1.05927395,3.0677247,-0.19389187108000003,1.1599873513699608,-2.710896,-0.9393278349999999,-0.14841890200000002,0.5487379975,2.4714556,2
450,0.014987038000000057,2.1122163654403585,-4.3889503,-1.61529455,0.28194975499999997,1.540796525,3.5143018,0.00022552167999994043,1.6454591606747513,-2.6128626,-1.171844925,-0.271704195,0.845307345,4.7790227,-0.11431493087999996,1.2323297921697929,-3.4328613,-0.79310535,0.057413815,0.823647,1.8522129,2
