time,x,y,z,abu
7.973470830E-1,-1.436520964E-1,-1.149216816E-1,-2.011129409E-1,2.725606954E-1
8.173200520E-1,-4.788403213E-2,-6.703764945E-2,-9.576806799E-3,8.293758018E-2
8.373254680E-1,-9.576806426E-2,4.788403213E-2,-6.703764945E-2,1.263267553E-1
8.573202080E-1,-1.149216816E-1,2.873042040E-2,1.244984865E-1,1.718496526E-1
8.773232290E-1,-4.788403213E-2,-3.830722719E-2,-9.576806799E-3,6.206480014E-2
8.973156770E-1,-2.681505978E-1,-3.830722719E-2,-1.340752989E-1,3.022389329E-1
9.174524470E-1,-3.734954596E-1,1.915361360E-2,-6.703764945E-2,3.799470564E-1
9.373308850E-1,-4.309563041E-1,2.873042040E-2,-2.681505978E-1,5.083832375E-1
9.577065620E-1,-4.213795066E-1,3.830722719E-2,-1.532289088E-1,4.500080341E-1
9.773305720E-1,-3.543418646E-1,9.576806799E-3,-9.576806799E-3,3.546006027E-1
9.973496350E-1,-2.777273953E-1,-1.915361360E-2,9.576806426E-2,2.943992003E-1
1.017330468E0,-2.489969730E-1,-5.746084079E-2,-3.830722719E-2,2.583963708E-1
1.037359895E0,-2.968810201E-1,-7.661445439E-2,-8.619125932E-2,3.184918333E-1
1.057329739E0,-3.256114423E-1,-1.915361360E-2,-1.053448766E-1,3.427640811E-1
1.077326510E0,-3.639186621E-1,1.915361360E-2,-5.746084079E-2,3.689246559E-1
1.097525937E0,-3.160346150E-1,2.873042040E-2,0.000000000E0,3.173378562E-1
1.117345364E0,-1.915361285E-1,9.576806799E-3,8.619125932E-2,2.102539820E-1
1.137327187E0,-1.915361285E-1,-9.576806799E-3,7.661445439E-2,2.065129012E-1
1.157337291E0,-2.489969730E-1,-9.576806799E-3,-2.873042040E-2,2.508319056E-1
1.177335729E0,-2.394201756E-1,-9.576806799E-3,-1.149216816E-1,2.657456088E-1
1.197356718E0,-2.489969730E-1,-9.576806799E-3,-9.576806426E-2,2.669508006E-1
1.217345052E0,-1.723825186E-1,-2.873042040E-2,0.000000000E0,1.747603210E-1
1.237306979E0,-1.532289088E-1,0.000000000E0,9.576806799E-3,1.535278923E-1
1.257315312E0,-1.340752989E-1,-1.915361360E-2,6.703764945E-2,1.511194664E-1
1.277331197E0,-2.298433632E-1,-9.576806799E-3,9.576806799E-3,2.302420510E-1
1.297325468E0,-2.011129409E-1,-5.746084079E-2,-8.619125932E-2,2.262235541E-1
1.317320833E0,-1.915361285E-1,-3.830722719E-2,-5.746084079E-2,2.036056984E-1
1.337324531E0,-1.628057212E-1,0.000000000E0,-9.576806799E-3,1.630871487E-1
1.357319062E0,-1.628057212E-1,0.000000000E0,8.619125932E-2,1.842135609E-1
1.377336145E0,-9.576806426E-2,-9.576806799E-3,1.915361360E-2,9.813306412E-2
1.397318176E0,-2.873042040E-2,-1.915361360E-2,-3.830722719E-2,5.157268294E-2
1.417312187E0,-7.661445439E-2,-4.788403213E-2,8.619125932E-2,1.248662818E-1
1.437319010E0,-5.746084079E-2,-4.788403213E-2,2.873042040E-2,8.012531319E-2
1.457311874E0,-1.340752989E-1,-6.703764945E-2,-1.915361360E-2,1.511194664E-1
1.477323176E0,-1.340752989E-1,-3.830722719E-2,3.830722719E-2,1.446066149E-1
1.497322031E0,-5.746084079E-2,-2.873042040E-2,3.830722719E-2,7.479725219E-2
1.517315989E0,-1.915361360E-2,-9.576806799E-3,0.000000000E0,2.141439101E-2
1.537315572E0,-3.830722719E-2,0.000000000E0,4.788403213E-2,6.132148227E-2
1.557311041E0,-6.703764945E-2,0.000000000E0,6.703764945E-2,9.480555305E-2
1.577310885E0,-4.788403213E-2,-2.873042040E-2,0.000000000E0,5.584189815E-2
1.597328020E0,-1.053448766E-1,9.576806799E-3,1.053448766E-1,1.492876462E-1
1.617330051E0,-1.149216816E-1,9.576806799E-3,9.576806426E-2,1.499007347E-1
1.637330051E0,-5.746084079E-2,0.000000000E0,2.873042040E-2,6.424317303E-2
1.657331666E0,-6.703764945E-2,-4.788403213E-2,-3.830722719E-2,9.085356698E-2
1.677345051E0,-1.628057212E-1,-2.873042040E-2,-3.830722719E-2,1.697014542E-1
1.697441510E0,-6.703764945E-2,-6.703764945E-2,9.576806799E-3,9.528802714E-2
1.717350728E0,-4.788403213E-2,-4.788403213E-2,1.915361360E-2,7.037486753E-2
1.737348801E0,-4.788403213E-2,-2.873042040E-2,-1.915361360E-2,5.903540042E-2
1.757317812E0,-3.830722719E-2,9.576806799E-3,1.053448766E-1,1.125020085E-1
1.777332083E0,-1.915361360E-2,2.873042040E-2,1.149216816E-1,1.199970452E-1
1.797327499E0,-1.149216816E-1,-2.873042040E-2,1.915361360E-2,1.199970452E-1
1.817322551E0,-3.830722719E-2,-9.576806799E-3,-1.915361360E-2,4.388644207E-2
1.837335989E0,-1.915361360E-2,-4.788403213E-2,-9.576806799E-3,5.245432942E-2
1.857697291E0,-2.873042040E-2,-2.873042040E-2,4.788403213E-2,6.279932042E-2
1.877340624E0,-7.661445439E-2,1.915361360E-2,6.703764945E-2,1.035890051E-1
1.897336405E0,-9.576806426E-2,-9.576806799E-3,1.915361360E-2,9.813306412E-2
1.917345155E0,-5.746084079E-2,-2.873042040E-2,5.746084079E-2,8.619126119E-2
1.937326041E0,-3.830722719E-2,-1.915361360E-2,4.788403213E-2,6.424317164E-2
1.957326926E0,-1.053448766E-1,-2.873042040E-2,8.619125932E-2,1.391111544E-1
1.977339062E0,-8.619125932E-2,-2.873042040E-2,4.788403213E-2,1.026998090E-1
1.997328645E0,-7.661445439E-2,-5.746084079E-2,0.000000000E0,9.576806799E-2
2.017344582E0,-6.703764945E-2,-5.746084079E-2,-4.788403213E-2,1.004423974E-1
2.037325207E0,-1.436520964E-1,-9.576806799E-3,5.746084079E-2,1.550141550E-1
2.057322760E0,-7.661445439E-2,1.915361360E-2,1.244984865E-1,1.474330651E-1
2.077338072E0,-8.619125932E-2,-3.830722719E-2,9.576806426E-2,1.344168850E-1
2.097335520E0,-6.703764945E-2,9.576806799E-3,3.830722719E-2,7.780234783E-2
2.117316770E0,-1.436520964E-1,0.000000000E0,3.830722719E-2,1.486720164E-1
2.137322551E0,-1.053448766E-1,-4.788403213E-2,-4.788403213E-2,1.252329993E-1
2.157330832E0,-1.244984865E-1,-4.788403213E-2,-4.788403213E-2,1.417237955E-1
2.177332499E0,-1.053448766E-1,-4.788403213E-2,1.915361360E-2,1.172914510E-1
2.197327499E0,-1.244984865E-1,-2.873042040E-2,-9.576806799E-3,1.281289406E-1
2.217326926E0,-9.576806426E-2,9.576806799E-3,8.619125932E-2,1.291981832E-1
2.237330884E0,-9.576806426E-2,4.788403213E-2,2.873042040E-2,1.108595495E-1
2.257329530E0,-1.244984865E-1,-9.576806799E-3,-2.873042040E-2,1.281289406E-1
2.277343541E0,-1.819593310E-1,0.000000000E0,3.830722719E-2,1.859479546E-1
2.297558801E0,-1.819593310E-1,0.000000000E0,9.576806799E-3,1.822111780E-1
2.317751666E0,-9.576806426E-2,-3.830722719E-2,3.830722719E-2,1.100291300E-1
2.337357968E0,-1.915361285E-1,-1.915361360E-2,-2.873042040E-2,1.946237049E-1
2.357340937E0,-1.915361285E-1,-1.915361360E-2,-2.873042040E-2,1.946237049E-1
2.377343228E0,-8.619125932E-2,-3.830722719E-2,-5.746084079E-2,1.104451224E-1
2.397326978E0,-1.723825186E-1,-1.915361360E-2,3.830722719E-2,1.776233017E-1
2.417338072E0,-1.053448766E-1,-9.576806799E-3,0.000000000E0,1.057792903E-1
2.437328697E0,-8.619125932E-2,5.746084079E-2,7.661445439E-2,1.288427570E-1
2.457321041E0,-1.340752989E-1,4.788403213E-2,1.149216816E-1,1.829646392E-1
2.477327655E0,-8.619125932E-2,-9.576806799E-3,9.576806426E-2,1.291981832E-1
2.497325155E0,-4.788403213E-2,0.000000000E0,-2.873042040E-2,5.584189815E-2
2.517322603E0,-6.703764945E-2,-1.915361360E-2,-1.532289088E-1,1.683449014E-1
2.537315311E0,-1.340752989E-1,-1.915361360E-2,-1.053448766E-1,1.715826032E-1
2.557313436E0,-1.532289088E-1,-2.873042040E-2,0.000000000E0,1.558991198E-1
2.577681718E0,-5.746084079E-2,9.576806799E-3,2.873042040E-2,6.495306389E-2
2.597537030E0,-1.915361360E-2,-3.830722719E-2,3.830722719E-2,5.746084079E-2
2.617338957E0,-8.619125932E-2,-3.830722719E-2,3.830722719E-2,1.018028511E-1
2.637327447E0,-1.436520964E-1,-2.873042040E-2,9.576806799E-3,1.468096628E-1
2.657341457E0,-7.661445439E-2,-3.830722719E-2,-4.788403213E-2,9.813306685E-2
2.677350051E0,-2.873042040E-2,-4.788403213E-2,-5.746084079E-2,8.012531319E-2
2.697334009E0,9.576806799E-3,9.576806799E-3,2.873042040E-2,3.176267484E-2
2.717328749E0,2.873042040E-2,2.873042040E-2,8.619125932E-2,9.528802284E-2
2.737330676E0,-3.830722719E-2,-9.576806799E-3,6.703764945E-2,7.780234783E-2
2.757401457E0,-2.873042040E-2,0.000000000E0,0.000000000E0,2.873042040E-2
2.777324426E0,9.576806799E-3,0.000000000E0,-1.915361360E-2,2.141439101E-2
2.797326353E0,7.661445439E-2,9.576806799E-3,0.000000000E0,7.721068482E-2
2.818043488E0,2.873042040E-2,-4.788403213E-2,-4.788403213E-2,7.356084639E-2
2.837329322E0,2.873042040E-2,-2.873042040E-2,-1.053448766E-1,1.129088887E-1
2.857332916E0,6.703764945E-2,-1.915361360E-2,-1.915361360E-2,7.230330747E-2
2.877338540E0,9.576806426E-2,9.576806799E-3,9.576806799E-3,9.672100387E-2
2.897323645E0,4.788403213E-2,4.788403213E-2,6.703764945E-2,9.528802396E-2
2.917329530E0,6.703764945E-2,0.000000000E0,2.873042040E-2,7.293478937E-2
2.937337759E0,7.661445439E-2,-3.830722719E-2,-8.619125932E-2,1.215160543E-1
2.957520207E0,1.436520964E-1,1.915361360E-2,-8.619125932E-2,1.686170777E-1
2.977836353E0,1.436520964E-1,1.915361360E-2,0.000000000E0,1.449233788E-1
2.997325520E0,6.703764945E-2,5.746084079E-2,-2.873042040E-2,9.285058818E-2
3.017326249E0,1.244984865E-1,2.873042040E-2,-1.915361360E-2,1.291981854E-1
3.037329165E0,5.746084079E-2,4.788403213E-2,-5.746084079E-2,9.432060741E-2
3.057334322E0,4.788403213E-2,3.830722719E-2,-9.576806426E-2,1.137182761E-1
3.077994843E0,1.053448766E-1,5.746084079E-2,-8.619125932E-2,1.477437797E-1
3.097340311E0,1.628057212E-1,6.703764945E-2,3.830722719E-2,1.801865504E-1
3.117336561E0,1.340752989E-1,8.619125932E-2,5.746084079E-2,1.694310101E-1
3.137322134E0,1.532289088E-1,4.788403213E-2,-1.532289088E-1,2.219258378E-1
3.157318384E0,1.532289088E-1,4.788403213E-2,-1.532289088E-1,2.219258378E-1
3.177360780E0,1.244984865E-1,5.746084079E-2,-7.661445439E-2,1.570713086E-1
3.197331040E0,1.436520964E-1,0.000000000E0,-1.053448766E-1,1.781389004E-1
3.217317290E0,1.053448766E-1,3.830722719E-2,-9.576806426E-2,1.474330656E-1
3.237332290E0,1.149216816E-1,1.915361360E-2,-5.746084079E-2,1.299061278E-1
3.257351301E0,1.244984865E-1,0.000000000E0,-9.576806799E-3,1.248662820E-1
3.277337759E0,1.053448766E-1,1.915361360E-2,-6.703764945E-2,1.263267604E-1
3.297330415E0,1.053448766E-1,-9.576806799E-3,-5.746084079E-2,1.203785965E-1
3.317330519E0,1.244984865E-1,1.915361360E-2,-8.619125932E-2,1.526291821E-1
3.337324582E0,1.532289088E-1,6.703764945E-2,-9.576806799E-3,1.675257000E-1
3.357332499E0,1.723825186E-1,3.830722719E-2,1.053448766E-1,2.056227600E-1
3.377344582E0,1.340752989E-1,1.915361360E-2,-3.830722719E-2,1.407497437E-1
3.397337394E0,1.244984865E-1,2.873042040E-2,-8.619125932E-2,1.541241168E-1
3.417339842E0,7.661445439E-2,9.576806799E-3,-9.576806426E-2,1.230163078E-1
3.437320780E0,1.149216816E-1,0.000000000E0,2.873042040E-2,1.184585580E-1
3.457343228E0,2.106897533E-1,4.788403213E-2,2.873042040E-2,2.179644231E-1
3.477322186E0,1.628057212E-1,6.703764945E-2,4.788403213E-2,1.824626806E-1
3.497352030E0,9.576806426E-2,4.788403213E-2,-5.746084079E-2,1.215160520E-1
3.517563749E0,5.746084079E-2,9.576806799E-3,0.000000000E0,5.825344155E-2
3.537323540E0,4.788403213E-2,9.576806799E-3,1.915361360E-2,5.245432942E-2
3.557361717E0,1.340752989E-1,1.915361360E-2,1.915361360E-2,1.367841643E-1
3.577356040E0,1.628057212E-1,2.873042040E-2,-3.830722719E-2,1.697014542E-1
3.597626926E0,1.436520964E-1,0.000000000E0,-5.746084079E-2,1.547180436E-1
3.617331040E0,2.873042040E-2,-1.915361360E-2,-3.830722719E-2,5.157268294E-2
3.637335467E0,1.915361360E-2,9.576806799E-3,-2.873042040E-2,3.583312990E-2
3.657347603E0,2.873042040E-2,-6.703764945E-2,-7.661445439E-2,1.057792897E-1
3.677365259E0,5.746084079E-2,-3.830722719E-2,-5.746084079E-2,8.983841107E-2
3.697320728E0,6.703764945E-2,1.915361360E-2,3.830722719E-2,7.955093345E-2
3.717339269E0,2.873042040E-2,3.830722719E-2,4.788403213E-2,6.771824898E-2
3.737321874E0,3.830722719E-2,9.576806426E-2,1.149216816E-1,1.544213673E-1
3.757337551E0,-4.788403213E-2,1.628057212E-1,2.298433632E-1,2.857036139E-1
3.777346873E0,2.873042040E-2,1.149216816E-1,9.576806799E-3,1.188450469E-1
3.797318436E0,-2.202665508E-1,1.723825186E-1,-6.703764945E-2,2.876232476E-1
3.817324946E0,-6.703764945E-2,1.819593310E-1,2.873042040E-2,1.960323485E-1
3.837319113E0,3.639186621E-1,1.915361285E-1,1.599326730E0,1.651353648E0
3.857321248E0,-1.244984865E-1,2.394201756E-1,7.661445439E-2,2.805203526E-1
3.877334373E0,-1.101332784E0,6.799532771E-1,-8.236053586E-1,1.534143457E0
3.897314217E0,-9.576807022E-1,2.106897533E-1,-8.619126081E-1,1.305540441E0
3.917317030E0,2.106897533E-1,3.639186621E-1,-6.607996821E-1,7.832516739E-1
3.937326978E0,3.160346150E-1,-8.619125932E-2,-4.118026793E-1,5.262017273E-1
3.957322082E0,5.650315881E-1,-1.340752989E-1,-6.607996821E-1,8.797119422E-1
3.977317342E0,4.979939461E-1,-5.458779931E-1,-8.906430602E-1,1.157249245E0
3.997317394E0,1.130063176E0,-4.692635238E-1,3.639186621E-1,1.276592272E0
4.017327655E0,-4.309563041E-1,-9.576806799E-3,3.131615877E0,3.161144263E0
4.037329738E0,-1.991975784E0,7.374141216E-1,-2.777273953E-1,2.142167038E0
4.057343644E0,-9.097966552E-1,3.734954596E-1,2.394201756E-1,1.012200984E0
4.077331300E0,1.072602391E0,-4.596867263E-1,5.075707436E-1,1.272562704E0
4.097581457E0,5.363011956E-1,4.788403213E-2,7.661445141E-1,9.364236592E-1
4.117322134E0,8.140285611E-1,2.394201756E-1,5.267243981E-1,9.987007111E-1
4.137325155E0,6.607996821E-1,-5.746083856E-1,5.267243981E-1,1.021895106E0
4.157333123E0,1.723825216E0,-8.044517636E-1,-8.619125932E-2,1.904243931E0
4.177335155E0,-6.607996821E-1,-2.968810201E-1,-7.757213712E-1,1.061385041E0
4.197340623E0,-6.607996821E-1,4.692635238E-1,-1.532289088E-1,8.248294207E-1
4.217323123E0,4.788403511E-1,-8.619125932E-2,3.639186621E-1,6.075802890E-1
4.237319842E0,6.703764945E-2,-7.661445439E-2,-9.864110947E-1,9.916504771E-1
4.257397082E0,-5.458779931E-1,9.576806426E-2,-2.547430515E0,2.607020624E0
4.277326144E0,-3.064578176E-1,-3.351882398E-1,-1.561019540E0,1.625745845E0
4.297339425E0,8.619125932E-2,-4.788403511E-1,4.405331016E-1,6.563432247E-1
4.317324217E0,1.063025594E0,3.064578176E-1,1.934514999E0,2.228517016E0
4.337320467E0,3.734954596E-1,2.873041928E-1,1.130063176E0,1.224371406E0
4.357318019E0,-8.427590132E-1,5.746084079E-2,-6.991068721E-1,1.096492098E0
4.377315832E0,-9.193734527E-1,-1.819593310E-1,-8.810662031E-1,1.286325930E0
4.397314790E0,-5.363011956E-1,-2.585737705E-1,-1.915361285E-1,6.254322152E-1
4.417329061E0,-1.244984865E-1,-8.619125932E-2,-3.830722719E-2,1.561929896E-1
4.437330988E0,7.661445439E-2,6.703764945E-2,-4.788403213E-2,1.125020071E-1
4.457341092E0,-3.447650373E-1,9.576806799E-3,6.991068721E-1,7.795544014E-1
4.477744009E0,2.011129409E-1,1.149216816E-1,4.692635238E-1,5.233179365E-1
4.497677134E0,1.340752989E-1,7.661445439E-2,2.681505978E-1,3.094361057E-1
4.517341196E0,-4.788403213E-2,1.723825186E-1,-3.064578176E-1,3.548591371E-1
4.537322915E0,-2.873042040E-2,1.053448766E-1,3.064578176E-1,3.253296390E-1
4.557342550E0,-1.723825186E-1,-6.703764945E-2,1.053448766E-1,2.128551672E-1
4.577318019E0,2.298433632E-1,1.244984865E-1,1.149216816E-1,2.855430574E-1
4.597329217E0,3.064578176E-1,1.149216816E-1,7.086837292E-1,7.806125895E-1
4.617352550E0,-4.213795066E-1,-6.703764945E-2,2.873041928E-1,5.143913240E-1
4.637347394E0,-3.543418646E-1,2.011129409E-1,-9.576806799E-3,4.075491225E-1
4.657338488E0,-2.968810201E-1,9.576806426E-2,-4.022258818E-1,5.090142652E-1
4.677359113E0,-3.639186621E-1,2.873042040E-2,-4.788403511E-1,6.021215089E-1
4.697326717E0,-7.661445439E-2,1.053448766E-1,-6.991068721E-1,7.111383383E-1
4.717324998E0,2.394201756E-1,1.532289088E-1,-4.692635238E-1,5.486432117E-1
4.737331821E0,3.064578176E-1,5.746084079E-2,-1.149216816E-1,3.323027762E-1
4.757339686E0,-1.915361285E-1,1.915361360E-2,3.160346150E-1,3.700416562E-1
4.777330050E0,-7.757213712E-1,-2.298433632E-1,5.171475410E-1,9.602151824E-1
4.797340519E0,-2.355894566E0,-1.398213744E0,-6.991068721E-1,2.827364727E0
4.817332967E0,1.819593310E-1,6.607996821E-1,3.064578176E-1,7.507874613E-1
4.837343175E0,-9.481038451E-1,-2.202665508E-1,-4.501099288E-1,1.072388550E0
4.857359217E0,-9.481038451E-1,-2.202665508E-1,-4.501099288E-1,1.072388550E0
4.877319581E0,-2.873042040E-2,1.915361285E-1,3.447650373E-1,3.954421026E-1
4.897334061E0,-3.830722719E-2,1.915361360E-2,2.202665508E-1,2.243917511E-1
4.917324425E0,1.244984865E-1,2.298433632E-1,2.873041928E-1,3.884218633E-1
4.937322498E0,7.661445439E-2,2.968810201E-1,-7.661445141E-1,8.252184748E-1
4.957378123E0,-9.576806799E-3,5.458779931E-1,-3.351882398E-1,6.406447180E-1
4.977350779E0,2.298433632E-1,6.129156351E-1,3.351882398E-1,7.354214462E-1
4.997338904E0,4.309563041E-1,1.628057212E-1,6.991068721E-1,8.372451597E-1
5.017329269E0,2.106897533E-1,1.244984865E-1,-5.458779931E-1,5.982247309E-1
5.037335050E0,-1.340752989E-1,8.619125932E-2,-1.340752989E-1,2.082817917E-1
5.057360363E0,-2.585737705E-1,1.053448766E-1,-8.619125932E-2,2.922103198E-1
5.077328956E0,-3.543418646E-1,7.661445439E-2,-2.585737705E-1,4.452957741E-1
5.097321040E0,1.819593310E-1,1.244984865E-1,-6.703764945E-2,2.304411373E-1
5.117330206E0,-7.661445439E-2,-1.244984865E-1,-2.585737705E-1,2.970354231E-1
5.137337706E0,-1.436520964E-1,-4.788403213E-2,-2.585737705E-1,2.996484609E-1
5.157361404E0,-6.703764945E-2,2.106897533E-1,-1.340752989E-1,2.585737890E-1
5.177927342E0,-2.011129409E-1,3.639186621E-1,-4.788403511E-1,6.341697639E-1
5.197337394E0,-3.256114423E-1,1.340752989E-1,1.915361360E-2,3.526554382E-1
5.217325258E0,-9.576806426E-2,1.149216816E-1,2.394201756E-1,2.823128327E-1
5.237343383E0,-8.619125932E-2,1.532289088E-1,-1.149216816E-1,2.100357697E-1
5.257331040E0,-1.436520964E-1,3.830722719E-2,9.576806799E-3,1.489801453E-1
5.277337133E0,-1.723825186E-1,2.873042040E-2,6.703764945E-2,1.871769650E-1
5.298114373E0,-1.053448766E-1,1.628057212E-1,-7.661445439E-2,2.085018477E-1
5.317323123E0,-5.746084079E-2,-9.576806799E-3,-1.915361285E-1,2.001987812E-1
5.337349269E0,1.819593310E-1,2.777273953E-1,-1.915361360E-2,3.325786601E-1
5.357483748E0,4.118026793E-1,4.501099288E-1,1.915361360E-2,6.103664929E-1
5.377334425E0,1.819593310E-1,3.351882398E-1,5.746084079E-2,3.856969049E-1
5.397744477E0,1.915361285E-1,4.405331016E-1,-3.351882398E-1,5.857530693E-1
5.417330258E0,-1.244984865E-1,1.053448766E-1,-2.106897533E-1,2.664349608E-1
5.437335050E0,-2.873041928E-1,-1.244984865E-1,-5.746084079E-2,3.183477981E-1
5.457331873E0,-2.489969730E-1,2.873042040E-2,-6.703764796E-1,7.157021406E-1
5.477324008E0,-2.202665508E-1,4.022258818E-1,-9.002198577E-1,1.010296395E0
5.497327237E0,-3.447650373E-1,1.915361285E-1,-4.884171486E-1,6.277741079E-1
5.517336300E0,-5.650315881E-1,-1.723825186E-1,-5.267243981E-1,7.914638462E-1
5.537650414E0,-5.746084079E-2,-2.011129409E-1,-3.160346150E-1,3.789802648E-1
5.557331352E0,-1.446097851E0,-1.618480325E0,-4.022258818E-1,2.207365673E0
5.577320571E0,3.256114423E-1,9.097966552E-1,-4.501099288E-1,1.065997989E0
5.597325779E0,4.788403511E-1,7.661445439E-2,1.340752989E-1,5.031242811E-1
5.617350154E0,0.000000000E0,1.915361360E-2,1.436520964E-1,1.449233788E-1
5.637341873E0,-2.011129409E-1,0.000000000E0,2.106897533E-1,2.912672092E-1
5.657326404E0,3.830722719E-2,5.746084079E-2,6.224924326E-1,6.263114405E-1
5.677552237E0,5.746084079E-2,1.628057212E-1,3.447650373E-1,3.855779843E-1
5.697321925E0,1.053448766E-1,3.256114423E-1,3.734954596E-1,5.065759693E-1
5.717326612E0,1.244984865E-1,3.543418646E-1,-3.830722719E-2,3.775254611E-1
5.737347602E0,1.244984865E-1,4.405331016E-1,-4.788403511E-1,6.624631073E-1
5.757330623E0,1.532289088E-1,5.746083856E-1,-8.714894056E-1,1.055058140E0
5.777323800E0,1.723825186E-1,5.267243981E-1,-4.118026793E-1,6.904605499E-1
5.797327706E0,-4.596867263E-1,3.256114423E-1,-2.106897533E-1,6.014356739E-1
5.817315310E0,-6.607996821E-1,7.086837292E-1,-9.481038451E-1,1.355651043E0
5.837341144E0,1.331176162E0,1.685518026E0,1.005564690E0,2.371531433E0
5.857339841E0,3.466804028E0,2.901772499E0,3.849876404E0,5.938060468E0
5.877560414E0,5.219359875E0,4.539406300E0,6.770802498E0,9.679446964E0
5.897326769E0,7.431602001E0,6.406883717E0,7.173028469E0,1.215439035E1
5.917616144E0,1.008437729E1,7.431602001E0,7.479485989E0,1.458993092E1
5.937349841E0,1.270842266E1,7.527369976E0,9.337387085E0,1.747432696E1
5.958095883E0,1.020887566E1,4.261679173E0,1.193270111E1,1.627182864E1
5.977599112E0,6.521805286E0,1.082179189E0,8.092401505E0,1.044949846E1
5.997332550E0,2.346317768E0,-1.867477298E0,4.079719543E0,5.063278590E0
6.017368071E0,3.447650373E-1,-4.884171486E0,2.566584110E0,5.528231908E0
6.037322758E0,-1.695094824E0,-7.134721279E0,1.120486379E0,7.418428669E0
6.057338852E0,-3.677493811E0,-9.030928612E0,-5.841852427E-1,9.768464809E0
6.077337810E0,-4.912901878E0,-1.054406452E1,-1.072602391E0,1.168179684E1
6.097333956E0,-5.832275391E0,-1.183693314E1,7.757213712E-1,1.321855385E1
6.117342185E0,-6.617573261E0,-1.284249783E1,1.810016513E0,1.456015749E1
6.137349893E0,-7.287950039E0,-1.339795303E1,1.426944256E0,1.531847026E1
6.157953331E0,-7.632715225E0,-1.388636971E1,1.082179189E0,1.588271756E1
6.177344112E0,-7.939172745E0,-1.425028896E1,5.650315881E-1,1.632239137E1
6.197326820E0,-8.226476669E0,-1.422155857E1,7.661445439E-2,1.642965357E1
6.217338435E0,-9.442731857E0,-1.516966152E1,-1.647210717E0,1.794427816E1
6.237308591E0,-9.050082207E0,-1.601242065E1,-1.896207690E0,1.849046259E1
6.257325727E0,-8.781931877E0,-1.720952225E1,-2.767697096E0,1.951794381E1
6.277731300E0,-7.383718014E0,-1.794693565E1,-1.886630893E0,1.949797854E1
6.297317393E0,-6.761225700E0,-1.859815788E1,-9.864110947E-1,1.981359777E1
6.317326820E0,-6.090848923E0,-2.022621536E1,-2.164358377E0,2.123399811E1
6.337319373E0,-4.003105164E0,-2.174892807E1,-5.027823448E0,2.267861838E1
6.357318695E0,1.503558636E0,-2.085828590E1,-2.509123325E0,2.106239491E1
6.377338070E0,1.142513084E1,-1.637633896E1,5.286397457E0,2.065584882E1
6.397340935E0,1.430774975E1,-1.257434750E1,6.320692539E0,2.006930671E1
6.417340414E0,1.975695229E1,-1.410663605E1,-3.208230257E0,2.448728416E1
6.437329008E0,3.466804123E1,-1.056321812E1,-7.182605267E-1,3.624873181E1
6.457368070E0,4.658158875E1,-2.202665508E-1,6.866570473E0,4.708548309E1
6.477326664E0,2.591483879E1,8.743624687E0,1.620395660E1,3.178990487E1
6.497326768E0,3.088520241E1,1.312980175E1,6.703764915E0,3.422320683E1
6.517337237E0,3.627694321E1,1.029506683E1,3.179499865E0,3.784328512E1
6.537340206E0,3.000413513E1,2.039859772E0,3.993528366E0,3.033739313E1
6.557333800E0,1.916319084E1,-4.520252705E0,2.748543501E0,1.988001658E1
6.577312758E0,1.117613316E1,-8.753201485E0,-5.937620401E-1,1.420834409E1
6.597324008E0,5.908889771E0,-1.131020927E1,-3.284844637E0,1.317672252E1
6.617331716E0,2.576161146E0,-1.383848572E1,-3.198653460E0,1.443508494E1
6.637599945E0,-5.650315881E-1,-1.633803177E1,-1.733402014E0,1.643944115E1
6.657332549E0,-3.964797974E0,-1.719036865E1,-8.331822157E-1,1.766133036E1
6.677586612E0,-5.621585369E0,-1.719036865E1,1.244984865E-1,1.808663861E1
6.697322497E0,-6.330269337E0,-1.638591576E1,1.350329757E0,1.761800033E1
6.717345831E0,-8.149862289E0,-1.612734222E1,1.474828243E0,1.812971431E1
6.737343956E0,-1.131020927E1,-1.606030464E1,1.541865945E0,1.970359281E1
6.757324685E0,-1.320641613E1,-1.564850235E1,3.409343243E0,2.075833987E1
6.777335518E0,-1.283292103E1,-1.449928570E1,5.602431774E0,2.015689435E1
6.797329789E0,-1.175074196E1,-1.353202820E1,4.309563160E0,1.843279844E1
6.817365674E0,-1.071644688E1,-1.298614979E1,2.240972757E0,1.698541371E1
6.837363018E0,-1.033337498E1,-1.306276417E1,1.446097851E0,1.671842233E1
6.857328226E0,-9.519346237E0,-1.325430107E1,1.235408068E0,1.636522786E1
6.877329060E0,-8.485051155E0,-1.361821938E1,6.703764796E-1,1.605930872E1
6.897333643E0,-7.144298077E0,-1.388636971E1,-7.661445439E-2,1.561659785E1
6.917340101E0,-6.943184853E0,-1.433648014E1,-4.309563041E-1,1.593512479E1
6.937334268E0,-7.201758862E0,-1.518881512E1,-9.002198577E-1,1.683377056E1
6.957331664E0,-6.952761650E0,-1.608903503E1,-9.289502501E-1,1.755166350E1
6.977324581E0,-6.406883717E0,-1.747767258E1,3.830722719E-2,1.861501182E1
6.997321404E0,-3.294421434E0,-1.961330032E1,2.777273953E-1,1.988999484E1
7.017334633E0,4.204218388E0,-2.049436569E1,-4.596867263E-1,2.092619863E1
7.037334268E0,1.358948898E1,-2.044648170E1,-5.985504150E0,2.526972665E1
