time,bpm
1694253011500,87.0
1694253012012,89.0
1694253013416,90.0
1694253014615,92.0
1694253015816,91.0
1694253017219,89.0
1694253018414,86.0
1694253019814,83.0
1694253021016,82.0
1694253022221,81.0
1694253023611,79.0
1694253026218,78.0
1694253028618,77.0
1694253031220,76.0
1694253032615,75.0
1694253033813,74.0
1694253035026,75.0
1694253036411,78.0
1694253037613,79.0
1694253040213,80.0
1694253041417,79.0
1694253045411,80.0
1694253046610,81.0
1694253047816,82.0
1694253049214,81.0
1694253050411,82.0
1694253051810,83.0
1694253053012,85.0
1694253054221,84.0
1694253055609,85.0
1694253059410,86.0
1694253060616,85.0
1694253062009,84.0
1694253063218,85.0
1694253065809,84.0
1694253067016,87.0
1694253071008,88.0
1694253072221,89.0
1694253073418,90.0
1694253076012,89.0
1694253077407,88.0
1694253078608,91.0
1694253079818,90.0
1694253081212,91.0
1694253082410,94.0
1694253083806,93.0
1694253085006,94.0
1694253087605,92.0
1694253088813,91.0
1694253090209,90.0
1694253091408,91.0
1694253092610,93.0
1694253094010,91.0
1694253095216,92.0
1694253099012,94.0
1694253100405,92.0
1694253101609,89.0
1694253103003,91.0
1694253105409,90.0
1694253108009,91.0
1694253109402,92.0
1694253110607,91.0
1694253114408,93.0
1694253118218,92.0
1694253120814,93.0
1694253123408,92.0
1694253126004,94.0
1694253127213,96.0
1694253128602,94.0
1694253131007,93.0
1694253132406,94.0
1694253135004,93.0
1694253136214,92.0
1694253137405,89.0
1694253138804,90.0
1694253140004,91.0
1694253141402,90.0
1694253142611,91.0
1694253143805,92.0
1694253145210,91.0
1694253147801,90.0
1694253149009,91.0
1694253151608,93.0
1694253152804,92.0
1694253155407,93.0
1694253156604,92.0
1694253159210,93.0
1694253160600,94.0
1694253161805,93.0
1694253163004,94.0
1694253164404,97.0
1694253165603,100.0
1694253169401,101.0
1694253170804,100.0
1694253172002,101.0
1694253173400,96.0
1694253174606,94.0
1694253175805,92.0
1694253177207,91.0
1694253178403,90.0
1694253179801,88.0
1694253182208,91.0
1694253183609,92.0
1694253186206,93.0
1694253188600,92.0
1694253190006,93.0
1694253191204,92.0
1694253192599,93.0
1694253193799,94.0
1694253198999,93.0
1694253201398,95.0
1694253202796,93.0
1694253203995,96.0
1694253205407,99.0
1694253206596,96.0
1694253207798,95.0
1694253209203,94.0
1694253212995,93.0
1694253214205,92.0
1694253215594,93.0
1694253216795,94.0
1694253218200,96.0
1694253219395,95.0
1694253225791,93.0
1694253226999,92.0
1694253229596,93.0
1694253233403,94.0
1694253235995,93.0
1694253237395,92.0
1694253238595,91.0
1694253239800,93.0
1694253242396,90.0
1694253244995,92.0
1694253248796,93.0
1694253250200,92.0
1694253251396,91.0
1694253252601,93.0
1694253255200,94.0
1694253256593,93.0
1694253257794,92.0
1694253260393,94.0
1694253261602,93.0
1694253264199,94.0
1694253265399,95.0
1694253267996,96.0
1694253269393,95.0
1694253271797,96.0
1694253276992,95.0
1694253278206,92.0
1694253282198,91.0
1694253284598,92.0
1694253285993,91.0
1694253288591,90.0
1694253289793,89.0
1694253294991,90.0
1694253299999,89.0
1694253305196,90.0
1694253306396,91.0
1694253307786,92.0
1694253308997,91.0
1694253310211,92.0
1694253312794,91.0
1694253315392,89.0
1694253316596,88.0
1694253320589,89.0
1694253321793,90.0
1694253322994,89.0
1694253324394,90.0
1694253325593,88.0
1694253326988,87.0
1694253328198,89.0
1694253329395,91.0
1694253330789,90.0
1694253334593,87.0
1694253335798,88.0
1694253337194,89.0
1694253339790,90.0
1694253342203,89.0
1694253343592,88.0
1694253348595,89.0
1694253351200,87.0
1694253352590,88.0
1694253354997,89.0
1694253361395,90.0
1694253363994,89.0
1694253365389,88.0
1694253366597,87.0
1694253367794,88.0
1694253369195,89.0
1694253370393,88.0
1694253371789,89.0
1694253373002,90.0
1694253378193,91.0
1694253380596,93.0
1694253381992,92.0
1694253384589,96.0
1694253385794,95.0
1694253386993,93.0
1694253388393,92.0
1694253390988,91.0
1694253392200,90.0
1694253398593,89.0
1694253399793,90.0
1694253401197,89.0
1694253402393,90.0
1694253403789,91.0
1694253406199,92.0
1694253408792,93.0
1694253412594,94.0
1694253413994,93.0
1694253417794,94.0
1694253421598,95.0
1694253422990,96.0
1694253426796,97.0
1694253431795,96.0
1694253434392,97.0
1694253435800,96.0
1694253438199,95.0
1694253445996,96.0
1694253447199,94.0
1694253448589,92.0
1694253449795,93.0
1694253450995,97.0
1694253452397,98.0
1694253453594,99.0
1694253454992,97.0
1694253456200,99.0
1694253458795,98.0
1694253461394,99.0
1694253462593,98.0
1694253465201,99.0
1694253466393,98.0
1694253468993,99.0
1694253470201,100.0
1694253471594,99.0
1694253472792,100.0
1694253474198,99.0
1694253477992,97.0
1694253481791,95.0
1694253488196,97.0
1694253490791,99.0
1694253491991,100.0
1694253494590,99.0
1694253497196,98.0
1694253499790,100.0
1694253500990,99.0
1694253503588,100.0
1694253504789,99.0
1694253506201,98.0
1694253507389,97.0
1694253514995,96.0
1694253520192,95.0
1694253522785,94.0
1694253523988,93.0
1694253530391,94.0
1694253531782,93.0
1694253532985,94.0
1694253536786,95.0
1694253538188,93.0
1694253539383,91.0
1694253544581,90.0
