time,status
1699950296,normal
1699950297,normal
1699950298,surprise
1699950299,surprise
1699950300,normal
1699950301,normal
1699950302,normal
1699950303,normal
1699950309,relief
1699950309,relief
1699950309,normal
1699950309,normal
1699950314,surprise
1699950314,surprise
1699950309,normal
1699950314,surprise
1699950314,relief
1699950314,normal
1699950315,normal
1699950316,normal
1699950316,normal
1699950317,normal
1699950324,normal
1699950324,normal
1699950324,normal
1699950324,normal
1699950324,normal
1699950324,surprise
1699950324,normal
1699950325,normal
1699950326,normal
1699950327,normal
1699950328,relief
1699950329,surprise
1699950330,normal
1699950331,surprise
1699950332,normal
1699950333,normal
1699950335,normal
1699950337,normal
1699950339,surprise
1699950339,surprise
1699950344,normal
1699950344,normal
1699950339,normal
1699950344,normal
1699950344,normal
1699950344,surprise
1699950345,relief
1699950346,surprise
1699950346,normal
1699950348,relief
1699950348,surprise
1699950349,normal
1699950354,normal
1699950354,normal
1699950354,normal
1699950354,relief
1699950354,relief
1699950355,normal
1699950356,normal
1699950357,normal
1699950359,relief
1699950359,relief
1699950361,normal
1699950362,relief
1699950363,normal
1699950364,normal
1699950369,surprise
1699950369,surprise
1699950369,surprise
1699950369,relief
1699950369,normal
1699950375,normal
1699950375,normal
1699950375,normal
1699950375,relief
1699950375,relief
1699950375,normal
1699950376,normal
1699950377,normal
1699950378,normal
1699950384,normal
1699950384,normal
1699950384,normal
1699950384,normal
1699950384,normal
1699950384,surprise
1699950385,normal
1699950386,normal
1699950387,normal
1699950388,normal
1699950389,normal
1699950390,normal
1699950391,normal
1699950392,normal
1699950393,normal
1699950399,surprise
1699950399,surprise
1699950399,surprise
1699950399,surprise
1699950399,normal
1699950399,normal
1699950405,normal
1699950405,normal
1699950405,normal
1699950405,normal
1699950406,normal
1699950407,normal
1699950407,normal
1699950408,normal
1699950409,normal
1699950414,normal
1699950414,normal
1699950414,normal
1699950414,normal
1699950414,surprise
1699950415,normal
1699950416,normal
1699950417,normal
1699950418,normal
1699950419,normal
1699950420,relief
1699950421,normal
1699950422,surprise
1699950423,normal
1699950429,surprise
1699950429,surprise
1699950429,surprise
1699950429,surprise
1699950429,relief
1699950429,normal
1699950435,normal
1699950436,normal
1699950436,normal
1699950437,normal
1699950444,normal
1699950444,normal
1699950444,normal
1699950444,normal
1699950444,normal
1699950444,normal
