time,content
1688988447741,初期位置
1688988609269,椅子に座る
1688990309434,椅子から立つ
1688990314238,初期位置
1688990460280,テントに入る
1688990462075,テントで正座
1688992695500,テントから出る
1688992703007,初期位置
