2034465982,-80
2034467237,-84
2034468343,-88
2034469451,-79
2034470561,-81
2034471670,-75
2034472776,-77
2034473885,-77
2034474994,-80
2034476104,-89
2034477210,-83
2034478317,-93
2034479424,-86
2034480534,-91
2034481642,-90
2034482752,-95
2034483861,-87
2034484972,-89
2034486080,-89
2034487188,-94
2034488291,-95
2034489406,-95
2034490511,-95
2034491623,-95
2034492728,-92
2034493837,-90
2034494949,-92
2034496057,-98
2034497166,-95
2034498273,-95
2034499384,-93
2034500493,-95
2034501597,-95
2034502707,-97
2034503818,-90
2034504924,-95
2034506035,-87
2034507144,-98
2034508251,-92
2034509357,-93
2034510468,-94
2034511578,-92
2034512679,-95
2034513790,-97
2034514900,-90
2034517114,-89
2034518226,-94
2034521552,-91
2034522664,-95
2034524881,-93
2034529316,-92
2034530425,-94
2034535969,-93
2034537075,-93
2034539296,-95
2034541515,-95
2034543728,-91
2034544838,-93
2034545951,-91
2034547060,-92
2034548167,-94
2034549274,-92
2034550381,-91
2034551493,-93
2034552600,-96
2034553705,-92
2034554816,-95
2034555926,-91
2034557032,-89
2034558141,-90
2034559251,-91
2034560356,-94
2034561466,-89
2034562572,-93
2034563681,-88
2034564790,-91
2034565899,-94
2034567005,-83
2034568117,-85
2034569225,-89
2034570333,-92
2034571442,-94
2034572551,-95
2034574770,-92
2034575876,-87
2034576984,-91
2034578093,-90
2034579201,-93
2034580312,-86
2034581424,-93
2034582531,-85
2034583640,-93
2034584749,-92
2034585857,-93
2034586964,-87
2034588074,-88
2034589183,-93
2034590292,-93
2034591408,-93
2034592512,-97
2034593620,-93
2034594723,-89
2034596942,-91
2034598052,-89
2034599158,-89
2034600271,-89
2034601375,-92
2034602484,-94
2034603582,-87
2034604698,-88
2034605805,-90
2034606912,-89
2034608022,-88
2034609130,-92
2034611347,-90
2034612452,-95
2034613559,-86
2034614670,-84
2034615779,-79
2034616886,-86
2034617996,-78
2034619102,-79
2034620213,-90
2034621323,-86
2034622430,-87
2034623540,-83
2034624651,-82
2034625752,-69
2034626862,-71
2034627968,-76
2034629076,-77
2034630184,-74
2034631298,-91
2034632404,-89
2034633512,-90
2034634620,-87
2034635728,-87
2034636838,-83
2034637945,-82
2034639057,-82
2034640165,-82
2034641275,-87
2034642382,-80
2034643487,-78
2034644599,-81
2034645697,-80
2034646809,-92
2034647920,-91
2034649017,-81
2034650131,-88
2034651240,-82
2034652348,-88
2034653455,-84
2034654562,-81
2034655670,-81
2034656779,-79
2034657884,-85
2034658990,-85
2034660102,-83
2034661214,-81
2034662319,-86
2034663428,-80
2034664531,-83
2034665639,-80
2034666743,-79
2034667844,-79
2034668958,-80
2034670065,-80
2034671162,-74
2034672272,-74
2034673381,-77
2034674489,-78
2034675598,-82
2034676708,-79
2034677817,-79
2034678924,-85
2034680030,-75
2034681140,-84
2034682248,-80
2034683357,-78
2034684468,-76
2034685563,-63
2034686664,-62
2034687772,-64
2034688874,-62
2034689981,-63
2034691084,-64
2034692195,-65
2034693301,-65
2034694409,-64
2034695519,-63
2034696629,-62
2034697738,-64
2034698845,-64
2034699955,-65
2034701064,-67
2034702163,-66
2034703276,-66
2034704384,-66
2034705493,-68
2034706598,-68
2034707711,-65
2034708816,-64
2034709921,-67
2034711035,-66
2034712138,-65
2034713238,-66
2034714349,-64
2034715458,-65
2034716564,-68
2034717675,-69
2034718782,-65
2034719888,-63
2034721002,-70
2034722107,-72
2034723217,-63
2034724325,-75
2034725433,-77
2034726541,-70
2034727650,-74
2034728755,-65
2034729864,-79
2034730970,-82
2034732081,-70
2034733183,-63
2034734292,-69
2034735406,-73
2034736509,-71
2034737617,-74
2034738729,-73
2034739833,-77
2034740947,-83
2034742050,-80
2034743159,-66
2034744268,-83
2034745373,-82
