time,status
1699950849,normal
1699950849,normal
1699950854,normal
1699950854,normal
1699950854,normal
1699950854,normal
1699950854,normal
1699950854,surprise
1699950855,normal
1699950856,normal
1699950857,normal
1699950858,normal
1699950862,normal
1699950862,surprise
1699950862,normal
1699950864,normal
1699950864,normal
1699950864,surprise
1699950865,relief
1699950866,normal
1699950867,normal
1699950868,normal
1699950869,normal
1699950870,normal
1699950871,normal
1699950872,normal
1699950873,normal
1699950874,normal
1699950876,normal
1699950877,normal
1699950878,normal
1699950879,normal
1699950885,normal
1699950885,surprise
1699950886,surprise
1699950886,surprise
1699950886,relief
1699950886,surprise
1699950886,normal
1699950887,normal
1699950887,relief
1699950894,surprise
1699950894,surprise
1699950894,surprise
1699950894,surprise
1699950894,surprise
1699950894,relief
1699950894,normal
1699950895,normal
1699950896,normal
1699950897,normal
1699950899,normal
1699950900,normal
1699950901,normal
1699950903,normal
1699950904,normal
1699950905,normal
1699950906,normal
1699950908,normal
1699950909,surprise
1699950909,normal
1699950915,normal
1699950916,normal
1699950917,normal
1699950918,normal
1699950920,normal
1699950924,normal
1699950924,normal
1699950924,normal
1699950924,normal
1699950924,normal
1699950920,normal
1699950924,normal
1699950926,relief
1699950926,normal
1699950927,relief
1699950928,normal
1699950929,normal
1699950930,normal
1699950931,normal
1699950932,normal
1699950933,normal
1699950934,normal
1699950935,normal
1699950939,surprise
1699950939,surprise
1699950939,surprise
1699950944,normal
1699950944,normal
1699950944,normal
1699950944,normal
1699950944,relief
1699950945,surprise
1699950945,normal
1699950946,normal
1699950947,normal
1699950948,normal
1699950954,relief
1699950954,relief
1699950954,relief
1699950954,relief
1699950954,normal
1699950954,normal
1699950955,normal
1699950956,normal
1699950957,relief
1699950958,normal
1699950959,normal
1699950960,normal
1699950961,normal
1699950962,normal
1699950963,normal
1699950968,surprise
1699950964,normal
1699950968,normal
1699950969,normal
1699950969,normal
1699950974,surprise
1699950975,normal
1699950975,normal
1699950975,surprise
1699950975,relief
1699950975,normal
1699950977,surprise
1699950977,normal
1699950977,surprise
1699950978,normal
1699950984,normal
1699950984,normal
1699950984,normal
1699950984,normal
1699950984,normal
1699950984,surprise
1699950985,normal
1699950986,surprise
1699950987,normal
1699950988,normal
1699950989,normal
1699950990,normal
1699950991,normal
1699950992,normal
1699950993,normal
1699950994,normal
1699950999,normal
1699950999,normal
1699950999,normal
1699950999,normal
1699951005,relief
1699951005,relief
1699951005,relief
1699951005,surprise
1699951005,relief
1699951005,surprise
1699951007,relief
1699951007,relief
1699951007,surprise
1699951008,normal
1699951014,relief
1699951014,relief
1699951014,surprise
1699951014,surprise
1699951014,surprise
1699951014,normal
1699951015,normal
1699951016,normal
1699951017,relief
1699951018,surprise
1699951019,normal
1699951020,normal
1699951021,normal
1699951022,relief
1699951023,normal
1699951029,normal
1699951029,surprise
1699951029,surprise
1699951029,surprise
1699951029,surprise
1699951035,normal
1699951035,normal
1699951035,normal
1699951035,relief
1699951035,relief
1699951035,normal
1699951035,normal
1699951036,normal
1699951037,normal
1699951044,normal
1699951044,normal
1699951044,normal
1699951044,normal
1699951038,normal
1699951044,normal
1699951044,normal
1699951045,normal
1699951046,normal
1699951047,normal
1699951048,normal
1699951049,surprise
1699951050,normal
1699951051,normal
1699951052,relief
1699951057,relief
1699951057,relief
1699951057,relief
1699951057,relief
1699951057,surprise
1699951059,normal
1699951065,relief
1699951065,relief
1699951059,normal
1699951065,relief
1699951065,relief
1699951065,relief
1699951065,normal
1699951066,normal
1699951067,normal
1699951068,normal
1699951074,surprise
1699951074,relief
1699951074,relief
1699951074,relief
1699951074,relief
1699951074,surprise
1699951075,normal
1699951076,normal
1699951077,normal
1699951078,normal
1699951079,surprise
1699951080,normal
1699951081,normal
1699951082,normal
1699951083,normal
1699951089,relief
1699951089,relief
1699951089,relief
1699951089,relief
1699951089,relief
1699951089,normal
1699951095,relief
1699951095,relief
1699951095,relief
1699951095,normal
1699951095,surprise
1699951095,surprise
1699951096,surprise
1699951097,normal
1699951098,normal
1699951104,normal
1699951104,normal
1699951104,normal
1699951104,normal
1699951104,surprise
1699951104,normal
1699951105,relief
1699951106,normal
1699951107,normal
1699951108,normal
1699951109,surprise
1699951110,normal
1699951111,normal
1699951112,surprise
1699951113,normal
1699951117,normal
1699951117,normal
1699951117,normal
1699951119,surprise
1699951119,relief
1699951125,relief
1699951125,relief
1699951119,normal
1699951125,relief
1699951125,relief
1699951125,relief
1699951125,normal
1699951126,normal
1699951127,normal
1699951134,surprise
1699951134,surprise
1699951134,surprise
1699951134,normal
1699951134,normal
1699951134,normal
1699951134,normal
1699951135,normal
1699951136,normal
1699951137,normal
1699951138,normal
1699951139,surprise
1699951140,normal
1699951141,normal
1699951142,normal
1699951143,normal
1699951149,normal
1699951149,normal
1699951149,normal
1699951149,normal
1699951155,normal
1699951155,normal
1699951155,normal
1699951155,normal
1699951155,normal
1699951155,normal
1699951155,surprise
1699951155,surprise
1699951156,relief
1699951157,normal
1699951164,surprise
1699951164,relief
1699951164,normal
1699951164,normal
1699951164,normal
1699951165,normal
1699951167,normal
1699951168,relief
1699951169,relief
1699951170,normal
1699951171,normal
1699951172,normal
1699951179,relief
1699951179,relief
1699951179,relief
1699951173,normal
1699951179,relief
1699951185,surprise
1699951185,surprise
1699951185,surprise
1699951185,surprise
1699951185,surprise
1699951185,surprise
1699951185,normal
1699951185,normal
1699951186,normal
1699951187,normal
1699951194,normal
1699951194,normal
1699951194,normal
1699951194,normal
1699951194,normal
1699951194,normal
1699951195,normal
1699951196,normal
1699951197,normal
1699951198,normal
1699951199,normal
1699951200,relief
1699951201,normal
1699951202,normal
1699951203,normal
1699951209,normal
1699951204,normal
1699951209,surprise
1699951209,surprise
1699951215,relief
1699951215,relief
1699951215,normal
1699951215,normal
1699951215,normal
1699951215,normal
1699951215,relief
1699951215,surprise
1699951216,normal
1699951217,normal
1699951218,normal
1699951219,normal
1699951224,normal
1699951224,normal
1699951224,normal
1699951224,normal
1699951224,normal
1699951225,normal
1699951226,normal
1699951227,surprise
1699951228,surprise
1699951229,normal
1699951230,surprise
1699951231,normal
1699951232,normal
1699951233,normal
1699951234,normal
1699951235,normal
1699951237,surprise
1699951237,normal
1699951238,normal
1699951239,normal
1699951245,normal
1699951245,normal
1699951245,normal
1699951245,normal
1699951245,normal
1699951247,normal
1699951246,normal
1699951247,relief
1699951248,normal
1699951254,relief
1699951254,normal
1699951254,normal
1699951254,normal
1699951254,normal
1699951254,surprise
1699951255,normal
1699951256,normal
1699951257,relief
1699951258,relief
1699951259,relief
1699951260,normal
1699951261,normal
1699951262,normal
1699951263,normal
1699951269,normal
1699951269,normal
1699951269,normal
1699951269,normal
1699951264,normal
1699951276,relief
1699951269,normal
1699951276,relief
1699951277,normal
1699951277,surprise
1699951276,surprise
1699951277,surprise
1699951278,normal
1699951279,normal
1699951284,relief
1699951284,surprise
1699951284,normal
1699951284,surprise
1699951284,relief
1699951284,surprise
1699951284,surprise
1699951285,normal
1699951286,normal
1699951287,normal
1699951288,normal
1699951289,normal
1699951290,normal
1699951291,normal
1699951292,normal
1699951293,normal
1699951305,normal
1699951294,normal
1699951305,normal
1699951305,normal
1699951305,normal
1699951305,relief
1699951305,normal
1699951306,surprise
1699951306,relief
1699951306,relief
