time,status
1699950849,normal
1699950854,normal
1699950856,normal
1699950857,normal
1699950862,normal
1699950864,surprise
1699950864,normal
1699950865,normal
1699950867,normal
1699950873,normal
1699950874,normal
1699950876,relief
1699950876,normal
1699950884,surprise
1699950885,surprise
1699950885,normal
1699950887,relief
1699950888,normal
1699950894,surprise
1699950894,surprise
1699950894,normal
1699950898,normal
1699950899,normal
1699950902,normal
1699950903,normal
1699950914,relief
1699950908,normal
1699950914,relief
1699950915,relief
1699950916,normal
1699950917,normal
1699950918,normal
1699950920,normal
1699950924,normal
1699950930,normal
1699950936,normal
1699950939,surprise
1699950939,normal
1699950944,relief
1699950945,normal
1699950954,relief
1699950949,normal
1699950954,surprise
1699950954,normal
1699950955,normal
1699950957,relief
1699950958,relief
1699950959,normal
1699950961,normal
1699950969,surprise
1699950969,normal
1699950975,normal
1699950977,normal
1699950986,surprise
1699950987,relief
1699950988,relief
1699950989,normal
1699950991,normal
1699950999,relief
1699950999,normal
1699951000,normal
1699951005,normal
1699951007,normal
1699951014,surprise
1699951015,normal
1699951018,surprise
1699951019,normal
1699951021,normal
1699951029,relief
1699951029,relief
1699951029,surprise
1699951035,surprise
1699951035,surprise
1699951035,relief
1699951035,surprise
1699951037,normal
1699951039,normal
1699951045,normal
1699951048,normal
1699951049,normal
1699951057,relief
1699951057,relief
1699951057,relief
1699951059,normal
1699951063,surprise
1699951065,surprise
1699951065,normal
1699951067,normal
1699951069,normal
1699951074,relief
1699951074,relief
1699951075,normal
1699951077,normal
1699951089,surprise
1699951089,surprise
1699951089,relief
1699951090,normal
1699951095,normal
1699951098,surprise
1699951099,normal
1699951100,normal
1699951105,normal
1699951107,normal
1699951113,normal
1699951125,normal
1699951126,normal
1699951134,relief
1699951135,normal
1699951136,normal
1699951140,normal
1699951144,normal
1699951149,relief
1699951149,relief
1699951149,normal
1699951154,normal
1699951158,normal
1699951164,normal
1699951166,normal
1699951167,normal
1699951168,relief
1699951169,normal
1699951170,normal
1699951179,relief
1699951179,relief
1699951179,relief
1699951179,normal
1699951185,normal
1699951187,normal
1699951194,normal
1699951196,normal
1699951197,normal
1699951199,normal
1699951200,normal
1699951201,relief
1699951202,normal
1699951204,normal
1699951209,normal
1699951215,surprise
1699951215,surprise
1699951215,surprise
1699951215,relief
1699951215,relief
1699951215,surprise
1699951215,normal
1699951216,normal
1699951224,normal
1699951227,normal
1699951229,surprise
1699951230,normal
1699951234,normal
1699951237,relief
1699951238,relief
1699951245,normal
1699951245,surprise
1699951239,normal
1699951245,normal
1699951248,normal
1699951254,surprise
1699951254,surprise
1699951255,normal
1699951256,normal
1699951269,surprise
1699951269,surprise
1699951269,normal
1699951275,relief
1699951275,normal
1699951278,normal
1699951280,normal
1699951284,relief
1699951284,normal
1699951288,normal
1699951289,normal
1699951299,surprise
1699951299,surprise
1699951299,normal
1699951305,relief
1699951305,normal
1699951307,surprise
1699951308,normal
1699951309,normal
1699951314,relief
1699951314,relief
1699951314,relief
1699951314,surprise
1699951317,normal
1699951318,normal
1699951328,relief
1699951329,normal
1699951335,relief
1699951335,surprise
1699951335,normal
1699951336,normal
1699951344,surprise
1699951344,relief
1699951344,surprise
1699951344,relief
1699951344,relief
1699951345,relief
