time,status
1699951916,surprise
1699951917,surprise
1699951918,normal
1699951919,normal
1699951920,normal
1699951921,normal
1699951922,relief
1699951923,relief
1699951924,normal
1699951935,surprise
1699951935,surprise
1699951935,relief
1699951935,relief
1699951935,relief
1699951935,relief
1699951935,normal
1699951936,surprise
1699951935,surprise
1699951936,normal
1699951937,relief
1699951937,surprise
1699951938,normal
1699951945,surprise
1699951945,surprise
1699951945,surprise
1699951945,surprise
1699951945,relief
1699951945,normal
1699951945,normal
1699951946,relief
1699951947,normal
1699951948,normal
1699951949,normal
1699951950,normal
1699951951,normal
1699951952,normal
1699951953,normal
1699951960,relief
1699951959,surprise
1699951960,relief
1699951960,relief
1699951954,normal
1699951960,normal
1699951965,surprise
1699951965,normal
1699951965,relief
1699951966,surprise
1699951966,normal
1699951967,relief
1699951968,relief
1699951968,surprise
1699951968,normal
1699951969,normal
1699951973,normal
1699951973,normal
1699951973,relief
1699951975,surprise
1699951975,relief
1699951975,relief
1699951976,normal
1699951977,relief
1699951978,relief
1699951979,normal
1699951980,normal
1699951981,normal
1699951982,normal
1699951983,surprise
1699951984,normal
1699951986,normal
1699951986,normal
1699951987,normal
1699951989,relief
1699951989,normal
1699951995,relief
1699951995,relief
1699951995,normal
1699951995,normal
1699951995,normal
1699951996,normal
1699951997,surprise
1699951997,normal
1699951998,normal
1699952005,normal
1699952005,normal
1699952005,normal
1699952000,normal
1699952005,normal
1699952005,normal
1699952005,normal
1699952006,normal
1699952007,normal
1699952008,surprise
1699952009,normal
1699952010,normal
1699952011,normal
1699952012,surprise
1699952013,normal
1699952018,normal
1699952018,normal
1699952018,normal
1699952018,relief
1699952019,normal
1699952025,normal
1699952025,normal
1699952020,normal
1699952025,relief
1699952025,surprise
1699952025,relief
1699952025,surprise
1699952026,normal
1699952027,normal
1699952028,normal
1699952029,normal
1699952035,surprise
1699952035,relief
1699952035,normal
1699952035,surprise
1699952035,relief
1699952035,normal
1699952036,normal
1699952037,relief
1699952038,normal
1699952039,surprise
1699952040,normal
1699952041,normal
1699952042,normal
1699952043,normal
1699952044,normal
1699952050,normal
1699952050,surprise
1699952050,surprise
1699952050,normal
1699952050,normal
1699952055,normal
1699952055,normal
1699952055,normal
1699952055,normal
1699952055,normal
1699952056,normal
1699952057,normal
1699952058,normal
1699952065,surprise
1699952065,surprise
1699952065,surprise
1699952065,surprise
1699952065,normal
1699952066,normal
1699952068,normal
1699952069,normal
1699952070,normal
1699952071,normal
1699952072,normal
1699952073,normal
1699952074,normal
1699952080,normal
1699952080,normal
1699952080,normal
1699952080,normal
1699952080,normal
1699952085,normal
1699952085,normal
1699952085,normal
1699952085,relief
1699952085,normal
1699952085,surprise
1699952086,normal
1699952087,normal
1699952088,relief
1699952089,normal
1699952095,surprise
1699952095,surprise
1699952095,surprise
1699952095,surprise
1699952095,normal
1699952095,relief
1699952096,normal
1699952097,normal
1699952098,normal
1699952099,normal
1699952100,normal
1699952101,relief
1699952102,normal
1699952103,normal
1699952104,normal
1699952110,relief
1699952110,normal
1699952110,normal
1699952110,normal
1699952110,normal
1699952115,normal
1699952115,normal
1699952115,normal
1699952115,normal
1699952110,normal
1699952115,normal
1699952116,surprise
1699952117,normal
1699952118,normal
1699952125,normal
1699952125,normal
1699952125,normal
1699952125,normal
1699952125,surprise
1699952125,relief
1699952125,normal
1699952126,normal
1699952127,normal
1699952128,relief
1699952129,normal
1699952130,relief
1699952131,relief
1699952132,normal
1699952133,normal
1699952134,normal
1699952135,normal
1699952140,normal
1699952140,normal
1699952140,normal
1699952145,normal
1699952145,normal
1699952145,normal
1699952145,normal
1699952145,normal
1699952146,relief
1699952146,normal
1699952147,surprise
1699952148,surprise
1699952148,normal
1699952149,normal
1699952155,surprise
1699952155,surprise
1699952155,surprise
1699952150,normal
1699952155,normal
1699952155,surprise
1699952156,normal
1699952157,surprise
1699952158,normal
1699952159,normal
1699952160,normal
1699952161,normal
1699952162,normal
1699952163,normal
1699952164,normal
1699952165,normal
1699952169,relief
1699952170,normal
1699952170,normal
1699952170,normal
1699952175,normal
1699952175,normal
1699952175,normal
1699952175,normal
1699952175,relief
1699952176,surprise
1699952177,normal
1699952178,surprise
1699952178,normal
1699952185,normal
1699952185,normal
1699952185,normal
1699952185,surprise
1699952185,normal
1699952185,normal
1699952185,relief
1699952186,normal
1699952187,normal
1699952188,normal
1699952189,normal
1699952190,surprise
1699952191,normal
1699952192,normal
1699952193,relief
1699952194,normal
1699952196,normal
1699952200,normal
1699952200,surprise
1699952205,normal
1699952205,normal
1699952205,normal
1699952205,normal
1699952205,normal
1699952205,normal
1699952206,surprise
1699952207,relief
1699952207,surprise
1699952208,surprise
1699952208,normal
1699952215,relief
1699952215,relief
1699952215,relief
1699952215,relief
1699952215,relief
1699952215,surprise
1699952215,relief
1699952216,normal
1699952217,relief
1699952218,normal
1699952219,normal
1699952220,normal
1699952221,normal
1699952222,normal
1699952223,normal
1699952224,normal
1699952230,normal
1699952230,relief
1699952230,relief
1699952225,normal
1699952235,normal
1699952235,surprise
1699952230,normal
1699952235,relief
1699952236,relief
1699952237,surprise
1699952237,surprise
1699952237,relief
1699952238,surprise
1699952238,normal
1699952239,normal
1699952245,normal
