time,status
1699948256,normal
1699948258,relief
1699948258,relief
1699948259,relief
1699948260,relief
1699948261,normal
1699948262,normal
1699948273,normal
1699948273,normal
1699948273,surprise
1699948273,relief
1699948273,normal
1699948273,normal
1699948273,surprise
1699948273,relief
1699948273,surprise
1699948273,relief
1699948273,surprise
1699948274,relief
1699948275,relief
1699948277,relief
1699948277,relief
1699948278,surprise
1699948279,normal
1699948280,relief
1699948281,normal
1699948282,normal
1699948284,normal
1699948284,normal
1699948285,normal
1699948286,normal
1699948289,normal
1699948289,surprise
1699948289,normal
1699948290,normal
1699948291,normal
1699948292,normal
1699948299,normal
1699948299,normal
1699948299,surprise
1699948300,relief
1699948300,surprise
1699948300,normal
1699948301,relief
1699948301,normal
1699948302,surprise
1699948303,relief
1699948303,relief
1699948304,normal
1699948305,normal
1699948306,normal
1699948307,normal
1699948308,normal
1699948309,relief
1699948310,relief
1699948311,normal
1699948312,relief
1699948313,normal
1699948314,normal
1699948315,normal
1699948316,normal
1699948317,normal
1699948318,surprise
1699948319,normal
1699948320,normal
1699948321,normal
1699948329,surprise
1699948329,surprise
1699948329,normal
1699948329,normal
1699948329,surprise
1699948330,relief
1699948331,relief
1699948331,surprise
1699948331,normal
1699948332,normal
1699948333,relief
1699948334,surprise
1699948334,normal
1699948336,surprise
1699948336,normal
1699948338,normal
1699948338,normal
1699948339,relief
1699948340,normal
1699948342,normal
1699948343,normal
1699948344,normal
1699948345,relief
1699948346,normal
1699948347,normal
1699948348,surprise
1699948349,normal
1699948350,normal
1699948351,normal
1699948352,normal
1699948353,normal
1699948361,relief
1699948361,relief
1699948361,surprise
1699948361,normal
1699948361,normal
1699948361,surprise
1699948362,normal
1699948363,relief
1699948364,surprise
1699948364,normal
1699948364,normal
1699948365,normal
1699948366,surprise
1699948367,normal
1699948368,normal
1699948369,normal
1699948370,surprise
1699948371,relief
1699948372,normal
1699948373,normal
1699948374,normal
1699948375,normal
1699948376,normal
1699948377,normal
1699948379,nervous
1699948378,normal
1699948379,normal
1699948380,normal
1699948381,surprise
1699948382,normal
1699948383,normal
1699948388,normal
1699948388,normal
1699948388,relief
1699948389,surprise
1699948389,relief
1699948390,normal
1699948392,relief
1699948392,surprise
1699948392,relief
1699948393,relief
1699948394,normal
1699948395,relief
1699948396,normal
1699948397,relief
1699948398,normal
1699948399,normal
1699948400,normal
1699948401,relief
1699948402,normal
1699948403,normal
1699948404,normal
1699948405,surprise
1699948406,surprise
1699948407,normal
1699948408,normal
1699948409,normal
