time,content
1694253051472,センシング開始
1694253062297,火を起こし始める
1694253071500,こする
1694253141480,火種を作ろうとする。
1694253201521,こする
1694253231511,火種を作ろうとする。
1694253271490,こする
1694253311507,火種を作ろうとする。
1694253381487,こする
1694253411505,火種を作ろうとする。
1694253511489,こする
1694253541498,火種を作ろうとする。
1694253571503,センシングストップ
