time,status
1699891164,normal
1699891164,normal
1699891164,normal
1699891165,normal
1699891166,normal
1699891167,relief
1699891168,relief
1699891169,normal
1699891171,normal
1699891172,surprise
1699891173,surprise
1699891174,normal
1699891175,normal
1699891176,normal
1699891177,normal
1699891178,normal
1699891179,normal
1699891180,relief
1699891181,normal
1699891182,normal
1699891183,normal
1699891184,normal
1699891185,normal
1699891186,normal
1699891187,normal
1699891188,normal
1699891189,surprise
1699891190,normal
1699891191,normal
1699891192,normal
1699891193,relief
1699891194,normal
1699891195,normal
1699891196,surprise
1699891197,normal
1699891198,surprise
1699891199,normal
1699891200,normal
1699891201,normal
1699891202,normal
1699891203,normal
1699891205,normal
1699891206,normal
1699891207,normal
1699891208,normal
1699891209,normal
1699891210,normal
1699891211,normal
1699891212,normal
1699891213,relief
1699891214,normal
1699891215,normal
1699891216,normal
1699891217,normal
1699891218,normal
1699891219,normal
1699891220,normal
1699891221,normal
1699891222,relief
1699891223,normal
1699891224,surprise
1699891225,normal
1699891226,normal
1699891227,normal
1699891228,normal
1699891229,normal
1699891230,normal
1699891231,normal
1699891232,normal
1699891233,relief
1699891234,normal
1699891235,relief
1699891236,normal
1699891237,normal
1699891238,surprise
1699891239,normal
1699891240,normal
1699891241,normal
1699891242,normal
