time,status
1699949276,normal
1699949277,relief
1699949278,normal
1699949279,normal
1699949281,normal
1699949281,normal
1699949282,normal
1699949289,normal
1699949290,relief
1699949290,normal
1699949296,surprise
1699949301,normal
1699949303,relief
1699949304,normal
1699949305,normal
1699949306,relief
1699949307,normal
1699949308,normal
1699949309,normal
1699949311,relief
1699949311,normal
1699949312,normal
1699949319,relief
1699949319,surprise
1699949319,normal
1699949319,normal
1699949319,normal
1699949324,relief
1699949324,relief
1699949324,relief
1699949324,relief
1699949324,normal
1699949324,surprise
1699949325,normal
1699949326,normal
1699949327,normal
1699949328,relief
1699949329,normal
1699949330,normal
1699949331,normal
1699949332,normal
1699949333,surprise
1699949334,normal
1699949335,normal
1699949336,normal
1699949337,normal
1699949338,normal
1699949339,normal
1699949340,relief
1699949341,normal
1699949342,normal
1699949343,normal
1699949349,normal
1699949349,normal
1699949349,normal
1699949354,relief
1699949354,surprise
1699949354,surprise
1699949354,surprise
1699949354,surprise
1699949349,normal
1699949354,surprise
1699949355,normal
1699949356,normal
1699949357,relief
1699949357,surprise
1699949358,normal
1699949359,normal
1699949360,normal
1699949361,normal
1699949362,normal
1699949363,normal
1699949364,normal
1699949365,normal
1699949366,normal
1699949367,normal
1699949368,normal
1699949369,normal
1699949370,normal
1699949371,normal
1699949372,normal
1699949384,normal
1699949384,normal
1699949384,normal
1699949384,normal
1699949384,surprise
1699949384,surprise
1699949384,relief
1699949384,normal
1699949384,normal
1699949384,normal
1699949384,normal
1699949385,normal
1699949385,normal
1699949386,relief
1699949387,normal
1699949393,relief
1699949393,relief
1699949393,relief
1699949393,relief
1699949393,normal
1699949394,surprise
1699949394,relief
1699949395,normal
1699949396,normal
1699949397,normal
1699949398,normal
1699949399,normal
1699949400,normal
1699949401,normal
1699949402,normal
1699949403,normal
1699949409,normal
1699949411,normal
1699949414,normal
1699949414,normal
1699949414,normal
1699949414,normal
1699949414,relief
1699949414,relief
1699949414,normal
1699949415,surprise
1699949415,normal
1699949416,relief
1699949417,normal
1699949417,normal
1699949418,normal
1699949424,relief
1699949424,surprise
1699949425,normal
1699949426,normal
1699949427,normal
1699949428,relief
1699949429,surprise
1699949429,relief
1699949430,surprise
1699949430,relief
1699949431,surprise
1699949432,surprise
1699949431,relief
1699949432,normal
1699949433,normal
1699949439,normal
1699949439,normal
1699949439,normal
1699949439,normal
1699949441,normal
1699949444,surprise
1699949444,surprise
1699949444,surprise
1699949444,relief
1699949444,surprise
1699949444,normal
1699949445,normal
1699949446,normal
1699949447,normal
1699949448,normal
1699949451,relief
1699949451,surprise
1699949451,normal
1699949453,normal
1699949453,surprise
1699949454,normal
1699949455,normal
1699949456,normal
1699949457,surprise
1699949458,normal
1699949459,normal
1699949460,surprise
1699949461,normal
1699949462,normal
1699949464,normal
1699949471,surprise
1699949471,normal
1699949472,relief
1699949471,surprise
1699949472,relief
1699949472,relief
1699949472,relief
1699949472,normal
1699949473,surprise
1699949473,surprise
1699949474,normal
1699949475,normal
1699949476,normal
1699949477,normal
1699949484,relief
1699949484,relief
1699949484,surprise
1699949484,normal
1699949484,relief
1699949484,normal
1699949485,normal
1699949486,normal
1699949487,relief
1699949488,normal
1699949489,normal
1699949489,normal
1699949490,relief
1699949491,normal
1699949492,normal
1699949493,normal
1699949504,relief
1699949504,relief
1699949504,relief
1699949504,relief
1699949504,relief
1699949504,relief
1699949504,relief
1699949504,normal
1699949504,normal
1699949504,surprise
1699949505,normal
1699949506,normal
1699949507,normal
1699949513,surprise
1699949513,relief
1699949513,relief
1699949508,normal
1699949513,relief
1699949514,surprise
1699949514,surprise
1699949514,normal
1699949515,normal
1699949516,surprise
1699949517,normal
1699949518,normal
1699949520,normal
1699949520,normal
