time,bpm
1699949276,98
1699949277,98
1699949278,99
1699949279,97
1699949280,97
1699949281,97
1699949282,97
1699949283,97
1699949284,97
1699949285,97
1699949286,94
1699949287,94
1699949288,92
1699949294,93
1699949294,93
1699949294,93
1699949294,93
1699949294,93
1699949295,93
1699949296,92
1699949296,90
1699949297,89
1699949298,84
1699949299,84
1699949300,83
1699949301,83
1699949302,83
1699949303,83
1699949304,83
1699949305,83
1699949306,83
1699949307,82
1699949308,82
1699949309,82
1699949310,82
1699949311,82
1699949312,82
1699949313,82
1699949314,82
1699949315,81
1699949317,81
1699949317,81
1699949318,81
1699949324,81
1699949324,81
1699949324,81
1699949324,81
1699949324,81
1699949325,80
1699949327,81
1699949327,80
1699949327,79
1699949328,78
1699949329,78
1699949330,78
1699949332,78
1699949332,78
1699949333,78
1699949337,78
1699949337,78
1699949337,77
1699949337,77
1699949338,77
1699949339,75
1699949340,75
1699949341,75
1699949342,74
1699949343,75
1699949344,75
1699949346,75
1699949346,75
1699949348,75
1699949348,75
1699949354,75
1699949354,75
1699949354,75
1699949354,75
1699949354,75
1699949354,76
1699949356,77
1699949357,77
1699949357,77
1699949358,79
1699949360,79
1699949361,80
1699949362,80
1699949363,79
1699949364,79
1699949364,79
1699949365,79
1699949366,80
1699949367,80
1699949369,80
1699949370,80
1699949371,80
1699949372,80
1699949373,81
1699949374,81
1699949375,81
1699949376,81
1699949377,79
1699949378,79
1699949379,77
1699949384,76
1699949384,76
1699949384,76
1699949384,76
1699949384,76
1699949385,76
1699949386,77
1699949387,78
1699949388,78
1699949393,77
1699949393,77
1699949393,78
1699949393,77
1699949393,78
1699949394,77
1699949395,77
1699949396,77
1699949397,78
1699949398,78
1699949399,77
1699949400,77
1699949401,78
1699949403,78
1699949403,78
1699949404,78
1699949405,78
1699949406,77
1699949407,76
1699949408,76
1699949414,74
1699949414,73
1699949414,73
1699949415,72
1699949415,74
1699949416,73
1699949416,76
1699949417,73
1699949417,76
1699949418,74
1699949424,74
1699949424,73
1699949424,74
1699949424,74
1699949424,74
1699949424,73
1699949426,73
1699949428,73
1699949429,75
1699949430,75
1699949431,75
1699949432,76
1699949434,76
1699949435,76
1699949436,76
1699949437,76
1699949438,77
1699949444,79
1699949444,78
1699949444,79
1699949445,79
1699949445,78
1699949446,77
1699949446,77
1699949447,79
1699949447,77
1699949448,76
1699949452,76
1699949452,76
1699949452,76
1699949452,76
1699949453,76
1699949454,75
1699949455,75
1699949456,75
1699949457,75
1699949458,76
1699949459,77
1699949460,78
1699949461,78
1699949462,78
1699949463,78
1699949464,78
1699949466,76
1699949466,77
1699949467,76
1699949468,75
1699949474,75
1699949474,75
1699949474,76
1699949474,75
1699949474,76
1699949474,75
1699949475,76
1699949476,76
1699949477,76
1699949484,79
1699949484,80
1699949484,79
1699949484,80
1699949484,80
1699949484,79
1699949484,80
1699949485,80
1699949486,81
1699949487,81
1699949488,81
1699949489,81
1699949490,81
1699949491,80
1699949492,80
1699949493,80
1699949499,80
1699949503,78
1699949504,80
1699949504,80
1699949504,77
1699949504,76
1699949504,78
1699949504,76
1699949504,78
1699949504,78
1699949504,79
1699949505,76
1699949506,75
1699949507,75
1699949508,75
1699949513,77
1699949513,76
1699949513,77
1699949513,77
1699949513,77
1699949515,78
1699949515,78
1699949516,79
1699949517,79
1699949518,79
1699949519,80
1699949520,80
1699949521,80
1699949522,80
1699949523,80
1699949528,80
1699949528,79
1699949529,79
1699949529,78
1699949529,79
1699949534,79
1699949534,79
1699949534,77
1699949534,76
1699949535,77
1699949535,76
1699949536,76
1699949536,79
1699949537,76
1699949538,76
1699949544,76
1699949544,77
1699949544,78
1699949544,77
1699949544,78
1699949544,77
1699949545,78
1699949546,78
1699949547,78
1699949548,78
1699949549,78
1699949550,77
1699949551,78
1699949552,78
1699949553,78
1699949557,79
1699949557,79
1699949557,80
1699949557,80
1699949558,81
1699949564,82
1699949564,83
1699949564,82
1699949565,82
1699949565,83
1699949566,82
1699949566,81
1699949567,81
1699949567,81
1699949568,80
1699949574,81
1699949574,80
1699949574,80
1699949574,81
1699949574,80
1699949574,82
1699949575,82
1699949576,82
1699949577,82
1699949578,82
1699949579,81
1699949581,81
1699949581,80
1699949582,79
1699949583,79
1699949586,78
1699949586,76
1699949586,76
1699949588,76
1699949588,74
1699949594,74
1699949594,72
1699949594,73
1699949594,73
1699949594,72
1699949595,74
1699949595,72
1699949596,72
1699949597,73
1699949598,72
1699949604,74
1699949604,73
1699949604,73
1699949604,73
1699949604,72
1699949604,74
1699949605,75
1699949606,74
1699949607,74
1699949608,74
1699949609,75
1699949610,75
1699949611,75
1699949612,75
1699949614,75
1699949614,75
1699949619,75
1699949619,74
1699949619,75
1699949619,74
1699949624,75
1699949624,75
1699949624,75
1699949624,75
1699949624,75
1699949624,75
1699949625,75
1699949626,75
1699949627,74
1699949628,75
1699949634,77
1699949634,78
1699949634,77
1699949634,78
1699949635,77
1699949635,76
1699949635,79
1699949636,79
1699949637,79
1699949638,78
1699949639,78
1699949640,78
1699949641,78
1699949642,78
1699949643,78
1699949649,78
1699949649,78
1699949649,78
1699949649,78
1699949649,78
1699949654,78
1699949654,78
1699949654,78
1699949654,78
1699949654,78
1699949654,81
1699949655,81
1699949657,82
1699949658,85
1699949659,84
1699949662,85
1699949662,85
1699949662,85
1699949664,85
1699949665,85
1699949666,84
1699949667,82
1699949668,82
1699949670,81
1699949671,80
1699949672,81
1699949673,81
1699949674,81
1699949684,80
1699949684,81
1699949684,82
1699949684,80
1699949684,80
1699949684,81
1699949684,81
1699949684,81
1699949684,80
1699949685,81
1699949686,81
1699949687,81
1699949688,81
1699949689,80
1699949694,81
1699949694,82
1699949694,83
1699949694,82
1699949694,82
1699949695,82
1699949696,82
1699949697,82
1699949698,82
1699949699,82
1699949700,83
1699949701,83
1699949702,83
1699949703,80
1699949704,79
1699949706,78
1699949706,79
1699949707,77
1699949709,77
1699949709,76
1699949714,78
1699949714,78
1699949714,77
1699949715,77
1699949715,78
1699949716,78
1699949717,78
1699949717,77
1699949718,78
1699949719,78
