time,x,y,z
1688981346397,0.033750303,-0.12660182,-0.1253801
1688981346918,0.28298333,-0.81092364,-0.6921103
1688981347445,0.01282817,-0.12736541,0.10629055
1688981347973,-0.3294091,1.5946637,-1.3854424
1688981348504,0.09468412,0.17531833,-0.00870483
1688981349028,-0.13637567,-0.0693332,-0.11881329
1688981349551,-0.15042557,0.06704246,0.04337143
1688981350081,0.07391469,-0.014966198,-0.017256944
1688981350608,-0.0888809,0.00992656,0.007788532
1688981351134,-0.1769982,0.009162978,0.011911872
1688981351661,-0.32146785,0.0804815,0.5132795
1688981352187,0.5510005,0.013286319,0.12339478
1688981352714,0.35323283,0.25595254,-0.30558532
1688981353239,-0.09025534,0.049021937,0.039858956
1688981353768,-0.40561453,-0.3220787,3.0709722
1688981354293,0.37980548,0.017715093,0.1469131
1688981354820,-0.009010263,0.056505036,-0.053297993
1688981355345,0.06001751,-0.008552114,0.10842858
1688981355875,0.02397646,0.020616703,-0.020463986
1688981356401,0.07040222,-0.012370021,-0.06047566
1688981356928,-0.3275765,-0.006872234,0.075289145
1688981357452,-0.008246681,0.013133603,-0.0065668016
1688981357981,0.062155537,-0.023365596,0.005497787
1688981358505,-0.13225232,-0.029321533,-0.039553523
1688981359035,-0.09987647,-0.010079277,-0.015271631
1688981359561,0.91919947,1.1870639,-1.5648841
1688981360088,-0.094989546,0.004581489,-0.31780264
1688981360612,0.50243664,-0.29061913,-0.20922135
1688981361141,-0.27488935,-0.17821993,0.301462
1688981361668,-0.15653422,0.05513059,0.055741455
1688981362195,0.0061086523,0.023823744,-0.022143865
1688981362719,1.4555391,-0.67347896,0.34972036
1688981363249,0.11652254,-0.030543262,0.00580322
1688981363775,0.075594574,0.0041233404,0.009162978
1688981364302,-0.01038471,0.0022907446,-0.0061086523
1688981364826,0.17348573,0.012370021,0.0013744468
1688981365355,0.058337633,-0.0047342055,-0.0030543262
1688981365881,-0.021533,0.0025961774,0.009773844
1688981366409,-0.065209866,0.0022907446,9.162979E-4
1688981366933,0.07040222,3.0543262E-4,-3.0543262E-4
1688981367461,-0.79458296,-0.20616703,-0.40469822
1688981367988,-0.2574797,0.16401732,-0.205098
1688981368515,0.0346666,-0.027488936,0.1591304
1688981369042,0.7060075,-0.46120325,-0.14202617
1688981369568,0.23319781,0.0065668016,0.03023783
1688981370096,-0.027030786,-0.0025961774,0.013897184
1688981370623,0.05100725,-1.5271631E-4,-0.0041233404
1688981371148,0.2857322,-9.162979E-4,-0.009315695
1688981371676,-0.64736444,-0.02565634,-0.03176499
1688981372202,-0.01282817,0.02076942,0.029168816
1688981372729,0.13576481,-0.026725354,-0.008093964
1688981373255,-0.0926988,-0.011759156,-0.0125227375
1688981373782,-0.022602014,0.0030543262,0.014202617
1688981374309,-0.050396383,0.053145275,0.0355829
1688981374833,-0.22586742,-0.017562376,-0.030848695
1688981375363,-0.056505036,-0.01572978,-0.02443461
1688981375887,-0.04138612,0.02367103,0.022907447
1688981376416,-0.2096795,-0.0065668016,-0.013591751
1688981376940,0.0711658,0.012217305,0.018020526
1688981377469,0.0125227375,0.044745877,0.028099801
1688981377994,-0.024892759,0.0022907446,0.00290161
1688981378523,-0.03604105,-0.01817324,-0.0018325958
1688981379047,-4.5814895E-4,-0.003970624,-0.0010690142
1688981379576,-0.07620544,-0.004428773,-0.004428773
1688981380100,-0.0795652,0.004886922,-0.018784106
1688981380630,-0.020005837,0.0125227375,0.005955936
1688981381156,0.0056505036,-0.007788532,-0.0036651916
1688981381682,-0.005192355,0.0022907446,9.162979E-4
1688981382211,0.06291912,0.33124167,-0.9972375
1688981382737,-0.022907447,-0.18952094,0.16264287
1688981383264,-0.022143865,-0.0027488936,-0.012675454
1688981383789,-0.5954409,0.77686787,-0.56688297
1688981384318,-0.2359467,-0.012980887,-0.069485925
1688981384843,0.22831088,-0.59528816,0.44135013
1688981385370,-0.1910481,-0.06169739,0.020922136
1688981385897,0.037110064,0.004276057,-9.162979E-4
1688981386424,0.366061,-6.1086525E-4,7.6358154E-4
1688981386949,0.012217305,-0.00580322,0.0071776668
1688981387477,-0.074067414,0.011911872,-3.0543262E-4
1688981388004,-0.013744468,-0.026267206,-0.014966198
1688981388531,-0.04153884,0.008246681,-0.00290161
1688981389055,0.0125227375,0.023823744,0.0056505036
1688981389583,0.0056505036,-0.009468411,0.0056505036
1688981390111,0.060628377,-0.026572637,-0.0027488936
1688981390636,-0.057726767,-0.01282817,-0.0032070426
1688981391161,0.03924809,0.0061086523,0.002443461
1688981391691,0.057726767,-0.008857546,-0.0
1688981392217,-0.106901415,-0.039553523,-0.27305678
1688981392744,-0.116980694,-0.0096211275,0.0290161
1688981393270,-0.08597928,0.07238753,0.11438452
1688981393797,-0.07040222,-0.07437284,-0.124769226
1688981394323,0.087964594,-0.046120327,-0.0065668016
1688981394851,0.061239243,-0.0065668016,-0.005955936
1688981395377,-0.02321288,-0.00992656,-0.0010690142
1688981395904,-0.038026363,0.010995574,-0.0070249503
1688981396428,-0.42271876,0.031612277,0.038789943
1688981396958,-0.023365596,0.0022907446,-0.23732115
1688981397484,-0.060322944,0.009315695,0.015882496
1688981398011,0.08674286,-0.011148291,-0.06383542
1688981398538,0.22357668,0.01038471,0.2950479
1688981399064,0.05207626,0.0018325958,0.022907447
1688981399591,-1.6896533,-0.05222898,-0.5111415
1688981400115,0.55573463,0.028405234,0.101098195
1688981400645,-0.14004086,0.040775254,0.06261369
1688981401172,0.16584991,-0.007330383,-0.038179077
1688981401699,-0.009468411,0.008857546,0.01450805
1688981402223,-0.012980887,0.005497787,0.0065668016
1688981402751,-0.02855795,-6.1086525E-4,0.0015271631
1688981403278,-0.07452556,0.004581489,-0.012217305
1688981403804,-0.6382015,-0.04444045,-0.25213462
1688981404331,0.29367346,-0.014813482,0.007330383
1688981404858,0.38881573,-0.071013086,0.062002823
1688981405385,-0.09819659,0.013286319,-0.007330383
1688981405913,-0.016340645,-0.008093964,0.0070249503
1688981406436,-0.12675454,0.03283401,0.0106901415
1688981406965,0.004886922,0.0012217305,-0.0076358155
1688981407491,0.019089539,-0.006872234,-0.009468411
1688981408019,0.31719178,0.00290161,-0.0018325958
1688981408543,0.0053450707,0.6198755,0.077579886
1688981409073,-0.093004234,-0.13561209,0.013744468
1688981409599,-0.2828306,-0.08827003,0.0016798794
1688981410125,0.0421497,0.013897184,0.009162978
1688981410650,-0.055588737,0.02321288,0.005955936
1688981411180,0.06780604,0.03863723,0.035888333
1688981411706,0.16829337,-0.13576481,0.046883907
1688981412233,0.25350907,-0.015271631,-0.00992656
1688981412759,0.024587326,4.5814895E-4,-0.0012217305
1688981413283,-0.3578143,-0.08445212,0.044745877
1688981413812,1.1279627,-0.5371033,-0.03634648
1688981414339,0.19303341,-0.005497787,0.08323039
1688981414866,-0.04016439,0.044593163,0.06001751
1688981415390,-0.04932737,0.025350908,0.0070249503
1688981415917,0.021685716,-0.016340645,0.03313944
1688981416446,0.056505036,-0.02397646,-0.0027488936
1688981416973,0.057421334,-0.064599,-0.018784106
1688981417500,-0.1498147,0.7486154,-1.1244502
1688981418024,0.16126843,-0.5119051,0.3359759
1688981418553,-0.020158553,-0.021991149,-3.0543262E-4
1688981419080,0.010079277,0.0061086523,-0.020463986
1688981419607,0.0355829,-0.011301007,0.0010690142
1688981420131,-0.010231993,-0.00290161,-0.010537425
1688981420659,-0.008246681,-0.0012217305,0.002443461
1688981421186,-0.13423763,0.087201014,-0.24281894
1688981421713,0.43692136,-0.040775254,0.115453534
1688981422241,-0.07498371,-0.010537425,0.011911872
1688981422767,-0.24419338,0.013133603,-0.08750644
1688981423294,0.016340645,-0.11804971,-0.044745877
1688981423820,-0.06383542,0.08750644,-0.08384126
1688981424346,0.61361414,-0.18142697,0.21395555
1688981424874,0.012064588,-0.01160644,-0.008093964
1688981425401,-0.05009095,-0.009773844,-0.054825157
1688981425926,0.01740966,0.013439035,-0.0013744468
1688981426451,-0.08307768,-0.058643065,-0.013897184
1688981426980,0.5335908,-0.0125227375,0.06795876
1688981427507,0.05177083,0.0025961774,0.020158553
1688981428031,0.15867224,0.47693303,-0.29840767
1688981428561,-0.89995724,-0.47876564,0.27550024
1688981429088,-0.40622538,0.036957346,-0.06627888
1688981429614,0.420428,0.012370021,-0.09162979
1688981430138,-0.120493166,-0.05467244,-0.055283304
1688981430668,0.18142697,-0.016493361,0.07788532
1688981431194,-0.3036,-0.018936822,-0.28603765
1688981431722,-0.015882496,0.0036651916,-0.019089539
1688981432245,-0.11056661,0.065209866,-0.0154243475
1688981432774,0.14462234,-0.046731193,-0.021991149
1688981433300,-0.5865834,-0.017104227,0.012980887
1688981433827,0.09239337,-0.012675454,0.11056661
1688981434352,0.63209283,-0.023365596,0.03772093
1688981434882,0.03481932,0.036193766,0.065515295
1688981435405,0.1151481,-0.021838432,0.01282817
1688981435935,0.12095132,-0.046883907,-0.05467244
1688981436460,0.0125227375,-0.0056505036,-0.02397646
1688981436988,-0.20723604,0.020158553,-0.05421429
1688981437513,0.50503284,-0.009162978,-0.057268616
1688981438041,0.007941248,-0.0015271631,-0.029168816
1688981438569,-0.011453724,0.0033597588,0.0012217305
1688981439095,-0.07269296,-0.010079277,3.0543262E-4
1688981439621,0.011453724,0.006872234,-0.030848695
1688981440148,-0.19792034,0.014049901,-0.124005646
1688981440676,0.18692477,-0.01038471,0.2564107
1688981441202,0.019242255,-0.0021380284,0.01038471
1688981441726,0.10430524,-0.004428773,-0.103847094
1688981442255,-0.09254608,0.020463986,0.033750303
1688981442782,0.023823744,0.11636983,0.17180584
1688981443309,-0.44623706,0.49113566,-0.099265605
1688981443833,-0.087659165,-0.13164146,-0.11713341
1688981444362,-0.122020334,-0.22693644,0.1133155
1688981444889,-0.10369437,0.0154243475,-0.034513887
1688981445416,-0.083383106,-0.3313944,0.5326745
1688981445943,0.0062613687,0.017256944,0.051159963
1688981446468,0.03604105,0.018478673,0.017715093
1688981446995,-0.116675265,0.004886922,0.00290161
1688981447522,-0.0012217305,0.05665775,-0.75625116
1688981448049,0.32284227,-0.182496,0.59483004
1688981448575,-0.10445796,-0.071776666,0.11530081
1688981449103,0.2751948,-0.026572637,-0.007483099
1688981449627,-0.013439035,-0.0036651916,-0.0025961774
1688981450156,0.076052725,-0.007483099,0.0018325958
1688981450682,0.0053450707,0.0018325958,0.0013744468
1688981451209,0.0061086523,-0.008246681,-0.005497787
1688981451736,0.010079277,-0.007941248,4.5814895E-4
1688981452263,0.07086037,-0.0056505036,0.005497787
1688981452788,0.017715093,-0.0025961774,-0.0033597588
1688981453317,-7.6358154E-4,-0.0027488936,-0.0013744468
1688981453840,-0.010842858,0.004886922,0.002443461
1688981454370,0.031001411,-0.0021380284,0.00290161
1688981454894,0.46211955,-0.105374254,-0.00580322
1688981455423,-3.0543262E-4,0.01985312,0.016187929
1688981455947,0.02367103,-0.020616703,-0.011301007
1688981456478,-0.09285152,0.004428773,0.008246681
1688981457001,-0.050549097,0.016187929,0.0032070426
1688981457529,0.042760566,-0.00290161,0.0022907446
1688981458056,0.035277467,-0.029626964,-0.013133603
1688981458584,-0.07788532,0.009315695,0.0056505036
1688981459107,0.061391957,0.0053450707,0.0038179078
1688981459636,-0.004428773,-0.018936822,-0.0015271631
1688981460162,0.05513059,0.035888333,0.033750303
1688981460690,4.5814895E-4,0.00580322,-7.6358154E-4
1688981461214,0.06414085,-0.0096211275,0.013286319
1688981461743,-0.012064588,-0.009468411,-0.0012217305
1688981462270,0.046578474,0.021685716,0.011759156
1688981462796,0.11713341,0.017562376,0.01695151
1688981463321,0.64996064,-0.10903945,-0.010231993
1688981463850,-0.0053450707,-0.02367103,-0.011911872
1688981464378,-0.09040806,0.12385293,0.04230242
1688981464904,0.018325957,-0.021838432,-0.009468411
1688981465428,0.061086524,0.035888333,0.038026363
1688981465957,0.035124753,-0.020616703,0.006414085
1688981466484,-0.003970624,0.020616703,0.005497787
1688981467011,-0.016798794,0.043676864,0.016493361
1688981467538,-0.13988814,0.013591751,0.011911872
1688981468064,-0.007788532,0.008399397,-0.0030543262
1688981468591,-0.021227567,7.6358154E-4,-0.00290161
1688981469118,0.14340061,-0.04352415,-0.0033597588
