time,bpm
1688981346222,81.0
1688981348500,80.0
1688981349896,79.0
1688981351103,78.0
1688981353697,77.0
1688981357492,76.0
1688981358696,75.0
1688981360095,76.0
1688981361300,77.0
1688981363890,78.0
1688981365093,77.0
1688981366494,76.0
1688981367692,72.0
1688981369091,71.0
1688981370296,69.0
1688981372888,71.0
1688981374093,72.0
1688981375488,73.0
1688981377890,72.0
1688981380487,73.0
1688981381882,72.0
1688981385680,73.0
1688981386883,72.0
1688981389482,73.0
1688981390686,72.0
1688981395881,73.0
1688981397080,74.0
1688981398475,73.0
1688981401072,72.0
1688981407469,73.0
1688981409872,72.0
1688981412470,74.0
1688981416269,75.0
1688981417664,76.0
1688981420267,77.0
1688981422667,78.0
1688981424062,79.0
1688981427861,80.0
1688981429066,79.0
1688981430458,80.0
1688981431659,79.0
1688981441857,78.0
1688981443255,76.0
1688981444463,75.0
1688981447054,76.0
1688981449647,77.0
1688981458647,79.0
1688981463648,78.0
1688981465044,79.0
1688981468844,80.0
1688981471444,79.0
1688981475245,78.0
1688981477843,79.0
1688981479042,80.0
1688981480244,81.0
1688981485437,80.0
1688981486640,81.0
1688981488035,84.0
1688981489237,85.0
1688981491834,84.0
1688981494433,83.0
1688981495641,85.0
1688981497028,87.0
1688981498229,88.0
1688981499439,87.0
1688981500830,83.0
1688981502036,81.0
1688981505837,82.0
1688981507227,84.0
1688981508435,85.0
1688981509824,86.0
1688981512239,87.0
1688981514827,84.0
1688981516224,83.0
1688981517428,82.0
1688981518629,83.0
1688981522617,82.0
1688981526425,81.0
1688981529017,80.0
1688981530221,81.0
1688981531417,82.0
1688981532819,84.0
1688981534017,83.0
1688981535416,82.0
1688981536616,80.0
1688981537816,77.0
1688981541814,76.0
1688981543014,77.0
1688981545610,80.0
1688981546808,82.0
1688981548216,84.0
1688981549409,87.0
1688981550612,90.0
1688981552006,93.0
1688981553212,92.0
1688981554605,89.0
1688981555806,86.0
1688981557010,87.0
1688981558403,88.0
1688981559608,89.0
1688981561003,86.0
1688981562209,84.0
1688981563408,81.0
1688981564800,79.0
1688981566012,78.0
1688981567400,76.0
1688981571205,78.0
1688981572406,79.0
1688981573795,78.0
1688981577597,77.0
1688981578801,76.0
1688981580202,77.0
1688981583997,76.0
1688981585202,74.0
1688981591589,75.0
1688981592992,74.0
1688981595396,73.0
1688981600583,74.0
1688981601790,76.0
1688981603185,77.0
1688981604385,78.0
1688981606981,77.0
1688981612182,78.0
1688981615979,77.0
1688981618578,76.0
1688981620982,77.0
1688981624973,76.0
1688981628772,77.0
1688981631371,79.0
1688981632576,81.0
1688981638974,82.0
1688981640171,83.0
1688981641571,85.0
1688981644167,86.0
1688981645370,85.0
1688981646568,84.0
1688981647966,83.0
1688981649168,81.0
1688981650566,82.0
1688981654365,83.0
1688981655564,82.0
1688981656962,81.0
1688981658163,80.0
1688981659363,81.0
1688981665761,80.0
1688981667155,79.0
1688981669755,78.0
1688981674758,79.0
1688981678557,81.0
1688981682546,82.0
1688981683752,83.0
1688981684956,82.0
1688981688942,83.0
1688981690151,84.0
1688981691350,85.0
1688981692746,86.0
1688981697745,87.0
1688981699145,88.0
1688981700345,87.0
1688981701746,86.0
1688981702944,85.0
1688981704140,84.0
1688981705542,83.0
1688981708139,82.0
1688981709340,81.0
1688981710542,80.0
1688981711939,79.0
1688981715735,78.0
1688981718336,77.0
1688981722131,78.0
1688981723337,79.0
1688981724732,78.0
1688981728529,79.0
1688981732330,80.0
1688981734927,81.0
1688981737525,83.0
1688981738735,84.0
1688981742529,83.0
1688981743923,82.0
1688981745124,83.0
1688981748924,82.0
1688981750321,81.0
1688981751520,79.0
1688981755320,78.0
1688981757916,77.0
1688981759315,76.0
1688981761717,75.0
1688981763113,73.0
1688981764315,74.0
1688981765714,76.0
1688981768121,77.0
1688981769514,74.0
1688981770713,73.0
1688981772112,76.0
1688981775905,79.0
1688981777111,80.0
1688981778509,78.0
1688981779709,80.0
1688981780913,79.0
1688981782307,78.0
1688981783508,77.0
1688981786104,76.0
1688981788704,77.0
1688981789908,76.0
1688981791303,77.0
1688981792500,78.0
1688981793705,75.0
1688981795102,76.0
1688981796306,78.0
1688981797698,77.0
1688981798902,79.0
1688981800100,81.0
1688981801496,83.0
1688981802698,81.0
1688981805300,80.0
1688981807895,82.0
1688981809094,84.0
1688981811695,85.0
1688981815488,84.0
1688981818091,85.0
1688981819295,92.0
1688981820688,102.0
1688981821889,103.0
1688981823299,102.0
1688981824482,101.0
1688981825686,99.0
1688981827080,97.0
