time,bpm
1688978794870,84.0
1688978797033,82.0
1688978799434,81.0
1688978802031,80.0
1688978804629,79.0
1688978807232,78.0
1688978808427,76.0
1688978812237,75.0
1688978814828,77.0
1688978816225,78.0
1688978817424,79.0
1688978818633,80.0
1688978822622,79.0
1688978823824,82.0
1688978825023,81.0
1688978826420,80.0
1688978829018,79.0
1688978832826,81.0
1688978834026,83.0
1688978835416,85.0
1688978837819,83.0
1688978839223,79.0
1688978841814,78.0
1688978843014,77.0
1688978844220,78.0
1688978845613,77.0
1688978846814,76.0
1688978849412,75.0
1688978850615,74.0
1688978852016,76.0
1688978853217,75.0
1688978854612,74.0
1688978855812,75.0
1688978857012,74.0
1688978858411,75.0
1688978859609,76.0
1688978861006,78.0
1688978863411,79.0
1688978866006,78.0
1688978873801,79.0
1688978875002,80.0
1688978876213,82.0
1688978877600,81.0
1688978878805,84.0
1688978880203,87.0
1688978885207,86.0
1688978886597,85.0
1688978887797,84.0
1688978889008,81.0
1688978890396,80.0
1688978891601,78.0
1688978900599,77.0
1688978904396,78.0
1688978905792,77.0
1688978906995,76.0
1688978909594,75.0
1688978910792,74.0
1688978913391,75.0
1688978915991,74.0
1688978918589,73.0
1688978919793,72.0
1688978922391,70.0
1688978923588,69.0
1688978926188,68.0
1688978927389,69.0
1688978935184,70.0
1688978936385,71.0
1688978938984,74.0
1688978940198,83.0
1688978941581,82.0
1688978944184,84.0
1688978945386,79.0
1688978946589,78.0
1688978947977,80.0
1688978949179,78.0
1688978950578,75.0
1688978951779,74.0
1688978952984,71.0
1688978955580,73.0
1688978956973,71.0
1688978958176,72.0
1688978959385,71.0
1688978960774,70.0
1688978963373,69.0
1688978965777,68.0
1688978967172,69.0
1688978968375,68.0
1688978973574,67.0
1688978976167,68.0
1688978979971,69.0
1688978988967,70.0
1688978991367,71.0
1688978997765,72.0
1688978999167,73.0
1688979000365,72.0
1688979002962,71.0
1688979014561,70.0
1688979016964,71.0
1688979018356,72.0
1688979019555,73.0
1688979020955,72.0
1688979022157,73.0
1688979024754,74.0
1688979025958,75.0
1688979027362,78.0
1688979029758,79.0
1688979031153,80.0
1688979032367,85.0
1688979034949,87.0
1688979037549,88.0
1688979038754,89.0
1688979041358,87.0
1688979042556,83.0
1688979043947,78.0
1688979045152,76.0
1688979046546,74.0
1688979050350,73.0
1688979052945,74.0
1688979054150,72.0
1688979055354,71.0
1688979056748,72.0
1688979057947,71.0
1688979060547,72.0
1688979061747,73.0
1688979064345,75.0
1688979068142,76.0
1688979069545,77.0
1688979072143,79.0
1688979073352,80.0
1688979074545,82.0
1688979075946,83.0
1688979077143,85.0
1688979078545,87.0
1688979082345,86.0
1688979084942,84.0
1688979086141,83.0
1688979087344,82.0
1688979088742,81.0
1688979091342,80.0
1688979095139,82.0
1688979096341,84.0
1688979097741,85.0
1688979098939,86.0
1688979100143,87.0
1688979101538,89.0
1688979102744,90.0
1688979104138,91.0
1688979106544,90.0
1688979107936,89.0
1688979109138,87.0
1688979111737,86.0
1688979112944,85.0
1688979114340,86.0
1688979116936,85.0
1688979118135,84.0
1688979121937,81.0
1688979123339,80.0
1688979124538,79.0
1688979125738,81.0
1688979127130,83.0
1688979128344,84.0
1688979129731,85.0
1688979130934,83.0
1688979133532,82.0
1688979134735,81.0
1688979137340,80.0
