time,status
1699942548,normal
1699942549,normal
1699942550,normal
1699942552,normal
1699942553,relief
1699942553,normal
1699942554,normal
1699942555,normal
1699942556,surprise
1699942557,relief
1699942558,relief
1699942559,normal
1699942567,normal
1699942567,normal
1699942567,normal
1699942567,normal
1699942567,normal
1699942567,relief
1699942568,surprise
1699942568,normal
1699942569,surprise
1699942570,relief
1699942570,surprise
1699942571,normal
1699942572,normal
1699942573,surprise
1699942574,normal
1699942575,surprise
1699942576,surprise
1699942577,normal
1699942580,relief
1699942580,relief
1699942582,normal
1699942584,relief
1699942584,normal
1699942584,normal
1699942586,relief
1699942586,normal
1699942588,relief
1699942589,normal
1699942589,relief
1699942590,normal
1699942597,normal
1699942597,normal
1699942597,normal
1699942597,relief
1699942597,normal
1699942597,normal
1699942597,relief
1699942599,surprise
1699942600,normal
1699942601,normal
1699942602,normal
1699942603,relief
1699942604,surprise
1699942605,surprise
1699942605,surprise
1699942607,relief
1699942608,normal
1699942609,normal
1699942610,normal
1699942610,normal
1699942615,normal
1699942615,normal
1699942615,normal
1699942615,normal
1699942616,surprise
1699942617,surprise
1699942618,normal
1699942619,normal
1699942620,normal
1699942630,relief
1699942630,surprise
1699942630,normal
1699942630,normal
1699942630,surprise
1699942630,normal
1699942630,relief
1699942630,surprise
1699942630,relief
1699942631,surprise
1699942631,relief
1699942632,normal
1699942633,normal
1699942634,relief
1699942635,relief
1699942636,surprise
1699942637,normal
1699942638,normal
1699942639,normal
1699942640,normal
1699942642,normal
1699942642,normal
1699942646,relief
1699942646,normal
1699942646,relief
1699942646,relief
1699942647,normal
1699942648,normal
1699942649,normal
1699942650,normal
1699942659,normal
1699942659,normal
1699942659,surprise
1699942659,relief
1699942659,surprise
1699942659,normal
1699942659,normal
1699942659,surprise
1699942660,normal
1699942660,surprise
1699942661,normal
1699942662,normal
1699942663,normal
1699942664,normal
1699942665,normal
1699942666,relief
1699942667,normal
1699942668,normal
1699942669,normal
1699942670,normal
1699942671,normal
1699942672,normal
1699942674,normal
1699942674,normal
1699942675,normal
1699942676,normal
1699942677,normal
1699942678,relief
1699942679,normal
1699942680,normal
1699942687,relief
1699942687,surprise
1699942687,surprise
1699942687,relief
1699942688,surprise
1699942689,relief
1699942690,normal
1699942689,normal
1699942690,normal
1699942691,surprise
1699942691,normal
1699942692,normal
1699942693,normal
1699942694,normal
