time,status
1699942556,normal
1699942550,normal
1699942556,normal
1699942556,surprise
1699942556,normal
1699942557,relief
1699942557,surprise
1699942558,surprise
1699942559,normal
1699942561,relief
1699942560,surprise
1699942566,surprise
1699942566,surprise
1699942566,surprise
1699942566,normal
1699942566,normal
1699942566,normal
1699942567,normal
1699942568,normal
1699942569,normal
1699942570,surprise
1699942571,normal
1699942572,surprise
1699942573,surprise
1699942574,surprise
1699942575,surprise
1699942576,normal
1699942577,normal
1699942578,normal
1699942580,surprise
1699942580,relief
1699942587,surprise
1699942587,surprise
1699942587,relief
1699942587,relief
1699942588,normal
1699942588,surprise
1699942588,relief
1699942589,relief
1699942589,surprise
1699942590,normal
1699942591,normal
1699942592,relief
1699942593,normal
1699942594,normal
1699942596,normal
1699942596,normal
1699942597,normal
1699942598,relief
1699942599,normal
1699942601,relief
1699942601,normal
1699942602,normal
1699942603,surprise
1699942604,surprise
1699942605,surprise
1699942606,surprise
1699942607,normal
1699942608,normal
1699942609,normal
1699942618,normal
1699942618,normal
1699942618,normal
1699942618,normal
1699942618,normal
1699942618,normal
1699942618,normal
1699942618,relief
1699942619,surprise
1699942619,relief
1699942620,normal
1699942621,normal
1699942623,relief
1699942623,normal
1699942626,normal
1699942626,normal
1699942627,normal
1699942627,relief
1699942628,normal
1699942629,relief
1699942630,relief
1699942631,normal
1699942632,normal
1699942633,normal
1699942634,normal
1699942635,surprise
1699942636,surprise
1699942637,normal
1699942638,normal
1699942639,relief
1699942640,normal
1699942676,normal
1699942671,normal
1699942676,normal
1699942676,normal
1699942676,relief
1699942677,relief
1699942677,surprise
1699942678,normal
1699942679,normal
1699942680,normal
1699942681,normal
1699942682,surprise
1699942683,normal
1699942684,normal
1699942685,normal
1699942686,normal
1699942687,relief
1699942688,normal
1699942689,normal
1699942690,normal
1699942691,normal
1699942692,normal
1699942693,normal
1699942694,normal
