time,status
1699941862,normal
1699941865,normal
1699941867,normal
1699941870,relief
1699941870,normal
1699941875,normal
1699941879,normal
1699941880,normal
1699941883,normal
1699941886,normal
1699941889,normal
1699941893,normal
1699941897,normal
1699941900,surprise
1699941901,normal
1699941902,surprise
1699941903,normal
1699941905,surprise
1699941907,normal
1699941908,surprise
1699941909,relief
1699941911,normal
1699941912,surprise
1699941913,normal
1699941916,normal
1699941917,relief
1699941918,normal
1699941920,normal
1699941922,normal
1699941927,normal
1699941928,normal
1699941930,normal
1699941935,relief
1699941936,normal
1699941939,normal
1699941941,normal
1699941946,normal
1699941948,surprise
1699941949,normal
1699941951,normal
1699941952,normal
1699941955,normal
1699941959,surprise
1699941960,normal
1699941961,normal
1699941963,normal
1699941969,normal
1699941970,normal
1699941972,normal
1699941973,normal
1699941979,relief
1699941980,normal
1699941984,normal
1699941987,normal
1699941989,normal
1699941991,normal
1699941995,normal
1699942000,surprise
1699942001,normal
1699942003,normal
1699942005,relief
1699942006,normal
1699942016,surprise
1699942016,relief
1699942017,surprise
1699942017,normal
1699942021,normal
1699942026,normal
1699942037,normal
1699942040,normal
1699942048,surprise
1699942049,surprise
1699942050,normal
1699942053,normal
1699942054,normal
1699942058,normal
1699942061,surprise
1699942063,surprise
1699942065,relief
1699942066,relief
1699942067,relief
1699942068,relief
1699942069,surprise
1699942071,surprise
1699942072,normal
1699942073,normal
1699942075,normal
1699942077,normal
1699942082,normal
1699942084,normal
1699942104,normal
1699942109,normal
1699942115,normal
1699942118,normal
1699942120,normal
1699942121,normal
1699942123,relief
1699942124,normal
1699942129,normal
1699942130,normal
1699942133,surprise
1699942133,normal
1699942137,surprise
1699942138,normal
1699942139,normal
1699942143,normal
1699942147,surprise
1699942148,normal
1699942149,normal
1699942156,normal
1699942157,surprise
1699942158,normal
1699942160,normal
1699942163,normal
1699942165,normal
1699942167,surprise
1699942168,normal
1699942170,normal
1699942171,relief
1699942172,normal
1699942174,normal
1699942175,relief
1699942176,normal
1699942179,normal
1699942182,normal
1699942184,relief
1699942185,normal
1699942188,relief
1699942189,normal
1699942195,normal
1699942197,relief
1699942198,normal
1699942207,normal
1699942208,normal
1699942213,surprise
1699942214,normal
1699942216,relief
1699942217,relief
1699942218,normal
1699942222,normal
1699942223,normal
1699942228,normal
1699942231,normal
1699942232,normal
1699942233,normal
1699942235,normal
1699942240,normal
1699942241,relief
1699942242,normal
1699942247,normal
1699942388,surprise
1699942388,normal
1699942394,surprise
1699942395,surprise
1699942397,relief
1699942398,surprise
1699942399,normal
1699942401,normal
1699942403,relief
1699942404,normal
1699942406,normal
1699942409,surprise
1699942412,surprise
1699942412,surprise
1699942413,relief
1699942416,relief
1699942417,normal
1699942420,relief
1699942421,normal
1699942423,normal
1699942434,relief
1699942434,surprise
1699942434,surprise
1699942434,surprise
1699942434,normal
1699942436,relief
1699942437,surprise
1699942437,surprise
1699942437,relief
1699942438,normal
1699942439,normal
1699942443,relief
1699942444,relief
1699942446,normal
1699942447,normal
1699942448,normal
1699942450,normal
1699942455,normal
1699942456,normal
1699942457,normal
1699942463,normal
1699942467,surprise
1699942469,surprise
1699942470,normal
1699942471,surprise
1699942472,normal
1699942474,relief
1699942475,normal
1699942480,surprise
1699942481,normal
1699942482,normal
1699942485,relief
1699942486,normal
1699942489,relief
1699942490,surprise
1699942491,normal
1699942493,normal
1699942495,relief
1699942496,normal
1699942499,normal
1699942503,surprise
1699942503,normal
1699942507,normal
1699942508,normal
1699942514,normal
1699942519,normal
1699942520,normal
1699942529,normal
1699942531,normal
1699942535,normal
1699942541,relief
1699942542,normal
1699942544,normal
1699942546,relief
1699942547,normal
1699942549,normal
1699942552,normal
1699942556,normal
1699942559,surprise
1699942560,normal
1699942564,normal
1699942565,surprise
1699942566,surprise
1699942567,normal
1699942568,surprise
1699942569,surprise
1699942571,surprise
1699942571,normal
1699942574,normal
1699942576,relief
1699942577,normal
1699942580,relief
1699942581,normal
1699942583,relief
1699942585,relief
1699942586,normal
1699942588,normal
1699942593,relief
1699942594,normal
1699942599,surprise
1699942600,normal
1699942602,normal
1699942603,normal
1699942604,normal
1699942607,surprise
1699942608,normal
1699942609,normal
1699942614,normal
1699942616,normal
1699942617,surprise
1699942618,normal
1699942619,normal
1699942621,normal
1699942627,normal
1699942628,surprise
1699942629,normal
1699942631,surprise
1699942632,normal
1699942638,normal
1699942640,normal
1699942642,normal
1699942644,normal
1699942646,normal
1699942649,relief
1699942650,normal
1699942651,normal
1699942653,normal
1699942656,normal
1699942657,normal
1699942661,normal
1699942663,normal
1699942665,relief
1699942666,surprise
1699942668,surprise
1699942669,normal
1699942670,normal
1699942672,normal
1699942674,relief
1699942675,normal
1699942677,normal
1699942678,relief
1699942679,relief
1699942680,normal
1699942682,normal
1699942684,relief
1699942685,normal
1699942692,normal
