time,status
1699948803,relief
1699948803,surprise
1699948803,normal
1699948804,relief
1699948805,normal
1699948806,surprise
1699948806,relief
1699948807,surprise
1699948809,relief
1699948809,normal
1699948811,surprise
1699948812,relief
1699948812,relief
1699948812,surprise
1699948812,normal
1699948812,surprise
1699948812,normal
1699948812,relief
1699948812,normal
1699948813,relief
1699948814,surprise
1699948814,relief
1699948816,normal
1699948817,normal
1699948824,surprise
1699948824,relief
1699948824,surprise
1699948825,relief
1699948825,relief
1699948825,surprise
1699948825,relief
1699948826,surprise
1699948826,normal
1699948827,normal
1699948828,relief
1699948829,surprise
1699948829,normal
1699948830,normal
1699948831,normal
1699948832,normal
1699948833,normal
1699948834,normal
1699948835,normal
1699948836,normal
1699948837,normal
1699948838,normal
1699948839,normal
1699948840,normal
1699948841,normal
1699948842,normal
1699948843,normal
1699948844,normal
1699948845,surprise
1699948846,normal
1699948847,normal
1699948848,normal
1699948855,relief
1699948855,surprise
1699948855,normal
1699948855,relief
1699948855,surprise
1699948855,surprise
1699948855,relief
1699948856,normal
1699948857,normal
1699948859,surprise
1699948859,normal
1699948860,normal
1699948862,surprise
1699948862,normal
1699948863,normal
1699948864,normal
1699948865,surprise
1699948866,normal
1699948867,relief
1699948868,surprise
1699948869,normal
1699948870,normal
1699948871,normal
1699948872,normal
1699948873,normal
1699948874,normal
1699948877,normal
1699948878,relief
1699948878,surprise
