time,content
1687341796519,二回目
1687341806491,袋から取り出す
1687341866515,ポールを持ち上げる
1687341896513,袋を被せる
1687341926513,フックに引っ掛ける
1687341966518,中の紐を結ぶ
1687342076509,BLEの取り付け
1687342106532,二回目
