-579305582,-82
-579304300,-81
-579303199,-89
-579302092,-85
-579300988,-74
-579299885,-74
-579298784,-74
-579297677,-72
-579296570,-79
-579295467,-71
-579294363,-70
-579293244,-75
-579292135,-71
-579291032,-77
-579289921,-71
-579288813,-86
-579287712,-75
-579286604,-73
-579285493,-77
-579284396,-88
-579283288,-76
-579282187,-78
-579281070,-78
-579279970,-86
-579278860,-93
-579277756,-76
-579276653,-80
-579275537,-75
-579274445,-80
-579273336,-80
-579272234,-88
-579271127,-82
-579270016,-77
-579268922,-80
-579267810,-82
-579266707,-82
-579265601,-76
-579264491,-83
-579263388,-80
-579262275,-81
-579261177,-77
-579260074,-92
-579258964,-82
-579257857,-89
-579256752,-81
-579255641,-93
-579254535,-91
-579253436,-88
-579252325,-92
-579251224,-95
-579250124,-77
-579249021,-77
-579247908,-80
-579246809,-78
-579245700,-76
-579244596,-77
-579243497,-71
-579242392,-70
-579241282,-82
-579240177,-84
-579239077,-84
-579237970,-79
-579236861,-84
-579235760,-78
-579234650,-82
-579233546,-78
-579232446,-90
-579231331,-81
-579230229,-91
-579229117,-78
-579228010,-82
-579226906,-79
-579225793,-77
-579224693,-79
-579223588,-77
-579222483,-82
-579221379,-82
-579220268,-82
-579219160,-82
-579218056,-82
-579216944,-82
-579215849,-69
-579214738,-70
-579213630,-66
-579212531,-72
-579211422,-78
-579210319,-78
-579209215,-87
-579208108,-78
-579207007,-83
-579205896,-81
-579204795,-83
-579203684,-94
-579202577,-88
-579201473,-88
-579200375,-85
-579199272,-94
-579198169,-92
-579197064,-92
-579195960,-87
-579194851,-93
-579193745,-87
-579192633,-98
-579191535,-83
-579190429,-83
-579189321,-93
-579188225,-83
-579187121,-88
-579186007,-85
-579184906,-94
-579183793,-98
-579182676,-89
-579181584,-97
-579180473,-90
-579179376,-91
-579178265,-90
-579177161,-88
-579176057,-81
-579174960,-88
-579173849,-96
-579172750,-87
-579171643,-93
-579170524,-93
-579169430,-90
-579168326,-82
-579167225,-86
-579166119,-76
-579165012,-77
-579163914,-70
-579162806,-83
-579161704,-76
-579160596,-79
-579159498,-79
-579158389,-78
-579157274,-84
-579156172,-80
-579155066,-82
-579153961,-82
-579152854,-80
-579151745,-81
-579150639,-84
-579149537,-97
-579148422,-97
-579147322,-95
-579146215,-93
-579145103,-80
-579143997,-78
-579142896,-81
-579141791,-94
-579140686,-89
-579139575,-81
-579138468,-85
-579137371,-85
-579136270,-82
-579135164,-100
-579134054,-88
-579132953,-83
-579131841,-86
-579130739,-93
-579129635,-88
-579128517,-88
-579127423,-80
-579126313,-84
-579125204,-78
-579124102,-81
-579123000,-82
-579121894,-83
-579120793,-82
-579119690,-74
-579118587,-74
-579117480,-76
-579116378,-84
-579115261,-72
-579114157,-76
-579113061,-91
-579111955,-87
-579110846,-84
-579109736,-84
-579108640,-92
-579107533,-94
-579106423,-100
-579105315,-86
-579104208,-88
-579103109,-84
-579102002,-86
-579100902,-86
-579099790,-97
-579098686,-91
-579097581,-96
-579096473,-98
-579095376,-88
-579094263,-92
-579093164,-89
-579092060,-87
-579090954,-87
-579089851,-85
-579088743,-90
-579087640,-92
-579086525,-92
-579085426,-101
-579084321,-92
-579083212,-89
-579082104,-83
-579080999,-91
-579079903,-94
-579078796,-88
-579077695,-86
-579076590,-88
-579075488,-86
-579074379,-89
-579073274,-87
-579072167,-85
-579071066,-86
-579069955,-88
-579068855,-88
-579067752,-87
-579066645,-93
-579065540,-94
-579064432,-85
-579063318,-85
-579062213,-86
-579061108,-94
-579060000,-82
-579058894,-83
-579057790,-83
-579056682,-86
-579055579,-89
-579054469,-83
-579053366,-84
-579052255,-84
-579051151,-87
-579050045,-92
-579048937,-88
-579047839,-89
-579046729,-92
-579045627,-98
-579044516,-83
-579043406,-95
-579042297,-90
-579041194,-87
-579040084,-92
-579038981,-89
-579037876,-94
-579036774,-100
-579035669,-94
-579034562,-91
-579033455,-85
-579032347,-88
-579031239,-97
-579030141,-88
-579029029,-90
-579027926,-101
-579026823,-85
-579025720,-91
-579024620,-95
-579023515,-94
-579022411,-92
-579019089,-94
-579017984,-84
-579016876,-88
-579015778,-93
-579014658,-89
-579013565,-87
-579012456,-84
-579011347,-83
-579010256,-81
-579009145,-91
-579008043,-97
-579006934,-89
-579005827,-74
-579005369,-77
-579004159,-83
-579003053,-80
-579001947,-80
-579000844,-83
-578999741,-83
-578998637,-80
-578997527,-81
-578996426,-90
-578995324,-89
-578994214,-92
-578993117,-83
-578992011,-87
-578990905,-90
-578989797,-85
-578988696,-85
-578987594,-78
-578986484,-78
-578985379,-80
-578984274,-79
-578983171,-91
-578982069,-92
-578980967,-87
-578979854,-84
-578978742,-81
-578977636,-88
-578976533,-85
-578975434,-68
-578974331,-76
-578973229,-57
-578972122,-82
-578971018,-62
-578969915,-62
-578968807,-63
-578967703,-65
-578966598,-47
-578965492,-48
-578964391,-45
-578963277,-45
-578962171,-44
-578961065,-48
-578959957,-47
-578958856,-51
-578957758,-47
-578956651,-44
-578955548,-45
-578954438,-44
-578953324,-45
-578952219,-54
-578951119,-48
-578950008,-45
-578948905,-56
-578947802,-58
-578946701,-67
-578945595,-57
-578944494,-54
-578943388,-51
-578942279,-72
-578941177,-76
-578940075,-75
-578938967,-73
-578937855,-82
-578936746,-71
-578935649,-71
-578934543,-82
