time,content
1687342834771,三回目
1687342844730,袋から取り出す
1687342894737,ポールを持ち上げる
1687342914749,袋を被せる
1687342974750,フックに引っ掛ける
1687343014739,中の紐を結ぶ
1687343164778,BLEの取り付け
1687343204751,三回目
