"time","x","y","z","abs"
1.393048228E0,-1.838746905E0,-1.474828243E0,-2.968810201E-1,2.375762376E0
1.413059010E0,-1.800439715E0,-1.484405041E0,4.979939461E-1,2.386009108E0
1.433051041E0,-1.666364431E0,-1.034295082E0,1.714248419E0,2.604838647E0
1.453045676E0,-1.197100878E0,-6.607996821E-1,1.647210717E0,2.140796552E0
1.473051562E0,-8.714894056E-1,-6.799532771E-1,5.171475410E-1,1.220357252E0
1.493042291E0,-1.130063176E0,-6.703764796E-1,2.489969730E-1,1.337328269E0
1.513044999E0,-1.168370485E0,-6.129156351E-1,1.407790542E0,1.929411666E0
1.533050937E0,-1.513135433E0,-4.501099288E-1,2.384624958E0,2.859827613E0
1.553045260E0,-1.158793569E0,-3.447650373E-1,2.260126352E0,2.563169248E0
1.573047030E0,-4.979939461E-1,-1.819593310E-1,4.405331016E-1,6.893305318E-1
1.593058853E0,-2.394201756E-1,-8.619125932E-2,-9.193734527E-1,9.539384147E-1
1.613481301E0,-3.256114423E-1,2.202665508E-1,-3.639186621E-1,5.357023029E-1
1.633060989E0,-5.746084079E-2,3.447650373E-1,5.937620401E-1,6.889978516E-1
1.653066145E0,3.351882398E-1,4.692635238E-1,3.830722570E-1,6.923176764E-1
1.673071822E0,6.703764796E-1,5.458779931E-1,-4.596867263E-1,9.791319085E-1
1.693090520E0,9.672574997E-1,5.171475410E-1,-1.206677675E0,1.630674603E0
1.713086197E0,1.053448796E0,3.256114423E-1,-1.379060149E0,1.765668166E0
1.733049635E0,8.906430602E-1,8.619125932E-2,-6.512228847E-1,1.106691122E0
1.753060468E0,6.991068721E-1,-3.639186621E-1,7.661445439E-2,7.918692984E-1
1.773064270E0,8.523358107E-1,-2.585737705E-1,4.884171486E-1,1.015818901E0
1.793083801E0,1.359906554E0,6.416460276E-1,4.022258818E-1,1.556547822E0
1.813070937E0,1.742978811E0,1.072602391E0,3.256114423E-1,2.072311231E0
1.833053749E0,1.532289028E0,7.757213712E-1,-2.968810201E-1,1.742926175E0
1.853087187E0,1.474828243E0,4.405331016E-1,-3.160346150E-1,1.571326076E0
1.873071666E0,1.149216771E0,3.639186621E-1,2.298433632E-1,1.227177229E0
1.893096926E0,8.140285611E-1,6.991068721E-1,1.034295082E0,1.490355405E0
1.913061145E0,5.841852427E-1,3.926490843E-1,4.118026793E-1,8.154919668E-1
1.933053801E0,1.244984865E-1,1.532289088E-1,-3.064578176E-1,3.645481663E-1
1.953160676E0,-1.723825186E-1,5.746084079E-2,1.436520964E-1,2.316320482E-1
1.973077343E0,-3.351882398E-1,-1.915361285E-1,3.926490843E-1,5.506455739E-1
1.993075884E0,2.011129409E-1,2.489969730E-1,1.915361285E-1,3.730040162E-1
2.013110312E0,-1.915361360E-2,3.543418646E-1,1.244984865E-1,3.760650091E-1
2.033070207E0,-3.543418646E-1,4.788403213E-2,9.576806799E-3,3.576908620E-1
2.053057655E0,-4.979939461E-1,-9.576806426E-2,2.298433632E-1,5.567741589E-1
2.073078280E0,-3.160346150E-1,-6.703764945E-2,1.532289088E-1,3.575626139E-1
2.093056041E0,-1.532289088E-1,2.489969730E-1,-5.746084079E-2,2.979602982E-1
2.113059009E0,2.585737705E-1,5.650315881E-1,-1.819593310E-1,6.474799522E-1
2.133043801E0,4.788403213E-2,3.926490843E-1,-9.576806799E-3,3.956739809E-1
2.153055311E0,-3.064578176E-1,-1.244984865E-1,3.543418646E-1,4.847416055E-1
2.173052864E0,-2.106897533E-1,-3.064578176E-1,4.692635238E-1,5.987610716E-1
2.193058905E0,-1.436520964E-1,-1.915361360E-2,2.968810201E-1,3.303651401E-1
2.213072395E0,0.000000000E0,2.489969730E-1,8.619125932E-2,2.634927433E-1
2.233054895E0,2.106897533E-1,2.873041928E-1,-6.703764945E-2,3.625298854E-1
2.253055884E0,1.915361285E-1,4.788403511E-1,-4.022258818E-1,6.540335086E-1
2.273057030E0,3.160346150E-1,6.607996821E-1,-5.171475410E-1,8.966469077E-1
2.293066041E0,-2.873041928E-1,2.394201756E-1,-2.011129409E-1,4.246317636E-1
2.313056718E0,-3.639186621E-1,-4.692635238E-1,-3.543418646E-1,6.915223817E-1
2.333044218E0,-5.554547906E-1,-3.543418646E-1,-8.619125932E-2,6.644675422E-1
2.353057551E0,-2.202665508E-1,-3.160346150E-1,-2.873041928E-1,4.805610580E-1
2.373090363E0,9.576806426E-2,2.489969730E-1,-8.140285611E-1,8.566291572E-1
2.393057030E0,5.075707436E-1,7.278373241E-1,-5.937620401E-1,1.067674384E0
2.413324426E0,8.810662031E-1,1.024718285E0,-1.915361285E-1,1.364921721E0
2.433060572E0,6.607996821E-1,3.734954596E-1,1.532289088E-1,7.743604953E-1
2.453058020E0,4.405331016E-1,2.968810201E-1,6.607996821E-1,8.478584632E-1
2.473064113E0,2.585737705E-1,2.011129409E-1,9.864110947E-1,1.039381382E0
2.493063697E0,2.298433632E-1,1.244984865E-1,7.565677166E-1,8.004514692E-1
2.513096770E0,3.830722570E-1,5.075707436E-1,4.979939461E-1,8.076944869E-1
2.533349843E0,1.532289088E-1,6.895300746E-1,1.819593310E-1,7.294107351E-1
2.553075832E0,-6.607996821E-1,-2.106897533E-1,3.543418646E-1,7.788482195E-1
2.573106665E0,-6.703764796E-1,-3.830722570E-1,1.005564690E0,1.267797036E0
2.593082238E0,-3.160346150E-1,-3.830722719E-2,7.086837292E-1,7.769027929E-1
2.613062134E0,-8.140285611E-1,-1.628057212E-1,4.692635238E-1,9.536018330E-1
2.633410207E0,-1.340752959E0,-8.236053586E-1,1.149216816E-1,1.577704433E0
2.653064374E0,-9.385270476E-1,-9.864110947E-1,2.394201756E-1,1.382447788E0
2.673069322E0,3.160346150E-1,-1.149216816E-1,-2.873042040E-2,3.375060116E-1
2.693058332E0,6.991068721E-1,5.171475410E-1,-5.267243981E-1,1.016676246E0
2.713066613E0,9.002198577E-1,-1.149216816E-1,-6.895300746E-1,1.139760724E0
2.733635988E0,6.033388376E-1,-1.675941229E0,2.681505978E-1,1.801305498E0
2.753071197E0,9.768342972E-1,-5.841852427E-1,-1.082179189E0,1.570537946E0
2.773065728E0,1.197100878E0,-1.340752989E-1,-7.565677166E-1,1.422470178E0
2.793076561E0,1.091755986E0,-5.458779931E-1,9.768342972E-1,1.563367890E0
2.813057603E0,7.948749661E-1,-3.160346150E-1,1.484405041E0,1.713231571E0
2.833045884E0,5.075707436E-1,-2.202665508E-1,-1.915361360E-2,5.536355065E-1
2.853058228E0,3.064578176E-1,1.915361285E-1,-1.120486379E0,1.177324173E0
2.873084738E0,5.746084079E-2,2.394201756E-1,-7.182605267E-1,7.592904272E-1
2.893053436E0,-6.895300746E-1,4.022258818E-1,6.033388376E-1,1.000627372E0
2.913373801E0,-9.289502501E-1,1.168370485E0,8.331822157E-1,1.709453352E0
2.933059582E0,-2.202665508E-1,2.796427488E0,5.267243981E-1,2.854113285E0
2.953086040E0,-2.154781580E0,9.481038451E-1,1.158793569E0,2.623887782E0
2.973095051E0,-2.729389906E0,1.532289088E-1,3.734954596E-1,2.759084489E0
2.993047342E0,-2.442085743E0,2.394201756E-1,-9.576806799E-3,2.453812648E0
3.013050467E0,-1.503558636E0,3.447650373E-1,-1.340752989E-1,1.548395198E0
3.033069947E0,-1.819593310E-1,7.757213712E-1,-1.187524080E0,1.430058140E0
3.053069999E0,6.033388376E-1,7.757213712E-1,-1.388636947E0,1.701197804E0
3.073059999E0,7.565677166E-1,1.532289088E-1,5.746084079E-2,7.740643103E-1
3.093063176E0,1.771709204E0,-1.053448766E-1,6.799532771E-1,1.900628187E0
3.113627655E0,2.375048161E0,2.489969730E-1,5.267243981E-1,2.445463524E0
3.133057863E0,1.924938202E0,-2.011129409E-1,5.363011956E-1,2.008345704E0
3.153070519E0,1.187524080E0,-9.672574997E-1,-7.661445141E-1,1.712535526E0
3.173530988E0,1.522712231E0,-1.110909581E0,-8.619125932E-2,1.886849641E0
3.193057811E0,1.417367458E0,-7.565677166E-1,-8.619125932E-2,1.608960582E0
3.213067238E0,8.810662031E-1,-4.596867263E-1,-8.619125932E-2,9.975061272E-1
3.233052394E0,4.979939461E-1,-4.022258818E-1,1.312022567E0,1.459858502E0
3.253066249E0,-5.746084079E-2,-4.596867263E-1,3.265691042E0,3.298386214E0
3.273056196E0,-2.202665508E-1,-4.309563041E-1,2.882618904E0,2.922966376E0
3.293066405E0,6.703764796E-1,8.810662031E-1,1.915361404E0,2.212304588E0
3.313057811E0,2.288856745E0,2.068590164E0,2.834734917E0,4.189707927E0
3.333066092E0,7.086837292E-1,8.331822157E-1,9.576807022E-1,1.453814830E0
3.353074582E0,3.830722570E-1,-4.501099288E-1,8.427590132E-1,1.029361966E0
3.373065415E0,-5.554547906E-1,-2.624045134E0,-1.436520964E-1,2.686034030E0
3.393056248E0,-8.523358107E-1,-3.236960649E0,-1.197100878E0,3.554917874E0
3.413051769E0,-8.140285611E-1,-2.997540474E0,-1.790862918E0,3.585398357E0
3.433057759E0,-8.331822157E-1,-2.633621931E0,-1.608903527E0,3.196674466E0
3.453064478E0,-8.906430602E-1,-1.867477298E0,-1.857900500E0,2.780739252E0
3.473051821E0,1.723825186E-1,3.064578176E-1,-1.465251446E0,1.506849006E0
3.493051353E0,-6.129156351E-1,5.171475410E-1,-1.838746905E0,2.006015288E0
3.513046665E0,-8.523358107E-1,1.053448796E0,-1.149216816E-1,1.359940327E0
3.533068488E0,-1.398213744E0,1.771709204E0,-2.106897533E-1,2.266791863E0
3.553067707E0,-1.321599364E0,2.087743998E0,-2.671929121E0,3.639300085E0
3.573048853E0,-1.321599364E0,2.087743998E0,-4.692635238E-1,2.515056288E0
3.593056561E0,-1.628057122E0,4.309563041E-1,0.000000000E0,1.684129843E0
3.613365207E0,-7.948749661E-1,-8.619125932E-2,-1.695094824E0,1.874193588E0
3.633056925E0,-4.979939461E-1,-2.011129409E-1,-1.369483352E0,1.471029924E0
3.653056457E0,-8.714894056E-1,-3.926490843E-1,-1.206677675E0,1.539395368E0
3.673046457E0,-5.075707436E-1,-9.864110947E-1,-1.915361285E-1,1.125753524E0
3.693057082E0,6.224924326E-1,-8.331822157E-1,1.120486379E0,1.528783555E0
3.713304530E0,2.001552582E0,-1.723825186E-1,1.905784607E0,2.769105169E0
3.733053957E0,2.298433542E0,1.244984865E-1,1.254561663E0,2.621492244E0
3.753067603E0,2.269703150E0,-7.374141216E-1,3.217807055E0,4.006196977E0
3.773057863E0,3.208230257E0,1.723825186E-1,-7.661445141E-1,3.302943313E0
3.793059478E0,3.859453201E0,-1.915361360E-2,-1.513135433E0,4.145518630E0
3.813260155E0,2.959233284E0,-1.053448766E-1,-1.628057212E-1,2.965580023E0
3.833055311E0,2.135627985E0,-2.202665508E-1,4.309563041E-1,2.189782542E0
3.853071769E0,1.369483352E0,-9.576807022E-1,-3.256114423E-1,1.702545092E0
3.873079634E0,6.512228847E-1,-2.681505978E-1,5.746083856E-1,9.089393739E-1
3.893048852E0,4.309563041E-1,1.532289088E-1,8.619125932E-2,4.654367494E-1
3.913349634E0,-7.278373241E-1,-4.788403213E-2,9.385270476E-1,1.188643374E0
3.933055467E0,-1.436520964E-1,1.187524080E0,1.130063176E0,1.645567424E0
3.953048644E0,-6.224924326E-1,1.407790542E0,6.129156351E-1,1.656815202E0
3.973049061E0,-1.216254473E0,1.034295082E0,-8.619126081E-1,1.814368927E0
3.993638592E0,-1.244984865E0,1.350329757E0,-9.768342972E-1,2.080284358E0
4.013619894E0,-1.924938202E0,1.398213744E0,-7.948749661E-1,2.508428785E0
4.033081665E0,-2.518700123E0,1.206677675E0,-1.043871999E0,2.981541559E0
4.053118644E0,-2.700659513E0,1.149216771E0,-1.130063176E0,3.145044320E0
4.073060623E0,-2.039859772E0,3.639186621E-1,-6.320692301E-1,2.166327813E0
4.093062134E0,-3.447650373E-1,1.723825186E-1,-1.053448766E-1,3.995950534E-1
4.113062394E0,1.551442742E0,1.168370485E0,3.064578176E-1,1.966209696E0
4.133057290E0,1.551442742E0,1.675941229E0,-1.149216816E-1,2.286692060E0
4.153069790E0,1.120486379E0,1.283292055E0,3.926490843E-1,1.748285311E0
4.173077134E0,6.799532771E-1,-1.915361360E-2,1.426944256E0,1.580782474E0
4.193111925E0,9.672574997E-1,-1.436520964E-1,1.493981838E0,1.785554460E0
4.213059529E0,1.398213744E0,1.915361360E-2,6.799532771E-1,1.554897101E0
4.233054894E0,2.030282974E0,-4.309563041E-1,6.320692301E-1,2.169627572E0
4.253059790E0,2.030282974E0,-4.309563041E-1,6.320692301E-1,2.169627572E0
4.273045467E0,1.283292055E0,-1.800439715E0,7.565677166E-1,2.336838971E0
4.293283279E0,-9.385270476E-1,-3.734954596E0,-1.034295082E0,3.987541243E0
4.313045831E0,2.011129409E-1,-2.068590164E0,-7.374141216E-1,2.205287117E0
4.333060102E0,-6.512228847E-1,-3.112462282E0,-1.666364431E0,3.590025504E0
4.353051873E0,-1.714248419E0,-3.715801001E0,-8.906430602E-1,4.187967261E0
4.373046456E0,-2.250549555E0,-3.782838583E0,7.374141216E-1,4.463028191E0
4.393044946E0,-1.886630893E0,-2.365471363E0,-1.915361360E-2,3.025755733E0
4.413052342E0,1.484405041E0,7.230489254E0,-3.830722719E-2,7.381388800E0
4.433054790E0,-1.331176162E0,3.667917013E0,1.714248419E0,4.261958802E0
4.453053384E0,-1.589749932E0,2.825158119E0,1.656787634E0,3.640572552E0
4.473044946E0,-2.298433542E0,1.273715258E0,9.385270476E-1,2.790336955E0
4.493037498E0,-1.254561663E0,7.852981687E-1,-2.968810201E-1,1.509555073E0
4.513038904E0,1.628057212E-1,-1.532289088E-1,-9.576807022E-1,9.834313035E-1
4.533041040E0,1.168370485E0,-3.256114423E-1,-1.493981838E0,1.924342520E0
4.553049217E0,1.618480325E0,-6.416460276E-1,-1.493981838E0,2.294159959E0
4.573041977E0,1.695094824E0,-3.256114423E-1,-1.063025594E0,2.027163705E0
4.593050102E0,2.442085743E0,-1.915361360E-2,-1.034295082E0,2.652153079E0
4.613102967E0,2.164358377E0,9.576806426E-2,-1.465251446E0,2.615450345E0
4.633041977E0,1.130063176E0,-5.746084079E-2,-8.236053586E-1,1.399525033E0
4.653051508E0,3.543418646E-1,2.298433632E-1,9.959878922E-1,1.081840104E0
4.673055519E0,6.512228847E-1,6.703764796E-1,7.278373241E-1,1.184585599E0
4.693038644E0,1.532289088E-1,5.075707436E-1,-8.714894056E-1,1.020098496E0
4.713038123E0,-1.149216816E-1,1.436520964E-1,-1.158793569E0,1.173305353E0
4.733052394E0,7.661445439E-2,-3.064578176E-1,-2.212242365E0,2.234681733E0
4.753046248E0,-2.394201756E-1,-9.385270476E-1,-2.719813108E0,2.887133247E0
4.773036769E0,-2.585737705E-1,-1.005564690E0,-1.647210717E0,1.947132221E0
4.793038540E0,-4.884171486E-1,-1.177947283E0,-1.244984865E-1,1.281253677E0
4.813050883E0,-4.979939461E-1,-1.379060149E0,-9.672574997E-1,1.756528376E0
4.833088592E0,-3.351882398E-1,-1.110909581E0,-1.283292055E0,1.730118422E0
4.853064946E0,-3.064578176E-1,-1.139639974E0,-1.168370485E0,1.660658079E0
4.873041769E0,-1.340752989E-1,-7.182605267E-1,-1.915361360E-2,7.309180740E-1
4.893042029E0,1.723825186E-1,-8.619125932E-2,1.877054095E0,1.886922559E0
4.913061508E0,-3.256114423E-1,6.607996821E-1,9.576807022E-1,1.208234811E0
4.933058800E0,-3.447650373E-1,6.607996821E-1,3.830722719E-2,7.463153452E-1
4.953067654E0,9.576806799E-3,5.267243981E-1,8.331822157E-1,9.857600678E-1
4.973064373E0,-1.340752989E-1,4.022258818E-1,-1.532289088E-1,4.508225197E-1
4.993057029E0,-2.298433632E-1,1.053448766E-1,-5.746083856E-1,6.277740926E-1
5.013045727E0,-4.309563041E-1,-4.309563041E-1,-1.302445769E0,1.437988753E0
5.033061612E0,-7.469909191E-1,-1.618480325E0,-1.436520964E-1,1.788326010E0
5.053060206E0,-9.576806426E-2,-1.120486379E0,3.830722570E-1,1.188025926E0
5.073059998E0,1.723825186E-1,-9.959878922E-1,-1.819593310E-1,1.027042751E0
5.093054581E0,4.596867263E-1,-5.171475410E-1,-1.254561663E0,1.432717150E0
5.113057602E0,6.224924326E-1,-2.681505978E-1,1.924938202E0,2.040781383E0
5.133063904E0,1.244984865E-1,3.256114423E-1,4.185064793E0,4.199558310E0
5.153064581E0,-1.082179189E0,4.692635238E-1,3.409343243E0,3.607622679E0
5.173057654E0,-5.937620401E-1,-7.661445439E-2,2.959233284E0,3.019186110E0
5.193268383E0,-5.267243981E-1,-3.351882398E-1,1.292868972E0,1.435722789E0
5.213065102E0,-1.436520964E-1,-1.244984865E-1,9.097966552E-1,9.294437862E-1
5.233051352E0,-3.639186621E-1,-4.213795066E-1,5.650315881E-1,7.932579509E-1
5.253063539E0,1.915361360E-2,-2.873042040E-2,2.298433632E-1,2.324226098E-1
5.273053696E0,6.320692301E-1,3.447650373E-1,-1.197100878E0,1.396934127E0
5.293052133E0,5.650315881E-1,3.926490843E-1,-6.895300746E-1,9.741076546E-1
5.313049581E0,3.064578176E-1,2.106897533E-1,-1.244984865E-1,3.921816406E-1
5.333063279E0,-2.202665508E-1,1.915361360E-2,6.224924326E-1,6.605914342E-1
5.353045467E0,-3.256114423E-1,1.628057212E-1,9.289502501E-1,9.977359778E-1
5.373047654E0,6.703764945E-2,4.022258818E-1,2.681505978E-1,4.880414425E-1
5.393048487E0,5.554547906E-1,7.852981687E-1,6.607996821E-1,1.166995912E0
5.413058696E0,7.661445439E-2,6.224924326E-1,4.213795066E-1,7.555973080E-1
5.433084685E0,-3.064578176E-1,2.106897533E-1,-8.523358107E-1,9.299370410E-1
5.453064425E0,3.256114423E-1,-3.351882398E-1,-1.915361360E-2,4.676973684E-1
5.473045987E0,4.788403213E-2,-1.149216816E-1,-2.968810201E-1,3.219288951E-1
5.493051977E0,4.884171486E-1,-8.619125932E-2,-2.011129409E-1,5.351884334E-1
5.513055466E0,4.022258818E-1,-1.149216816E-1,-2.681505978E-1,4.968877097E-1
5.533081560E0,2.202665508E-1,-4.596867263E-1,1.244984865E-1,5.247181271E-1
5.553057237E0,-3.064578176E-1,-7.852981687E-1,8.714894056E-1,1.212478203E0
5.573399737E0,-2.968810201E-1,-3.639186621E-1,8.044517636E-1,9.315136997E-1
5.593043487E0,-9.576806799E-3,1.149216816E-1,6.895300746E-1,6.991068816E-1
5.613063071E0,3.160346150E-1,4.022258818E-1,1.398213744E0,1.488846941E0
5.633108643E0,3.160346150E-1,3.447650373E-1,1.388636947E0,1.465282696E0
5.653058748E0,2.585737705E-1,6.703764796E-1,8.523358107E-1,1.114783097E0
5.673071560E0,2.489969730E-1,5.554547906E-1,1.436520964E-1,6.254322040E-1
5.693543331E0,7.661445439E-2,3.734954596E-1,4.118026793E-1,5.612041336E-1
5.713059060E0,-2.873041928E-1,1.436520964E-1,4.596867263E-1,5.607954265E-1
5.733055727E0,-4.213795066E-1,-4.788403213E-2,5.841852427E-1,7.218905505E-1
5.753064008E0,-6.224924326E-1,-2.011129409E-1,9.289502501E-1,1.136174199E0
5.773053852E0,-1.244984865E-1,3.830722719E-2,2.298433632E-1,2.641879793E-1
5.793042550E0,-3.926490843E-1,1.244984865E-1,-2.202665508E-1,4.671086918E-1
5.813054685E0,-7.086837292E-1,1.436520964E-1,4.213795066E-1,8.369165080E-1
5.833065675E0,-4.309563041E-1,4.788403511E-1,4.788403213E-2,6.459909430E-1
5.853053852E0,2.394201756E-1,3.447650373E-1,-1.005564690E0,1.089653751E0
5.873297810E0,4.788403511E-1,3.830722570E-1,-1.589749932E0,1.703918215E0
5.893281456E0,4.788403511E-1,2.489969730E-1,-1.340752959E0,1.445304837E0
5.913070727E0,2.394201756E-1,-4.309563041E-1,-1.580173135E0,1.655292268E0
5.933110675E0,1.436520964E-1,-1.005564690E0,-1.091755986E0,1.491216753E0
5.953071873E0,2.681505978E-1,-7.948749661E-1,-3.639186621E-1,9.144220839E-1
5.973065623E0,-3.351882398E-1,-1.187524080E0,4.501099288E-1,1.313454813E0
5.993629268E0,-9.576807022E-1,-2.135627985E0,7.182605267E-1,2.448255992E0
6.013055935E0,-7.278373241E-1,-2.384624958E0,1.158793569E0,2.749360998E0
6.033079529E0,-8.331822157E-1,-3.208230257E0,1.599326730E0,3.680323352E0
6.053050206E0,-9.576806426E-2,-3.016694069E0,2.336740971E0,3.817063399E0
6.073045518E0,3.639186621E-1,-2.853888512E0,1.589749932E0,3.287007952E0
6.093425258E0,1.177947283E0,-2.288856745E0,-3.160346150E-1,2.593511688E0
6.113062810E0,2.059013367E0,-5.554547906E-1,-5.458779931E-1,2.201374310E0
6.133091352E0,1.312022567E0,-6.607996821E-1,-9.097966552E-1,1.727943688E0
6.153065622E0,5.841852427E-1,-8.331822157E-1,-1.187524080E0,1.563866504E0
6.173059841E0,4.213795066E-1,-1.244984865E-1,-4.118026793E-1,6.021976489E-1
6.193369789E0,-1.915361285E-1,-3.734954596E-1,7.278373241E-1,8.401976656E-1
6.213100622E0,-3.543418646E-1,3.160346150E-1,-5.746084079E-2,4.782653898E-1
6.233058852E0,8.810662031E-1,2.164358377E0,8.523358107E-1,2.487408526E0
6.253059893E0,7.948749661E-1,2.154781580E0,-2.394201756E-1,2.309162595E0
6.273055935E0,-3.447650373E-1,5.650315881E-1,-3.734954596E-1,7.600147925E-1
6.293116404E0,-3.926490843E-1,-5.267243981E-1,-1.101332784E0,1.282398454E0
6.313061924E0,2.873042040E-2,-7.086837292E-1,-1.302445769E0,1.483045194E0
6.333046560E0,1.388636947E0,6.224924326E-1,-2.987963676E0,3.353168103E0
6.353058799E0,1.714248419E0,7.757213712E-1,-2.863465309E0,3.426342783E0
6.373030518E0,1.206677675E0,-8.427590132E-1,-1.484405041E0,2.090399984E0
6.393061716E0,1.216254473E0,-1.034295082E0,4.309563041E-1,1.653712368E0
6.413069789E0,5.075707436E-1,-7.948749661E-1,2.968810201E-1,9.887328313E-1
6.433075049E0,-6.320692301E-1,-9.672574997E-1,1.426944256E0,1.836101438E0
6.453060726E0,-2.873041928E-1,-1.082179189E0,1.034295082E0,1.524277472E0
6.473436456E0,1.273715258E0,3.830722719E-2,-6.512228847E-1,1.431051797E0
6.493068643E0,2.489969730E0,1.474828243E0,-1.139639974E0,3.110280835E0
6.513055310E0,1.838746905E0,1.331176162E0,-4.692635238E-1,2.318022522E0
6.533059945E0,-3.351882398E-1,9.959878922E-1,-2.011129409E-1,1.069948341E0
6.553059216E0,-2.518700123E0,6.799532771E-1,-3.830722570E-1,2.636841126E0
6.573345258E0,-3.256114244E0,-2.873042040E-2,1.398213744E0,3.543741961E0
6.593058383E0,-3.112462282E0,-4.405331016E-1,6.703764796E-1,3.214171043E0
