time,x,y,z
1694252098476,-0.111941054,-0.0071776668,0.032986723
1694252098530,-0.050396383,0.0061086523,-0.005192355
1694252098566,-0.096516706,0.04062254,-0.0154243475
1694252098597,-0.042913284,0.03268129,-0.06688975
1694252098637,-0.09682214,0.026267206,-0.078343466
1694252098679,-0.205098,0.052687127,-0.05207626
1694252098719,-0.14737125,0.040317107,-0.08109236
1694252098759,-0.05879578,0.027641652,-0.06291912
1694252098799,-0.11438452,0.04016439,-0.06429356
1694252098840,-0.093462385,0.022907447,-0.056046885
1694252098881,-0.030085113,-0.014966198,-0.05024367
1694252098921,-0.018784106,-0.012980887,-0.017715093
1694252098962,0.014049901,-0.015577064,0.0056505036
1694252099002,0.03940081,-0.018936822,0.014049901
1694252099042,0.045814894,-0.03604105,0.014202617
1694252099083,0.004428773,-0.03436117,0.020463986
1694252099124,-0.0025961774,-0.064751714,-0.024740042
1694252099164,-0.035124753,-0.049480084,-0.018936822
1694252099205,-0.03023783,-0.0041233404,-0.012980887
1694252099245,-0.08597928,0.0036651916,-0.033292156
1694252099286,-0.1244638,0.02443461,-0.03191771
1694252099326,0.07895433,0.05971208,0.00290161
1694252099367,0.14385876,-0.014813482,0.061086524
1694252099407,0.09437868,-0.019242255,0.046578474
1694252099448,0.056505036,7.6358154E-4,0.0071776668
1694252099488,0.035124753,0.0025961774,-0.0012217305
1694252099529,-0.052381694,0.029474247,-0.008857546
1694252099570,-0.01282817,0.012217305,-0.014049901
1694252099610,0.010079277,-0.0027488936,-0.0038179078
1694252099651,0.01695151,-0.007788532,0.0033597588
1694252099691,0.01863139,-0.016798794,0.0065668016
1694252099732,0.005497787,-0.012217305,0.0070249503
1694252099773,0.014813482,-0.01740966,0.009315695
1694252099814,0.024129177,-0.018478673,-0.0047342055
1694252099855,0.040775254,-0.02611449,-0.011148291
1694252099895,0.099571034,-0.032375857,-0.007941248
1694252099936,0.13500121,-0.020616703,0.032375857
1694252099977,0.12782355,-0.012064588,0.049938235
1694252100016,0.13194689,-0.018020526,0.045662176
1694252100058,0.13209961,-0.014966198,0.047647487
1694252100098,0.07666359,-9.162979E-4,0.044745877
1694252100138,0.020922136,-0.0143553335,0.036957346
1694252100180,-0.17104226,-0.029626964,0.022449298
1694252100221,-0.7145596,0.03359759,0.02031127
1694252100261,0.5526803,0.018784106,-0.028863383
1694252100301,0.7959574,0.029321533,-0.12660182
1694252100343,0.66843927,0.008246681,-0.111635625
1694252100381,0.082924955,-0.02367103,-0.056046885
1694252100424,-0.14248432,-0.02397646,-0.016035212
1694252100463,-0.08460484,-0.052381694,-0.031306844
1694252100503,-0.049632803,-0.05513059,-0.03680463
1694252100544,0.011911872,-0.025350908,-0.06688975
1694252100586,-0.2680171,0.14966199,0.3135266
1694252100624,-0.13683382,0.123242065,0.10781772
1694252100665,-0.34269542,0.12797627,-0.19929479
1694252100706,-0.09132435,0.044135015,-0.18493946
1694252100747,0.05024367,0.023060163,-0.21151209
1694252100787,0.072540246,0.012675454,-0.23075435
1694252100827,0.11453723,0.0125227375,-0.22403483
1694252100868,-0.07803804,0.072540246,-0.22296582
1694252100909,-0.06169739,0.11102476,-0.28817567
1694252100948,-0.12583824,0.15760323,-0.2782491
1694252100989,0.41783184,0.08246681,-0.2284636
1694252101032,0.54993147,0.021380283,-0.14569137
1694252101070,0.37614027,-0.0021380284,-0.07651087
1694252101111,0.10598512,-0.0154243475,0.05955936
1694252101151,-0.041691553,-0.06414085,0.1133155
1694252101192,-0.10186178,-0.19303341,0.047800206
1694252101233,-0.6621779,-0.34406984,-0.07727446
1694252101274,-1.5323554,-0.52641314,-0.34116822
1694252101313,-2.375655,-0.79611015,-0.86009824
1694252101353,-2.4857633,-0.9114109,-1.3141239
1694252101396,-0.79244494,-1.127199,-1.8419114
1694252101435,-1.490053,-1.241889,-1.8270979
1694252101476,-2.2208006,-1.1667526,-1.2976305
1694252101517,0.112704635,-0.29718593,-0.17852537
1694252101556,0.80649483,0.20555615,0.082161374
1694252101599,0.4998405,-0.2275473,0.14874569
1694252101636,0.12705997,-0.22082779,-0.088422745
1694252101676,-0.3735441,0.0842994,-0.13469578
1694252101718,0.04596761,0.12721269,-0.11591168
1694252101759,0.5019785,-0.018784106,-0.009162978
1694252101801,0.09697486,-0.022602014,0.033292156
1694252101840,-0.17959438,-0.013897184,0.04627304
1694252101882,-0.0346666,-0.058643065,0.037873644
1694252101921,0.1600467,-0.064751714,0.012675454
1694252101961,-0.05787948,-0.017715093,-0.0065668016
1694252102004,-0.0795652,-0.001985312,-0.018325957
1694252102043,0.04917465,-0.016187929,0.0015271631
1694252102083,-0.03145956,-0.01450805,-0.0013744468
1694252102125,-0.100792766,-0.017104227,-0.0027488936
1694252102164,0.0018325958,-0.035430185,0.008552114
1694252102205,0.0061086523,-0.026725354,0.010231993
