2035021616,-61
2035022875,-58
2035023983,-61
2035025089,-61
2035026192,-61
2035027300,-67
2035028404,-60
2035029509,-62
2035030618,-51
2035031728,-54
2035032828,-57
2035033931,-56
2035035042,-56
2035036143,-64
2035037250,-58
2035038359,-56
2035039469,-78
2035040576,-68
2035041684,-69
2035042793,-66
2035043898,-66
2035045011,-72
2035046113,-64
2035047223,-66
2035048334,-61
2035049433,-61
2035050539,-60
2035051648,-55
2035052747,-59
2035053857,-58
2035054963,-63
2035056074,-63
2035057181,-61
2035058289,-58
2035059394,-56
2035060505,-61
2035061613,-65
2035062719,-65
2035063827,-61
2035064944,-63
2035066043,-64
2035067150,-62
2035068260,-65
2035069366,-62
2035070469,-68
2035071584,-61
2035072689,-64
2035073799,-64
2035074910,-59
2035076021,-60
2035077123,-64
2035078235,-66
2035079340,-67
2035080440,-67
2035081553,-62
2035082660,-67
2035083767,-64
2035084880,-62
2035085983,-70
2035087096,-60
2035088202,-62
2035089305,-63
2035090415,-66
2035091522,-69
2035092630,-66
2035093735,-73
2035094845,-61
2035095952,-61
2035097057,-67
2035098171,-69
2035099271,-65
2035100379,-73
2035101488,-64
2035102592,-63
2035103701,-68
2035104813,-65
2035105916,-69
2035107025,-62
2035108130,-68
2035109241,-65
2035110344,-72
2035111455,-68
2035112567,-68
2035113672,-64
2035114779,-65
2035115887,-68
2035116995,-67
2035118103,-62
2035119208,-62
2035120324,-66
2035121420,-63
2035122529,-64
2035123633,-75
2035124743,-79
2035125853,-60
2035126957,-64
2035128072,-59
2035129174,-64
2035130284,-63
2035131399,-63
2035132497,-64
2035133605,-65
2035134719,-65
2035135821,-71
2035136933,-79
2035138040,-61
2035139144,-58
2035140249,-69
2035141362,-66
2035142473,-58
2035143574,-58
2035144687,-64
2035145789,-64
2035146896,-70
2035148006,-59
2035149113,-61
2035150218,-59
2035151328,-64
2035152434,-70
2035153531,-63
2035154643,-73
2035155751,-60
2035156855,-61
2035157968,-61
2035159070,-66
2035160177,-59
2035161291,-59
2035162391,-62
2035163499,-63
2035164611,-62
2035165716,-56
2035166823,-58
2035167925,-61
2035169034,-58
2035170141,-61
2035171250,-55
2035172354,-54
2035173463,-56
2035174574,-59
2035175681,-64
2035176789,-61
2035177893,-58
2035179001,-58
2035180110,-60
2035181209,-58
2035182319,-58
2035183426,-62
2035184533,-61
2035185643,-60
2035186741,-66
2035187840,-56
2035188942,-66
2035190044,-57
2035191145,-68
2035192247,-63
2035193362,-55
2035194467,-55
2035195574,-62
2035196688,-62
2035197794,-74
2035198896,-62
2035200004,-62
2035201108,-76
2035202215,-73
2035203327,-69
2035204431,-61
2035205537,-60
2035206647,-56
2035207753,-56
2035208867,-58
2035209973,-67
2035211078,-59
2035212186,-60
2035213294,-61
2035214399,-71
2035215507,-70
2035216616,-70
2035217722,-59
2035218829,-59
2035219944,-65
2035221045,-59
2035222155,-60
2035223255,-60
2035224362,-59
2035225475,-63
2035226581,-71
2035227684,-59
2035228792,-59
2035229901,-65
2035231012,-58
2035232118,-66
2035233223,-66
2035234328,-59
2035235432,-61
2035236544,-58
2035237646,-58
2035238753,-64
2035239862,-64
2035240973,-55
2035242078,-56
2035243184,-57
2035244288,-61
2035245397,-64
2035246505,-60
2035247611,-66
2035248718,-61
2035249830,-57
2035250929,-58
2035252037,-64
2035253142,-57
2035254251,-63
2035255357,-56
2035256460,-64
2035257567,-58
2035258674,-57
2035259784,-57
2035260889,-58
2035261997,-59
2035263102,-61
2035264214,-60
2035265309,-56
2035266419,-58
2035267524,-63
2035268633,-77
2035269739,-67
2035270846,-61
2035271952,-58
2035273062,-57
2035274168,-61
2035275281,-68
2035276389,-67
2035277491,-67
2035278598,-57
2035279713,-57
2035280819,-61
2035281923,-70
2035283031,-58
2035284139,-57
2035285246,-58
2035286359,-60
2035287460,-64
2035288565,-57
2035289677,-58
2035290785,-62
2035291892,-60
2035293005,-60
2035294105,-64
2035295214,-68
2035296323,-59
2035297436,-63
2035298534,-59
2035299646,-68
2035300760,-59
2035301858,-56
2035302966,-61
2035304073,-60
2035305178,-66
2035306285,-66
2035307393,-69
2035308503,-60
2035309607,-61
2035310713,-60
2035311820,-63
2035312927,-56
2035314034,-60
2035315140,-59
2035316253,-70
2035317351,-74
2035318458,-62
2035319574,-61
2035320672,-60
2035323144,-60
2035324252,-67
2035325355,-57
2035326461,-58
2035327565,-61
2035328670,-67
2035329775,-60
2035330884,-58
2035331994,-57
2035333095,-57
2035334200,-60
2035335306,-73
2035336410,-76
2035337515,-75
2035338622,-68
2035339733,-66
2035340835,-83
2035341940,-64
2035343050,-67
2035344152,-75
2035345262,-64
2035346368,-66
2035347474,-67
2035348582,-65
2035349692,-69
2035350800,-74
2035351905,-63
2035353018,-65
2035354125,-60
2035355226,-64
2035356340,-72
2035357444,-65
2035358552,-60
2035359662,-58
2035360771,-70
2035361873,-72
2035362975,-61
2035364082,-61
2035365196,-61
2035366298,-60
2035367404,-64
2035368513,-56
2035369620,-65
2035370728,-62
2035371833,-65
2035372946,-67
2035374048,-66
2035375157,-60
2035376272,-62
2035377371,-61
2035378481,-63
2035379587,-59
2035380698,-64
2035381804,-60
2035382908,-60
2035384014,-67
2035385117,-74
