time,content
1688984041505,初期位置
1688984330355,テントに入る
1688984336202,テントで正座
1688984751002,テントで下向きでねる
1688985886279,テントで上向でねる
1688986187122,テントで正座
1688986237115,テントから出る
1688986257101,初期位置
